Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
ENGINEERING INTELLIGENT SYSTEMS FOR ELECTRICAL ENGINEERING AND COMMUNICATIONS,ENG INTELL SYST ELEC,1472-8915,0.034,0.107,Artificial Intelligence,2007
INTEGRATED COMPUTER-AIDED ENGINEERING,INTEGR COMPUT-AID E,1069-2509,0.113,0.301,Artificial Intelligence,2007
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,J COMPUT SYS SC INT+,1064-2307,0.145,0.132,Artificial Intelligence,2007
JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,J INTELL FUZZY SYST,1064-1246,0.221,0.305,Artificial Intelligence,2007
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INT J SOFTW ENG KNOW,0218-1940,0.239,0.347,Artificial Intelligence,2007
INTELLIGENT AUTOMATION AND SOFT COMPUTING,INTELL AUTOM SOFT CO,1079-8587,0.268,0.250,Artificial Intelligence,2007
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,AI EDAM,0890-0604,0.279,0.755,Artificial Intelligence,2007
Neural Network World,NEURAL NETW WORLD,1210-0552,0.280,Not Available,Artificial Intelligence,2007
COMPUTING AND INFORMATICS,COMPUT INFORM,1335-9150,0.349,0.293,Artificial Intelligence,2007
INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,INT J PATTERN RECOGN,0218-0014,0.374,0.644,Artificial Intelligence,2007
INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND KNOWLEDGE-BASED SYSTEMS,INT J UNCERTAIN FUZZ,0218-4885,0.376,0.912,Artificial Intelligence,2007
International Journal on Artificial Intelligence Tools,INT J ARTIF INTELL T,0218-2130,0.376,Not Available,Artificial Intelligence,2007
