Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
INTERNATIONAL JOURNAL OF COMPUTER VISION,INT J COMPUT VISION,0920-5691,6.085,Not Available,Artificial Intelligence,2006
IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,IEEE T PATTERN ANAL,0162-8828,4.306,Not Available,Artificial Intelligence,2006
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,IEEE T EVOLUT COMPUT,1089-778X,3.770,Not Available,Artificial Intelligence,2006
MEDICAL IMAGE ANALYSIS,MED IMAGE ANAL,1361-8415,3.256,Not Available,Artificial Intelligence,2006
IEEE TRANSACTIONS ON IMAGE PROCESSING,IEEE T IMAGE PROCESS,1057-7149,2.715,Not Available,Artificial Intelligence,2006
MACHINE LEARNING,MACH LEARN,0885-6125,2.654,Not Available,Artificial Intelligence,2006
IEEE TRANSACTIONS ON NEURAL NETWORKS,IEEE T NEURAL NETWOR,1045-9227,2.620,Not Available,Artificial Intelligence,2006
COGNITIVE BRAIN RESEARCH,COGNITIVE BRAIN RES,0926-6410,2.568,Not Available,Artificial Intelligence,2006
CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,CHEMOMETR INTELL LAB,0169-7439,2.450,Not Available,Artificial Intelligence,2006
IEEE INTELLIGENT SYSTEMS,IEEE INTELL SYST,1541-1672,2.413,Not Available,Artificial Intelligence,2006
DATA MINING AND KNOWLEDGE DISCOVERY,DATA MIN KNOWL DISC,1384-5810,2.295,Not Available,Artificial Intelligence,2006
ARTIFICIAL INTELLIGENCE,ARTIF INTELL,0004-3702,2.271,Not Available,Artificial Intelligence,2006
JOURNAL OF MACHINE LEARNING RESEARCH,J MACH LEARN RES,1532-4435,2.255,Not Available,Artificial Intelligence,2006
NEURAL COMPUTATION,NEURAL COMPUT,0899-7667,2.229,Not Available,Artificial Intelligence,2006
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,IEEE T KNOWL DATA EN,1041-4347,2.063,Not Available,Artificial Intelligence,2006
NEURAL NETWORKS,NEURAL NETWORKS,0893-6080,2.000,Not Available,Artificial Intelligence,2006
AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,AUTON AGENT MULTI-AG,1387-2532,1.974,Not Available,Artificial Intelligence,2006
PATTERN RECOGNITION,PATTERN RECOGN,0031-3203,1.822,Not Available,Artificial Intelligence,2006
IEEE TRANSACTIONS ON FUZZY SYSTEMS,IEEE T FUZZY SYST,1063-6706,1.803,Not Available,Artificial Intelligence,2006
COMPUTATIONAL LINGUISTICS,COMPUT LINGUIST,0891-2017,1.800,Not Available,Artificial Intelligence,2006
JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,J ARTIF INTELL RES,1076-9757,1.795,Not Available,Artificial Intelligence,2006
ARTIFICIAL LIFE,ARTIF LIFE,1064-5462,1.769,Not Available,Artificial Intelligence,2006
JOURNAL OF MATHEMATICAL IMAGING AND VISION,J MATH IMAGING VIS,0924-9907,1.767,Not Available,Artificial Intelligence,2006
ARTIFICIAL INTELLIGENCE IN MEDICINE,ARTIF INTELL MED,0933-3657,1.634,Not Available,Artificial Intelligence,2006
AUTONOMOUS ROBOTS,AUTON ROBOT,0929-5593,1.578,Not Available,Artificial Intelligence,2006
COMPUTER VISION AND IMAGE UNDERSTANDING,COMPUT VIS IMAGE UND,1077-3142,1.548,Not Available,Artificial Intelligence,2006
IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,IEEE T SYST MAN CY B,1083-4419,1.538,Not Available,Artificial Intelligence,2006
ADAPTIVE BEHAVIOR,ADAPT BEHAV,1059-7123,1.432,Not Available,Artificial Intelligence,2006
COMPUTATIONAL INTELLIGENCE,COMPUT INTELL,0824-7935,1.415,Not Available,Artificial Intelligence,2006
DATA & KNOWLEDGE ENGINEERING,DATA KNOWL ENG,0169-023X,1.367,Not Available,Artificial Intelligence,2006
JOURNAL OF CHEMOMETRICS,J CHEMOMETR,0886-9383,1.342,Not Available,Artificial Intelligence,2006
EVOLUTIONARY COMPUTATION,EVOL COMPUT,1063-6560,1.325,Not Available,Artificial Intelligence,2006
CONNECTION SCIENCE,CONNECT SCI,0954-0091,1.297,Not Available,Artificial Intelligence,2006
ADVANCED ENGINEERING INFORMATICS,ADV ENG INFORM,1474-0346,1.295,Not Available,Artificial Intelligence,2006
INTERNATIONAL JOURNAL OF APPROXIMATE REASONING,INT J APPROX REASON,0888-613X,1.262,Not Available,Artificial Intelligence,2006
IMAGE AND VISION COMPUTING,IMAGE VISION COMPUT,0262-8856,1.171,Not Available,Artificial Intelligence,2006
DECISION SUPPORT SYSTEMS,DECIS SUPPORT SYST,0167-9236,1.160,Not Available,Artificial Intelligence,2006
AI MAGAZINE,AI MAG,0738-4602,1.000,Not Available,Artificial Intelligence,2006
NETWORK-COMPUTATION IN NEURAL SYSTEMS,NETWORK-COMP NEURAL,0954-898X,1.000,Not Available,Artificial Intelligence,2006
REAL-TIME IMAGING,REAL-TIME IMAGING,1077-2014,0.986,Not Available,Artificial Intelligence,2006
EXPERT SYSTEMS WITH APPLICATIONS,EXPERT SYST APPL,0957-4174,0.957,Not Available,Artificial Intelligence,2006
PATTERN RECOGNITION LETTERS,PATTERN RECOGN LETT,0167-8655,0.952,Not Available,Artificial Intelligence,2006
KNOWLEDGE ENGINEERING REVIEW,KNOWL ENG REV,0269-8889,0.930,Not Available,Artificial Intelligence,2006
IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART C-APPLICATIONS AND REVIEWS,IEEE T SYST MAN CY C,1094-6977,0.885,Not Available,Artificial Intelligence,2006
ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,ENG APPL ARTIF INTEL,0952-1976,0.866,Not Available,Artificial Intelligence,2006
NEUROCOMPUTING,NEUROCOMPUTING,0925-2312,0.860,Not Available,Artificial Intelligence,2006
APPLIED SOFT COMPUTING,APPL SOFT COMPUT,1568-4946,0.849,Not Available,Artificial Intelligence,2006
KNOWLEDGE AND INFORMATION SYSTEMS,KNOWL INF SYST,0219-1377,0.833,Not Available,Artificial Intelligence,2006
ROBOTICS AND AUTONOMOUS SYSTEMS,ROBOT AUTON SYST,0921-8890,0.832,Not Available,Artificial Intelligence,2006
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,0219-6220,0.818,Not Available,Artificial Intelligence,2006
CONSTRAINTS,CONSTRAINTS,1383-7133,0.759,Not Available,Artificial Intelligence,2006
ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,ANN MATH ARTIF INTEL,1012-2443,0.756,Not Available,Artificial Intelligence,2006
NEURAL PROCESSING LETTERS,NEURAL PROCESS LETT,1370-4621,0.753,Not Available,Artificial Intelligence,2006
JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,J INTELL INF SYST,0925-9902,0.750,Not Available,Artificial Intelligence,2006
MECHATRONICS,MECHATRONICS,0957-4158,0.745,Not Available,Artificial Intelligence,2006
JOURNAL OF HEURISTICS,J HEURISTICS,1381-1231,0.740,Not Available,Artificial Intelligence,2006
International Journal of Innovative Computing Information and Control,INT J INNOV COMPUT I,1349-4198,0.724,Not Available,Artificial Intelligence,2006
ARTIFICIAL INTELLIGENCE REVIEW,ARTIF INTELL REV,0269-2821,0.694,Not Available,Artificial Intelligence,2006
COMPUTER SPEECH AND LANGUAGE,COMPUT SPEECH LANG,0885-2308,0.689,Not Available,Artificial Intelligence,2006
NEURAL COMPUTING & APPLICATIONS,NEURAL COMPUT APPL,0941-0643,0.610,Not Available,Artificial Intelligence,2006
JOURNAL OF AUTOMATED REASONING,J AUTOM REASONING,0168-7433,0.608,Not Available,Artificial Intelligence,2006
JOURNAL OF INTELLIGENT MANUFACTURING,J INTELL MANUF,0956-5515,0.598,Not Available,Artificial Intelligence,2006
APPLIED ARTIFICIAL INTELLIGENCE,APPL ARTIF INTELL,0883-9514,0.576,Not Available,Artificial Intelligence,2006
KNOWLEDGE-BASED SYSTEMS,KNOWL-BASED SYST,0950-7051,0.576,Not Available,Artificial Intelligence,2006
MACHINE VISION AND APPLICATIONS,MACH VISION APPL,0932-8092,0.569,Not Available,Artificial Intelligence,2006
SOFT COMPUTING,SOFT COMPUT,1432-7643,0.516,Not Available,Artificial Intelligence,2006
INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,INT J PATTERN RECOGN,0218-0014,0.508,Not Available,Artificial Intelligence,2006
MINDS AND MACHINES,MIND MACH,0924-6495,0.475,Not Available,Artificial Intelligence,2006
AI COMMUNICATIONS,AI COMMUN,0921-7126,0.469,Not Available,Artificial Intelligence,2006
INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,INT J INTELL SYST,0884-8173,0.429,Not Available,Artificial Intelligence,2006
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INT J SOFTW ENG KNOW,0218-1940,0.413,Not Available,Artificial Intelligence,2006
INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND KNOWLEDGE-BASED SYSTEMS,INT J UNCERTAIN FUZZ,0218-4885,0.406,Not Available,Artificial Intelligence,2006
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,AI EDAM,0890-0604,0.405,Not Available,Artificial Intelligence,2006
PATTERN ANALYSIS AND APPLICATIONS,PATTERN ANAL APPL,1433-7541,0.400,Not Available,Artificial Intelligence,2006
INTELLIGENT AUTOMATION AND SOFT COMPUTING,INTELL AUTOM SOFT CO,1079-8587,0.354,Not Available,Artificial Intelligence,2006
APPLIED INTELLIGENCE,APPL INTELL,0924-669X,0.329,Not Available,Artificial Intelligence,2006
JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,J EXP THEOR ARTIF IN,0952-813X,0.297,Not Available,Artificial Intelligence,2006
JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,J INTELL FUZZY SYST,1064-1246,0.283,Not Available,Artificial Intelligence,2006
JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,J INTELL ROBOT SYST,0921-0296,0.265,Not Available,Artificial Intelligence,2006
INTEGRATED COMPUTER-AIDED ENGINEERING,INTEGR COMPUT-AID E,1069-2509,0.236,Not Available,Artificial Intelligence,2006
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,1542-3980,0.200,Not Available,Artificial Intelligence,2006
COMPUTING AND INFORMATICS,COMPUT INFORM,1335-9150,0.136,Not Available,Artificial Intelligence,2006
EXPERT SYSTEMS,EXPERT SYST,0266-4720,0.119,Not Available,Artificial Intelligence,2006
ENGINEERING INTELLIGENT SYSTEMS FOR ELECTRICAL ENGINEERING AND COMMUNICATIONS,ENG INTELL SYST ELEC,1472-8915,0.094,Not Available,Artificial Intelligence,2006
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,J COMPUT SYS SC INT+,1064-2307,0.051,Not Available,Artificial Intelligence,2006
