Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
ENGINEERING INTELLIGENT SYSTEMS FOR ELECTRICAL ENGINEERING AND COMMUNICATIONS,ENG INTELL SYST ELEC,1472-8915,0.000,0.101,Artificial Intelligence,2008
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,J COMPUT SYS SC INT+,1064-2307,0.082,0.093,Artificial Intelligence,2008
ARTIFICIAL INTELLIGENCE REVIEW,ARTIF INTELL REV,0269-2821,0.119,1.062,Artificial Intelligence,2008
INTELLIGENT AUTOMATION AND SOFT COMPUTING,INTELL AUTOM SOFT CO,1079-8587,0.224,0.297,Artificial Intelligence,2008
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,1542-3980,0.308,Not Available,Artificial Intelligence,2008
MINDS AND MACHINES,MIND MACH,0924-6495,0.340,0.495,Artificial Intelligence,2008
JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,J EXP THEOR ARTIF IN,0952-813X,0.341,0.571,Artificial Intelligence,2008
Neural Network World,NEURAL NETW WORLD,1210-0552,0.395,Not Available,Artificial Intelligence,2008
Intelligent Data Analysis,INTELL DATA ANAL,1088-467X,0.426,Not Available,Artificial Intelligence,2008
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INT J SOFTW ENG KNOW,0218-1940,0.447,0.452,Artificial Intelligence,2008
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,AI EDAM,0890-0604,0.477,1.049,Artificial Intelligence,2008
COMPUTING AND INFORMATICS,COMPUT INFORM,1335-9150,0.492,0.421,Artificial Intelligence,2008
JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,J INTELL ROBOT SYST,0921-0296,0.560,0.682,Artificial Intelligence,2008
AI COMMUNICATIONS,AI COMMUN,0921-7126,0.608,0.680,Artificial Intelligence,2008
INTEGRATED COMPUTER-AIDED ENGINEERING,INTEGR COMPUT-AID E,1069-2509,0.617,0.662,Artificial Intelligence,2008
JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,J INTELL FUZZY SYST,1064-1246,0.649,0.651,Artificial Intelligence,2008
INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,INT J PATTERN RECOGN,0218-0014,0.660,0.835,Artificial Intelligence,2008
IET Computer Vision,IET COMPUT VIS,1751-9632,0.667,0.667,Artificial Intelligence,2008
International Journal on Artificial Intelligence Tools,INT J ARTIF INTELL T,0218-2130,0.667,Not Available,Artificial Intelligence,2008
AI MAGAZINE,AI MAG,0738-4602,0.691,1.419,Artificial Intelligence,2008
