Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
INTELLIGENT AUTOMATION AND SOFT COMPUTING,INTELL AUTOM SOFT CO,1079-8587,0.155,0.196,Artificial Intelligence,2012
Traitement du Signal,TRAIT SIGNAL,0765-0019,0.158,0.075,Artificial Intelligence,2012
Malaysian Journal of Computer Science,MALAYS J COMPUT SCI,0127-9084,0.161,Not Available,Artificial Intelligence,2012
ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,ANN MATH ARTIF INTEL,1012-2443,0.200,0.391,Artificial Intelligence,2012
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,J COMPUT SYS SC INT+,1064-2307,0.249,0.242,Artificial Intelligence,2012
International Journal on Artificial Intelligence Tools,INT J ARTIF INTELL T,0218-2130,0.250,0.453,Artificial Intelligence,2012
International Journal on Semantic Web and Information Systems,INT J SEMANT WEB INF,1552-6283,0.250,1.955,Artificial Intelligence,2012
COMPUTING AND INFORMATICS,COMPUT INFORM,1335-9150,0.254,0.305,Artificial Intelligence,2012
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INT J SOFTW ENG KNOW,0218-1940,0.295,0.336,Artificial Intelligence,2012
JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,J EXP THEOR ARTIF IN,0952-813X,0.317,0.570,Artificial Intelligence,2012
NETWORK-COMPUTATION IN NEURAL SYSTEMS,NETWORK-COMP NEURAL,0954-898X,0.333,1.140,Artificial Intelligence,2012
Neural Network World,NEURAL NETW WORLD,1210-0552,0.362,0.381,Artificial Intelligence,2012
International Arab Journal of Information Technology,INT ARAB J INF TECHN,1683-3198,0.390,Not Available,Artificial Intelligence,2012
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,AI EDAM,0890-0604,0.407,0.935,Artificial Intelligence,2012
Journal of Applied Logic,J APPL LOGIC,1570-8683,0.419,Not Available,Artificial Intelligence,2012
AI COMMUNICATIONS,AI COMMUN,0921-7126,0.449,0.617,Artificial Intelligence,2012
MINDS AND MACHINES,MIND MACH,0924-6495,0.458,0.612,Artificial Intelligence,2012
Intelligent Data Analysis,INTELL DATA ANAL,1088-467X,0.472,0.707,Artificial Intelligence,2012
Natural Language Engineering,NAT LANG ENG,1351-3249,0.474,Not Available,Artificial Intelligence,2012
APPLIED ARTIFICIAL INTELLIGENCE,APPL ARTIF INTELL,0883-9514,0.475,0.505,Artificial Intelligence,2012
Advances in Electrical and Computer Engineering,ADV ELECTR COMPUT EN,1582-7445,0.552,0.479,Artificial Intelligence,2012
INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,INT J PATTERN RECOGN,0218-0014,0.562,0.755,Artificial Intelligence,2012
JOURNAL OF AUTOMATED REASONING,J AUTOM REASONING,0168-7433,0.567,1.050,Artificial Intelligence,2012
Turkish Journal of Electrical Engineering and Computer Sciences,TURK J ELECTR ENG CO,1300-0632,0.568,Not Available,Artificial Intelligence,2012
KNOWLEDGE ENGINEERING REVIEW,KNOWL ENG REV,0269-8889,0.590,0.978,Artificial Intelligence,2012
IET Computer Vision,IET COMPUT VIS,1751-9632,0.636,0.853,Artificial Intelligence,2012
Swarm Intelligence,SWARM INTELL-US,1935-3812,0.640,Not Available,Artificial Intelligence,2012
Information Technology and Control,INF TECHNOL CONTROL,1392-124X,0.667,0.560,Artificial Intelligence,2012
Natural Computing,NAT COMPUT,1567-7818,0.683,Not Available,Artificial Intelligence,2012
CONNECTION SCIENCE,CONNECT SCI,0954-0091,0.706,0.816,Artificial Intelligence,2012
AI MAGAZINE,AI MAG,0738-4602,0.726,0.959,Artificial Intelligence,2012
CONSTRAINTS,CONSTRAINTS,1383-7133,0.737,0.895,Artificial Intelligence,2012
Cognitive Systems Research,COGN SYST RES,1389-0417,0.750,1.072,Artificial Intelligence,2012
EXPERT SYSTEMS,EXPERT SYST,0266-4720,0.769,1.037,Artificial Intelligence,2012
JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,J INTELL FUZZY SYST,1064-1246,0.788,0.846,Artificial Intelligence,2012
AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,AUTON AGENT MULTI-AG,1387-2532,0.790,1.410,Artificial Intelligence,2012
International Journal on Document Analysis and Recognition,INT J DOC ANAL RECOG,1433-2833,0.800,1.008,Artificial Intelligence,2012
PATTERN ANALYSIS AND APPLICATIONS,PATTERN ANAL APPL,1433-7541,0.814,0.944,Artificial Intelligence,2012
JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,J INTELL ROBOT SYST,0921-0296,0.827,0.965,Artificial Intelligence,2012
JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,J INTELL INF SYST,0925-9902,0.833,0.943,Artificial Intelligence,2012
Journal on Multimodal User Interfaces,J MULTIMODAL USER IN,1783-7677,0.833,0.600,Artificial Intelligence,2012
Cognitive Computation,COGN COMPUT,1866-9956,0.867,1.137,Artificial Intelligence,2012
INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND KNOWLEDGE-BASED SYSTEMS,INT J UNCERTAIN FUZZ,0218-4885,0.886,1.386,Artificial Intelligence,2012
COMPUTATIONAL LINGUISTICS,COMPUT LINGUIST,1530-9312,0.940,1.850,Artificial Intelligence,2012
ACM Transactions on Autonomous and Adaptive Systems,ACM T AUTON ADAP SYS,1556-4665,1.000,1.302,Artificial Intelligence,2012
COMPUTATIONAL INTELLIGENCE,COMPUT INTELL-US,0824-7935,1.000,0.941,Artificial Intelligence,2012
International Journal of Applied Mathematics and Computer Science,INT J AP MAT COM-POL,1641-876X,1.008,1.146,Artificial Intelligence,2012
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,1542-3980,1.047,0.757,Artificial Intelligence,2012
JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,J ARTIF INTELL RES,1076-9757,1.056,1.517,Artificial Intelligence,2012
Applied Ontology,APPL ONTOL,1570-5838,1.080,Not Available,Artificial Intelligence,2012
MACHINE VISION AND APPLICATIONS,MACH VISION APPL,0932-8092,1.103,1.420,Artificial Intelligence,2012
ADAPTIVE BEHAVIOR,ADAPT BEHAV,1059-7123,1.113,1.545,Artificial Intelligence,2012
SOFT COMPUTING,SOFT COMPUT,1432-7643,1.124,1.364,Artificial Intelligence,2012
Journal of Real-Time Image Processing,J REAL-TIME IMAGE PR,1861-8200,1.156,1.060,Artificial Intelligence,2012
ROBOTICS AND AUTONOMOUS SYSTEMS,ROBOT AUTON SYST,0921-8890,1.156,1.615,Artificial Intelligence,2012
NEURAL COMPUTING & APPLICATIONS,NEURAL COMPUT APPL,0941-0643,1.168,1.074,Artificial Intelligence,2012
Journal of Web Semantics,J WEB SEMANT,1570-8268,1.231,3.049,Artificial Intelligence,2012
COMPUTER VISION AND IMAGE UNDERSTANDING,COMPUT VIS IMAGE UND,1077-3142,1.232,2.202,Artificial Intelligence,2012
NEURAL PROCESSING LETTERS,NEURAL PROCESS LETT,1370-4621,1.240,1.231,Artificial Intelligence,2012
PATTERN RECOGNITION LETTERS,PATTERN RECOGN LETT,0167-8655,1.266,1.529,Artificial Intelligence,2012
JOURNAL OF INTELLIGENT MANUFACTURING,J INTELL MANUF,0956-5515,1.278,2.162,Artificial Intelligence,2012
Journal of Ambient Intelligence and Smart Environments,J AMB INTEL SMART EN,1876-1364,1.298,1.640,Artificial Intelligence,2012
MECHATRONICS,MECHATRONICS,0957-4158,1.300,1.599,Artificial Intelligence,2012
Genetic Programming and Evolvable Machines,GENET PROGRAM EVOL M,1389-2576,1.333,1.282,Artificial Intelligence,2012
International Journal of Bio-Inspired Computation,INT J BIO-INSPIR COM,1758-0366,1.351,1.716,Artificial Intelligence,2012
ARTIFICIAL INTELLIGENCE IN MEDICINE,ARTIF INTELL MED,0933-3657,1.355,1.767,Artificial Intelligence,2012
