Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
COGNITIVE BRAIN RESEARCH,COGNITIVE BRAIN RES,0926-6410,2.884,Not Available,Artificial Intelligence,2001
NEURAL COMPUTATION,NEURAL COMPUT,0899-7667,2.727,Not Available,Artificial Intelligence,2001
IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,IEEE T PATTERN ANAL,0162-8828,2.289,Not Available,Artificial Intelligence,2001
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,IEEE T EVOLUT COMPUT,1089-778X,1.708,Not Available,Artificial Intelligence,2001
JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,J ARTIF INTELL RES,1076-9757,1.681,Not Available,Artificial Intelligence,2001
ARTIFICIAL INTELLIGENCE,ARTIF INTELL,0004-3702,1.679,Not Available,Artificial Intelligence,2001
INTERNATIONAL JOURNAL OF COMPUTER VISION,INT J COMPUT VISION,0920-5691,1.600,Not Available,Artificial Intelligence,2001
IEEE TRANSACTIONS ON FUZZY SYSTEMS,IEEE T FUZZY SYST,1063-6706,1.511,Not Available,Artificial Intelligence,2001
IEEE TRANSACTIONS ON NEURAL NETWORKS,IEEE T NEURAL NETWOR,1045-9227,1.479,Not Available,Artificial Intelligence,2001
MACHINE LEARNING,MACH LEARN,0885-6125,1.476,Not Available,Artificial Intelligence,2001
ARTIFICIAL INTELLIGENCE IN MEDICINE,ARTIF INTELL MED,0933-3657,1.474,Not Available,Artificial Intelligence,2001
NEURAL NETWORKS,NEURAL NETWORKS,0893-6080,1.431,Not Available,Artificial Intelligence,2001
CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,CHEMOMETR INTELL LAB,0169-7439,1.412,Not Available,Artificial Intelligence,2001
DATA MINING AND KNOWLEDGE DISCOVERY,DATA MIN KNOWL DISC,1384-5810,1.407,Not Available,Artificial Intelligence,2001
PATTERN RECOGNITION,PATTERN RECOGN,0031-3203,1.353,Not Available,Artificial Intelligence,2001
NETWORK-COMPUTATION IN NEURAL SYSTEMS,NETWORK-COMP NEURAL,0954-898X,1.333,Not Available,Artificial Intelligence,2001
ARTIFICIAL LIFE,ARTIF LIFE,1064-5462,1.306,Not Available,Artificial Intelligence,2001
AI MAGAZINE,AI MAG,0738-4602,1.286,Not Available,Artificial Intelligence,2001
IEEE INTELLIGENT SYSTEMS,IEEE INTELL SYST,1094-7167,1.118,Not Available,Artificial Intelligence,2001
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,IEEE T KNOWL DATA EN,1041-4347,1.040,Not Available,Artificial Intelligence,2001
CONNECTION SCIENCE,CONNECT SCI,0954-0091,0.964,Not Available,Artificial Intelligence,2001
COMPUTATIONAL INTELLIGENCE,COMPUT INTELL,0824-7935,0.939,Not Available,Artificial Intelligence,2001
IMAGE AND VISION COMPUTING,IMAGE VISION COMPUT,0262-8856,0.893,Not Available,Artificial Intelligence,2001
JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,J INTELL INF SYST,0925-9902,0.886,Not Available,Artificial Intelligence,2001
IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,IEEE T SYST MAN CY B,1083-4419,0.789,Not Available,Artificial Intelligence,2001
JOURNAL OF MATHEMATICAL IMAGING AND VISION,J MATH IMAGING VIS,0924-9907,0.780,Not Available,Artificial Intelligence,2001
AUTONOMOUS ROBOTS,AUTON ROBOT,0929-5593,0.760,Not Available,Artificial Intelligence,2001
KNOWLEDGE ENGINEERING REVIEW,KNOWL ENG REV,0269-8889,0.707,Not Available,Artificial Intelligence,2001
