Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
COMPUTER SPEECH AND LANGUAGE,COMPUT SPEECH LANG,0885-2308,1.812,1.776,Artificial Intelligence,2013
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,IEEE T KNOWL DATA EN,1041-4347,1.815,2.573,Artificial Intelligence,2013
MECHATRONICS,MECHATRONICS,0957-4158,1.823,1.947,Artificial Intelligence,2013
Swarm Intelligence,SWARM INTELL-US,1935-3812,1.833,Not Available,Artificial Intelligence,2013
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,0219-6220,1.890,1.688,Artificial Intelligence,2013
IEEE INTELLIGENT SYSTEMS,IEEE INTELL SYST,1541-1672,1.920,2.344,Artificial Intelligence,2013
ARTIFICIAL LIFE,ARTIF LIFE,1064-5462,1.930,1.800,Artificial Intelligence,2013
ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,ENG APPL ARTIF INTEL,0952-1976,1.962,2.176,Artificial Intelligence,2013
EXPERT SYSTEMS WITH APPLICATIONS,EXPERT SYST APPL,0957-4174,1.965,2.254,Artificial Intelligence,2013
INTERNATIONAL JOURNAL OF APPROXIMATE REASONING,INT J APPROX REASON,0888-613X,1.977,2.072,Artificial Intelligence,2013
NEUROCOMPUTING,NEUROCOMPUTING,0925-2312,2.005,2.102,Artificial Intelligence,2013
DECISION SUPPORT SYSTEMS,DECIS SUPPORT SYST,0167-9236,2.036,2.651,Artificial Intelligence,2013
ADVANCED ENGINEERING INFORMATICS,ADV ENG INFORM,1474-0346,2.068,2.126,Artificial Intelligence,2013
NEURAL NETWORKS,NEURAL NETWORKS,0893-6080,2.076,2.516,Artificial Intelligence,2013
JOURNAL OF MATHEMATICAL IMAGING AND VISION,J MATH IMAGING VIS,0924-9907,2.330,1.841,Artificial Intelligence,2013
CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,CHEMOMETR INTELL LAB,0169-7439,2.381,2.533,Artificial Intelligence,2013
PATTERN RECOGNITION,PATTERN RECOGN,0031-3203,2.584,3.153,Artificial Intelligence,2013
KNOWLEDGE AND INFORMATION SYSTEMS,KNOWL INF SYST,0219-1377,2.639,2.490,Artificial Intelligence,2013
APPLIED SOFT COMPUTING,APPL SOFT COMPUT,1568-4946,2.679,2.970,Artificial Intelligence,2013
IEEE Computational Intelligence Magazine,IEEE COMPUT INTELL M,1556-603X,2.706,3.158,Artificial Intelligence,2013
ARTIFICIAL INTELLIGENCE,ARTIF INTELL,0004-3702,2.709,3.044,Artificial Intelligence,2013
JOURNAL OF MACHINE LEARNING RESEARCH,J MACH LEARN RES,1532-4435,2.853,4.649,Artificial Intelligence,2013
SIAM Journal on Imaging Sciences,SIAM J IMAGING SCI,1936-4954,2.867,6.851,Artificial Intelligence,2013
KNOWLEDGE-BASED SYSTEMS,KNOWL-BASED SYST,0950-7051,3.058,2.920,Artificial Intelligence,2013
IEEE TRANSACTIONS ON IMAGE PROCESSING,IEEE T IMAGE PROCESS,1057-7149,3.111,3.925,Artificial Intelligence,2013
IEEE Transactions on Affective Computing,IEEE T AFFECT COMPUT,1949-3045,3.466,3.871,Artificial Intelligence,2013
Information Fusion,INFORM FUSION,1566-2535,3.472,2.868,Artificial Intelligence,2013
INTERNATIONAL JOURNAL OF COMPUTER VISION,INT J COMPUT VISION,0920-5691,3.533,5.191,Artificial Intelligence,2013
MEDICAL IMAGE ANALYSIS,MED IMAGE ANAL,1361-8415,3.681,4.777,Artificial Intelligence,2013
EVOLUTIONARY COMPUTATION,EVOL COMPUT,1063-6560,3.733,3.561,Artificial Intelligence,2013
IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,IEEE T SYST MAN CY B,1083-4419,3.781,4.657,Artificial Intelligence,2013
IEEE Transactions on Neural Networks and Learning Systems,IEEE T NEUR NET LEAR,2162-237X,4.370,4.308,Artificial Intelligence,2013
INTEGRATED COMPUTER-AIDED ENGINEERING,INTEGR COMPUT-AID E,1069-2509,4.667,2.908,Artificial Intelligence,2013
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,IEEE T EVOLUT COMPUT,1089-778X,5.545,6.986,Artificial Intelligence,2013
IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,IEEE T PATTERN ANAL,0162-8828,5.694,7.015,Artificial Intelligence,2013
International Journal of Neural Systems,INT J NEURAL SYST,0129-0657,6.056,3.654,Artificial Intelligence,2013
IEEE TRANSACTIONS ON FUZZY SYSTEMS,IEEE T FUZZY SYST,1063-6706,6.306,5.797,Artificial Intelligence,2013
ACM Transactions on Intelligent Systems and Technology,ACM T INTEL SYST TEC,2157-6904,9.390,8.504,Artificial Intelligence,2013
IEEE Transactions on Cybernetics,IEEE T CYBERNETICS,2168-2267,Not Available,Not Available,Artificial Intelligence,2013
IEEE Transactions on Human-Machine Systems,IEEE T HUM-MACH SYST,2168-2291,Not Available,Not Available,Artificial Intelligence,2013
