Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
ARTIFICIAL INTELLIGENCE REVIEW,ARTIF INTELL REV,0269-2821,0.057,1.184,Artificial Intelligence,2009
Traitement du Signal,TRAIT SIGNAL,0765-0019,0.121,Not Available,Artificial Intelligence,2009
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,J COMPUT SYS SC INT+,1064-2307,0.168,0.147,Artificial Intelligence,2009
ENGINEERING INTELLIGENT SYSTEMS FOR ELECTRICAL ENGINEERING AND COMMUNICATIONS,ENG INTELL SYST ELEC,1472-8915,0.205,0.198,Artificial Intelligence,2009
International Journal of Computational Intelligence Systems,INT J COMPUT INT SYS,1875-6883,0.312,0.313,Artificial Intelligence,2009
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INT J SOFTW ENG KNOW,0218-1940,0.327,0.425,Artificial Intelligence,2009
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,1542-3980,0.343,0.424,Artificial Intelligence,2009
INTELLIGENT AUTOMATION AND SOFT COMPUTING,INTELL AUTOM SOFT CO,1079-8587,0.349,0.301,Artificial Intelligence,2009
International Journal on Artificial Intelligence Tools,INT J ARTIF INTELL T,0218-2130,0.436,Not Available,Artificial Intelligence,2009
COMPUTING AND INFORMATICS,COMPUT INFORM,1335-9150,0.456,0.470,Artificial Intelligence,2009
Neural Network World,NEURAL NETW WORLD,1210-0552,0.475,Not Available,Artificial Intelligence,2009
Information Technology and Control,INF TECHNOL CONTROL,1392-124X,0.495,Not Available,Artificial Intelligence,2009
Advances in Electrical and Computer Engineering,ADV ELECTR COMPUT EN,1582-7445,0.509,Not Available,Artificial Intelligence,2009
INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,INT J PATTERN RECOGN,0218-0014,0.512,0.818,Artificial Intelligence,2009
JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,J EXP THEOR ARTIF IN,0952-813X,0.533,0.761,Artificial Intelligence,2009
Cognitive Systems Research,COGN SYST RES,1389-0417,0.571,Not Available,Artificial Intelligence,2009
APPLIED ARTIFICIAL INTELLIGENCE,APPL ARTIF INTELL,0883-9514,0.580,0.965,Artificial Intelligence,2009
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,AI EDAM,0890-0604,0.636,1.143,Artificial Intelligence,2009
International Journal of Applied Mathematics and Computer Science,INT J AP MAT COM-POL,1641-876X,0.684,Not Available,Artificial Intelligence,2009
JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,J INTELL FUZZY SYST,1064-1246,0.740,0.707,Artificial Intelligence,2009
AI COMMUNICATIONS,AI COMMUN,0921-7126,0.755,0.881,Artificial Intelligence,2009
MINDS AND MACHINES,MIND MACH,0924-6495,0.783,0.779,Artificial Intelligence,2009
CONNECTION SCIENCE,CONNECT SCI,0954-0091,0.806,1.224,Artificial Intelligence,2009
NEURAL COMPUTING & APPLICATIONS,NEURAL COMPUT APPL,0941-0643,0.812,1.088,Artificial Intelligence,2009
JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,J INTELL ROBOT SYST,0921-0296,0.858,0.801,Artificial Intelligence,2009
