Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
ACM TRANSACTIONS ON INFORMATION SYSTEMS,ACM T INFORM SYST,1046-8188,5.059,Not Available,Information Systems,2006
MIS QUARTERLY,MIS QUART,0276-7783,4.731,Not Available,Information Systems,2006
JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,J AM MED INFORM ASSN,1067-5027,3.979,Not Available,Information Systems,2006
Journal of Chemical Information and Modeling,J CHEM INF MODEL,1549-9596,3.423,Not Available,Information Systems,2006
VLDB JOURNAL,VLDB J,1066-8888,3.289,Not Available,Information Systems,2006
JOURNAL OF THE ACM,J ACM,0004-5411,2.917,Not Available,Information Systems,2006
IEEE WIRELESS COMMUNICATIONS,IEEE WIREL COMMUN,1536-1284,2.577,Not Available,Information Systems,2006
IEEE TRANSACTIONS ON MOBILE COMPUTING,IEEE T MOBILE COMPUT,1536-1233,2.550,Not Available,Information Systems,2006
DATA MINING AND KNOWLEDGE DISCOVERY,DATA MIN KNOWL DISC,1384-5810,2.295,Not Available,Information Systems,2006
IEEE NETWORK,IEEE NETWORK,0890-8044,2.211,Not Available,Information Systems,2006
ACM TRANSACTIONS ON DATABASE SYSTEMS,ACM T DATABASE SYST,0362-5915,2.143,Not Available,Information Systems,2006
INFORMATION & MANAGEMENT,INFORM MANAGE-AMSTER,0378-7206,2.119,Not Available,Information Systems,2006
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,IEEE T KNOWL DATA EN,1041-4347,2.063,Not Available,Information Systems,2006
IEEE PERVASIVE COMPUTING,IEEE PERVAS COMPUT,1536-1268,2.062,Not Available,Information Systems,2006
IEEE TRANSACTIONS ON INFORMATION THEORY,IEEE T INFORM THEORY,0018-9448,1.938,Not Available,Information Systems,2006
INFORMATION SYSTEMS,INFORM SYST,0306-4379,1.887,Not Available,Information Systems,2006
JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,J MANAGE INFORM SYST,0742-1222,1.818,Not Available,Information Systems,2006
IEEE Transactions on Dependable and Secure Computing,IEEE T DEPEND SECURE,1545-5971,1.762,Not Available,Information Systems,2006
INFORMATION RETRIEVAL,INFORM RETRIEVAL,1386-4564,1.744,Not Available,Information Systems,2006
INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,INT J MED INFORM,1386-5056,1.726,Not Available,Information Systems,2006
METHODS OF INFORMATION IN MEDICINE,METHOD INFORM MED,0026-1270,1.684,Not Available,Information Systems,2006
JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY,J AM SOC INF SCI TEC,1532-2882,1.555,Not Available,Information Systems,2006
INFORMATION PROCESSING & MANAGEMENT,INFORM PROCESS MANAG,0306-4573,1.546,Not Available,Information Systems,2006
IEEE TRANSACTIONS ON INFORMATION TECHNOLOGY IN BIOMEDICINE,IEEE T INF TECHNOL B,1089-7771,1.542,Not Available,Information Systems,2006
JOURNAL OF DATABASE MANAGEMENT,J DATABASE MANAGE,1063-8016,1.525,Not Available,Information Systems,2006
IEEE TRANSACTIONS ON MULTIMEDIA,IEEE T MULTIMEDIA,1520-9210,1.511,Not Available,Information Systems,2006
SIGMOD RECORD,SIGMOD REC,0163-5808,1.455,Not Available,Information Systems,2006
ANNUAL REVIEW OF INFORMATION SCIENCE AND TECHNOLOGY,ANNU REV INFORM SCI,0066-4200,1.385,Not Available,Information Systems,2006
DATA & KNOWLEDGE ENGINEERING,DATA KNOWL ENG,0169-023X,1.367,Not Available,Information Systems,2006
INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,INT J GEOGR INF SCI,1365-8816,1.360,Not Available,Information Systems,2006
