Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
EUROPEAN JOURNAL OF INFORMATION SYSTEMS,EUR J INFORM SYST,0960-085X,1.200,1.534,Information Systems,2009
Computer Networks,COMPUT NETW,1389-1286,1.201,1.610,Information Systems,2009
GEOINFORMATICA,GEOINFORMATICA,1384-6175,1.225,1.396,Information Systems,2009
ACM TRANSACTIONS ON DATABASE SYSTEMS,ACM T DATABASE SYST,0362-5915,1.245,3.290,Information Systems,2009
IBM SYSTEMS JOURNAL,IBM SYST J,0018-8670,1.289,1.975,Information Systems,2009
Ad Hoc Networks,AD HOC NETW,1570-8705,1.293,Not Available,Information Systems,2009
INFORMATION SYSTEMS FRONTIERS,INFORM SYST FRONT,1387-3326,1.309,1.298,Information Systems,2009
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,0219-6220,1.312,1.379,Information Systems,2009
JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,J VIS COMMUN IMAGE R,1047-3203,1.326,1.389,Information Systems,2009
Journal of Network and Systems Management,J NETW SYST MANAG,1064-7570,1.356,Not Available,Information Systems,2009
ACM Transactions on Autonomous and Adaptive Systems,ACM T AUTON ADAP SYS,1556-4665,1.364,2.707,Information Systems,2009
COMPUTER JOURNAL,COMPUT J,0010-4620,1.394,1.194,Information Systems,2009
ONLINE INFORMATION REVIEW,ONLINE INFORM REV,1468-4527,1.423,1.111,Information Systems,2009
COMPUTERS & SECURITY,COMPUT SECUR,0167-4048,1.488,1.718,Information Systems,2009
Journal of Optical Networking,J OPT NETW,1536-5379,1.489,Not Available,Information Systems,2009
INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,INT J GEOGR INF SCI,1365-8816,1.533,2.303,Information Systems,2009
Personal and Ubiquitous Computing,PERS UBIQUIT COMPUT,1617-4909,1.554,Not Available,Information Systems,2009
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,1.661,2.020,Information Systems,2009
ACM TRANSACTIONS ON INFORMATION SYSTEMS,ACM T INFORM SYST,1046-8188,1.667,5.774,Information Systems,2009
International Journal of Information Security,INT J INF SECUR,1615-5262,1.681,Not Available,Information Systems,2009
METHODS OF INFORMATION IN MEDICINE,METHOD INFORM MED,0026-1270,1.690,1.526,Information Systems,2009
IEEE TRANSACTIONS ON INFORMATION TECHNOLOGY IN BIOMEDICINE,IEEE T INF TECHNOL B,1089-7771,1.694,2.268,Information Systems,2009
JOURNAL OF INFORMATION SCIENCE,J INF SCI,0165-5515,1.706,1.996,Information Systems,2009
DATA & KNOWLEDGE ENGINEERING,DATA KNOWL ENG,0169-023X,1.745,2.036,Information Systems,2009
WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,WORLD WIDE WEB,1386-145X,1.763,1.564,Information Systems,2009
INFORMATION PROCESSING & MANAGEMENT,INFORM PROCESS MANAG,0306-4573,1.783,2.106,Information Systems,2009
INFORMATION AND SOFTWARE TECHNOLOGY,INFORM SOFTWARE TECH,0950-5849,1.821,1.426,Information Systems,2009
IEEE TRANSACTIONS ON MULTIMEDIA,IEEE T MULTIMEDIA,1520-9210,1.822,2.372,Information Systems,2009
INFORMATION RETRIEVAL,INFORM RETRIEVAL,1386-4564,1.841,1.752,Information Systems,2009
ACM Transactions on Sensor Networks,ACM T SENSOR NETWORK,1550-4859,1.938,Not Available,Information Systems,2009
INFORMATION SYSTEMS,INFORM SYST,0306-4379,1.966,2.302,Information Systems,2009
JOURNAL OF DATABASE MANAGEMENT,J DATABASE MANAGE,1063-8016,2.000,2.053,Information Systems,2009
JOURNAL OF INFORMATION TECHNOLOGY,J INF TECHNOL,0268-3962,2.049,2.664,Information Systems,2009
ACM Transactions on Internet Technology,ACM T INTERNET TECHN,1533-5399,2.077,Not Available,Information Systems,2009
IEEE Transactions on Dependable and Secure Computing,IEEE T DEPEND SECURE,1545-5971,2.093,3.649,Information Systems,2009
JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,J MANAGE INFORM SYST,0742-1222,2.098,3.215,Information Systems,2009
IEEE NETWORK,IEEE NETWORK,0890-8044,2.148,3.529,Information Systems,2009
KNOWLEDGE AND INFORMATION SYSTEMS,KNOWL INF SYST,0219-1377,2.211,2.302,Information Systems,2009
JOURNAL OF STRATEGIC INFORMATION SYSTEMS,J STRATEGIC INF SYST,0963-8687,2.212,2.531,Information Systems,2009
Journal of the Association for Information Systems,J ASSOC INF SYST,1536-9323,2.246,Not Available,Information Systems,2009
INFORMATION & MANAGEMENT,INFORM MANAGE-AMSTER,0378-7206,2.282,4.297,Information Systems,2009
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,IEEE T KNOWL DATA EN,1041-4347,2.285,3.691,Information Systems,2009
JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY,J AM SOC INF SCI TEC,1532-2882,2.300,2.480,Information Systems,2009
International Journal on Semantic Web and Information Systems,INT J SEMANT WEB INF,1552-6283,2.345,Not Available,Information Systems,2009
IEEE TRANSACTIONS ON INFORMATION THEORY,IEEE T INFORM THEORY,0018-9448,2.357,3.936,Information Systems,2009
IEEE WIRELESS COMMUNICATIONS,IEEE WIREL COMMUN,1536-1284,2.394,4.534,Information Systems,2009
DECISION SUPPORT SYSTEMS,DECIS SUPPORT SYST,0167-9236,2.622,2.842,Information Systems,2009
IEEE TRANSACTIONS ON MOBILE COMPUTING,IEEE T MOBILE COMPUT,1536-1233,2.647,3.956,Information Systems,2009
JOURNAL OF THE ACM,J ACM,0004-5411,2.717,4.200,Information Systems,2009
Enterprise Information Systems,ENTERP INFORM SYST,1751-7575,2.809,3.085,Information Systems,2009
ACM Transactions on the Web,ACM T WEB,1559-1131,2.812,2.813,Information Systems,2009
ANNUAL REVIEW OF INFORMATION SCIENCE AND TECHNOLOGY,ANNU REV INFORM SCI,0066-4200,2.929,3.030,Information Systems,2009
DATA MINING AND KNOWLEDGE DISCOVERY,DATA MIN KNOWL DISC,1384-5810,2.950,4.432,Information Systems,2009
IEEE PERVASIVE COMPUTING,IEEE PERVAS COMPUT,1536-1268,3.079,4.395,Information Systems,2009
INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,INT J MED INFORM,1386-5056,3.126,3.061,Information Systems,2009
INFORMATION SCIENCES,INFORM SCIENCES,0020-0255,3.291,3.089,Information Systems,2009
Journal of Web Semantics,J WEB SEMANT,1570-8268,3.412,Not Available,Information Systems,2009
Journal of Chemical Information and Modeling,J CHEM INF MODEL,1549-9596,3.882,3.631,Information Systems,2009
JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,J AM MED INFORM ASSN,1067-5027,3.974,5.199,Information Systems,2009
MIS QUARTERLY,MIS QUART,0276-7783,4.485,9.208,Information Systems,2009
VLDB JOURNAL,VLDB J,1066-8888,4.517,6.987,Information Systems,2009
Business & Information Systems Engineering,BUS INFORM SYST ENG+,1867-0202,Not Available,Not Available,Information Systems,2009
Journal of Optical Communications and Networking,J OPT COMMUN NETW,1943-0620,Not Available,Not Available,Information Systems,2009
