Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
PROGRAM-ELECTRONIC LIBRARY AND INFORMATION SYSTEMS,PROGRAM-ELECTRON LIB,0033-0337,0.393,Not Available,Information Systems,1997
INTERNET RESEARCH-ELECTRONIC NETWORKING APPLICATIONS AND POLICY,INTERNET RES,1066-2243,0.356,Not Available,Information Systems,1997
JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,J VIS COMMUN IMAGE R,1047-3203,0.344,Not Available,Information Systems,1997
DATA BASE FOR ADVANCES IN INFORMATION SYSTEMS,DATA BASE ADV INF SY,0095-0033,0.333,Not Available,Information Systems,1997
COMPUTER NETWORKS AND ISDN SYSTEMS,COMPUT NETWORKS ISDN,0169-7552,0.329,Not Available,Information Systems,1997
LIBRARY SOFTWARE REVIEW,LIBR SOFTWARE REV,0742-5759,0.286,Not Available,Information Systems,1997
ACTA INFORMATICA,ACTA INFORM,0001-5903,0.275,Not Available,Information Systems,1997
INFORMATION AND SOFTWARE TECHNOLOGY,INFORM SOFTWARE TECH,0950-5849,0.275,Not Available,Information Systems,1997
WIRTSCHAFTSINFORMATIK,WIRTSCHAFTSINF,0937-6429,0.270,Not Available,Information Systems,1997
RAIRO-INFORMATIQUE THEORIQUE ET APPLICATIONS-THEORETICAL INFORMATICS AND APPLICATIONS,RAIRO-INF THEOR APPL,0988-3754,0.268,Not Available,Information Systems,1997
JOURNAL OF VLSI SIGNAL PROCESSING,J VLSI SIGNAL PROC,0922-5773,0.265,Not Available,Information Systems,1997
DECISION SUPPORT SYSTEMS,DECIS SUPPORT SYST,0167-9236,0.264,Not Available,Information Systems,1997
COMPUTER JOURNAL,COMPUT J,0010-4620,0.250,Not Available,Information Systems,1997
INFORMATION PROCESSING LETTERS,INFORM PROCESS LETT,0020-0190,0.249,Not Available,Information Systems,1997
INTERNATIONAL JOURNAL OF COOPERATIVE INFORMATION SYSTEMS,INT J COOP INF SYST,0218-8430,0.242,Not Available,Information Systems,1997
ASLIB PROCEEDINGS,ASLIB PROC,0001-253X,0.206,Not Available,Information Systems,1997
INFORMATION TECHNOLOGY AND LIBRARIES,INFORM TECHNOL LIBR,0730-9295,0.193,Not Available,Information Systems,1997
IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES,IEICE T FUND ELECTR,0916-8508,0.189,Not Available,Information Systems,1997
COMPUTER COMMUNICATIONS,COMPUT COMMUN,0140-3664,0.182,Not Available,Information Systems,1997
INFORMATION SCIENCES,INFORM SCIENCES,0020-0255,0.174,Not Available,Information Systems,1997
INFORMATION SCIENCES-APPLICATIONS,INFORM SCI-APPL,1069-0115,0.158,Not Available,Information Systems,1997
ONLINE & CDROM REVIEW,ONLINE CDROM REV,1353-2642,0.147,Not Available,Information Systems,1997
COMPUTERS & SECURITY,COMPUT SECUR,0167-4048,0.075,Not Available,Information Systems,1997
IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,IEICE T INF SYST,0916-8532,0.003,Not Available,Information Systems,1997
DATA & KNOWLEDGE ENGINEERING,DATA KNOWL ENG,0169-023X,0.000,Not Available,Information Systems,1997
PROCEEDINGS OF THE ASIS ANNUAL MEETING,P ASIS ANNU MEET,0044-7870,0.000,Not Available,Information Systems,1997
INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,INT J MED INFORM,1386-5056,Not Available,Not Available,Information Systems,1997
