Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
RAIRO-THEORETICAL INFORMATICS AND APPLICATIONS,RAIRO-THEOR INF APPL,0988-3754,0.179,0.238,Information Systems,2013
IEEE Latin America Transactions,IEEE LAT AM T,1548-0992,0.186,Not Available,Information Systems,2013
IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,IEICE T INF SYST,1745-1361,0.191,0.210,Information Systems,2013
IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES,IEICE T FUND ELECTR,1745-1337,0.226,0.229,Information Systems,2013
INTERNATIONAL JOURNAL OF COOPERATIVE INFORMATION SYSTEMS,INT J COOP INF SYST,0218-8430,0.231,0.694,Information Systems,2013
New Review of Hypermedia and Multimedia,NEW REV HYPERMEDIA M,1361-4568,0.296,0.410,Information Systems,2013
JOURNAL OF INFORMATION SCIENCE AND ENGINEERING,J INF SCI ENG,1016-2364,0.333,0.387,Information Systems,2013
KSII Transactions on Internet and Information Systems,KSII T INTERNET INF,1976-7277,0.345,0.387,Information Systems,2013
International Arab Journal of Information Technology,INT ARAB J INF TECHN,1683-3198,0.366,0.467,Information Systems,2013
Journal of Zhejiang University-SCIENCE C-Computers & Electronics,J ZHEJIANG U-SCI C,1869-1951,0.380,0.399,Information Systems,2013
BELL LABS TECHNICAL JOURNAL,BELL LABS TECH J,1089-7089,0.385,0.726,Information Systems,2013
International Journal on Semantic Web and Information Systems,INT J SEMANT WEB INF,1552-6283,0.393,2.029,Information Systems,2013
ACTA INFORMATICA,ACTA INFORM,0001-5903,0.405,0.398,Information Systems,2013
Frontiers of Computer Science,FRONT COMPUT SCI-CHI,2095-2228,0.405,Not Available,Information Systems,2013
INFOR,INFOR,0315-5986,0.410,0.465,Information Systems,2013
Journal of Organizational and End User Computing,J ORGAN END USER COM,1546-2234,0.417,Not Available,Information Systems,2013
Journal of Internet Technology,J INTERNET TECHNOL,1607-9264,0.418,0.321,Information Systems,2013
International Journal of Critical Infrastructure Protection,INT J CRIT INFR PROT,1874-5482,0.429,0.652,Information Systems,2013
Security and Communication Networks,SECUR COMMUN NETW,1939-0114,0.433,0.468,Information Systems,2013
Journal of Network and Systems Management,J NETW SYST MANAG,1064-7570,0.438,0.761,Information Systems,2013
MULTIMEDIA SYSTEMS,MULTIMEDIA SYST,0942-4962,0.443,0.864,Information Systems,2013
Peer-to-Peer Networking and Applications,PEER PEER NETW APPL,1936-6442,0.456,0.607,Information Systems,2013
International Journal of Web Services Research,INT J WEB SERV RES,1545-7362,0.469,0.588,Information Systems,2013
JOURNAL OF ORGANIZATIONAL COMPUTING AND ELECTRONIC COMMERCE,J ORG COMP ELECT COM,1091-9392,0.471,0.563,Information Systems,2013
