Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
Electronic Commerce Research and Applications,ELECTRON COMMER R A,1567-4223,1.482,2.340,Information Systems,2014
Journal of Grid Computing,J GRID COMPUT,1570-7873,1.507,1.585,Information Systems,2014
Cluster Computing-The Journal of Networks Software Tools and Applications,CLUSTER COMPUT,1386-7857,1.510,1.353,Information Systems,2014
Personal and Ubiquitous Computing,PERS UBIQUIT COMPUT,1617-4909,1.518,1.577,Information Systems,2014
Ad Hoc Networks,AD HOC NETW,1570-8705,1.530,2.109,Information Systems,2014
IEEE PERVASIVE COMPUTING,IEEE PERVAS COMPUT,1536-1268,1.545,2.698,Information Systems,2014
VLDB JOURNAL,VLDB J,1066-8888,1.568,2.300,Information Systems,2014
Digital Investigation,DIGIT INVEST,1742-2876,1.648,1.318,Information Systems,2014
INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,INT J GEOGR INF SCI,1365-8816,1.655,2.212,Information Systems,2014
Internet Research,INTERNET RES,1066-2243,1.661,2.164,Information Systems,2014
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,1.694,1.467,Information Systems,2014
COMPUTER COMMUNICATIONS,COMPUT COMMUN,0140-3664,1.695,1.625,Information Systems,2014
Business & Information Systems Engineering,BUS INFORM SYST ENG+,1867-0202,1.744,1.855,Information Systems,2014
Journal of the Association for Information Systems,J ASSOC INF SYST,1536-9323,1.774,2.684,Information Systems,2014
KNOWLEDGE AND INFORMATION SYSTEMS,KNOWL INF SYST,0219-1377,1.782,2.016,Information Systems,2014
JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY,J AM SOC INF SCI TEC,1532-2882,1.846,2.302,Information Systems,2014
JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY,J AM SOC INF SCI TEC,1532-2882,1.846,2.302,Information Systems,2014
Foundations and Trends in Information Retrieval,FOUND TRENDS INF RET,1554-0669,1.857,Not Available,Information Systems,2014
INFORMATION & MANAGEMENT,INFORM MANAGE-AMSTER,0378-7206,1.865,3.105,Information Systems,2014
IEEE Systems Journal,IEEE SYST J,1932-8184,1.980,1.899,Information Systems,2014
DATA MINING AND KNOWLEDGE DISCOVERY,DATA MIN KNOWL DISC,1384-5810,1.987,2.767,Information Systems,2014
INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,INT J MED INFORM,1386-5056,2.004,2.610,Information Systems,2014
JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,J MANAGE INFORM SYST,0742-1222,2.062,3.071,Information Systems,2014
Journal of Optical Communications and Networking,J OPT COMMUN NETW,1943-0620,2.064,1.783,Information Systems,2014
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,IEEE T KNOWL DATA EN,1041-4347,2.067,2.873,Information Systems,2014
Pervasive and Mobile Computing,PERVASIVE MOB COMPUT,1574-1192,2.079,2.325,Information Systems,2014
EUROPEAN JOURNAL OF INFORMATION SYSTEMS,EUR J INFORM SYST,0960-085X,2.213,2.445,Information Systems,2014
METHODS OF INFORMATION IN MEDICINE,METHOD INFORM MED,0026-1270,2.248,1.744,Information Systems,2014
IEEE TRANSACTIONS ON MULTIMEDIA,IEEE T MULTIMEDIA,1520-9210,2.303,2.467,Information Systems,2014
DECISION SUPPORT SYSTEMS,DECIS SUPPORT SYST,0167-9236,2.313,2.933,Information Systems,2014
IEEE TRANSACTIONS ON INFORMATION THEORY,IEEE T INFORM THEORY,0018-9448,2.326,3.002,Information Systems,2014
IEEE TRANSACTIONS ON INFORMATION TECHNOLOGY IN BIOMEDICINE,IEEE T INF TECHNOL B,1089-7771,2.493,2.873,Information Systems,2014
IEEE NETWORK,IEEE NETWORK,0890-8044,2.540,3.234,Information Systems,2014
IEEE TRANSACTIONS ON MOBILE COMPUTING,IEEE T MOBILE COMPUT,1536-1233,2.543,3.011,Information Systems,2014
Journal of Web Semantics,J WEB SEMANT,1570-8268,2.550,2.464,Information Systems,2014
JOURNAL OF STRATEGIC INFORMATION SYSTEMS,J STRATEGIC INF SYST,0963-8687,2.692,3.388,Information Systems,2014
IEEE Transactions on Services Computing,IEEE T SERV COMPUT,1939-1374,3.049,3.181,Information Systems,2014
JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,J AM MED INFORM ASSN,1067-5027,3.504,3.866,Information Systems,2014
Journal of Chemical Information and Modeling,J CHEM INF MODEL,1549-9596,3.738,3.916,Information Systems,2014
INFORMATION SCIENCES,INFORM SCIENCES,0020-0255,4.038,4.221,Information Systems,2014
JOURNAL OF INFORMATION TECHNOLOGY,J INF TECHNOL,0268-3962,4.525,5.348,Information Systems,2014
Journal of Cheminformatics,J CHEMINFORMATICS,1758-2946,4.547,4.935,Information Systems,2014
MIS QUARTERLY,MIS QUART,0276-7783,5.311,8.490,Information Systems,2014
IEEE WIRELESS COMMUNICATIONS,IEEE WIREL COMMUN,1536-1284,5.417,5.381,Information Systems,2014
IEEE Communications Surveys and Tutorials,IEEE COMMUN SURV TUT,1553-877X,6.806,8.615,Information Systems,2014
Aslib Journal of Information Management,ASLIB J INFORM MANAG,2050-3806,Not Available,Not Available,Information Systems,2014
Journal of the Association for Information Science and Technology,J ASSOC INF SCI TECH,2330-1635,Not Available,Not Available,Information Systems,2014
