Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
INFORMATION TECHNOLOGY AND LIBRARIES,INFORM TECHNOL LIBR,0730-9295,0.075,0.216,Information Systems,2014
INFOR,INFOR,0315-5986,0.171,0.496,Information Systems,2014
JOURNAL OF DATABASE MANAGEMENT,J DATABASE MANAGE,1063-8016,0.179,0.447,Information Systems,2014
IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,IEICE T INF SYST,1745-1361,0.213,0.220,Information Systems,2014
IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES,IEICE T FUND ELECTR,1745-1337,0.231,0.211,Information Systems,2014
International Journal of Network Management,INT J NETW MANAG,1055-7148,0.283,0.471,Information Systems,2014
IEEE Latin America Transactions,IEEE LAT AM T,1548-0992,0.326,0.322,Information Systems,2014
RAIRO-THEORETICAL INFORMATICS AND APPLICATIONS,RAIRO-THEOR INF APPL,0988-3754,0.327,0.396,Information Systems,2014
JOURNAL OF INFORMATION SCIENCE AND ENGINEERING,J INF SCI ENG,1016-2364,0.414,0.419,Information Systems,2014
Journal of Zhejiang University-SCIENCE C-Computers & Electronics,J ZHEJIANG U-SCI C,1869-1951,0.415,0.447,Information Systems,2014
Frontiers of Computer Science,FRONT COMPUT SCI-CHI,2095-2228,0.434,0.464,Information Systems,2014
Ad Hoc & Sensor Wireless Networks,AD HOC SENS WIREL NE,1551-9899,0.435,0.513,Information Systems,2014
Journal of Internet Technology,J INTERNET TECHNOL,1607-9264,0.438,0.356,Information Systems,2014
Journal of Organizational and End User Computing,J ORGAN END USER COM,1546-2234,0.455,Not Available,Information Systems,2014
INTERNATIONAL JOURNAL OF COOPERATIVE INFORMATION SYSTEMS,INT J COOP INF SYST,0218-8430,0.471,0.538,Information Systems,2014
Computer Science and Information Systems,COMPUT SCI INF SYST,1820-0214,0.477,0.547,Information Systems,2014
ACTA INFORMATICA,ACTA INFORM,0001-5903,0.500,0.442,Information Systems,2014
INFORMATION PROCESSING LETTERS,INFORM PROCESS LETT,0020-0190,0.546,0.642,Information Systems,2014
International Journal of Ad Hoc and Ubiquitous Computing,INT J AD HOC UBIQ CO,1743-8225,0.554,0.562,Information Systems,2014
KSII Transactions on Internet and Information Systems,KSII T INTERNET INF,1976-7277,0.561,0.514,Information Systems,2014
International Journal of Web Services Research,INT J WEB SERV RES,1545-7362,0.562,0.494,Information Systems,2014
BELL LABS TECHNICAL JOURNAL,BELL LABS TECH J,1089-7089,0.580,0.631,Information Systems,2014
INFORMATION SYSTEMS MANAGEMENT,INFORM SYST MANAGE,1058-0530,0.580,0.891,Information Systems,2014
International Arab Journal of Information Technology,INT ARAB J INF TECHN,1683-3198,0.582,0.470,Information Systems,2014
New Review of Hypermedia and Multimedia,NEW REV HYPERMEDIA M,1361-4568,0.586,0.765,Information Systems,2014
Journal of Signal Processing Systems for Signal Image and Video Technology,J SIGNAL PROCESS SYS,1939-8018,0.600,0.675,Information Systems,2014
Applied Ontology,APPL ONTOL,1570-5838,0.615,1.131,Information Systems,2014
MULTIMEDIA SYSTEMS,MULTIMEDIA SYST,0942-4962,0.619,0.832,Information Systems,2014
Information Technology and Control,INF TECHNOL CONTROL,1392-124X,0.623,0.497,Information Systems,2014
Peer-to-Peer Networking and Applications,PEER PEER NETW APPL,1936-6442,0.632,0.534,Information Systems,2014
PROGRAM-ELECTRONIC LIBRARY AND INFORMATION SYSTEMS,PROGRAM-ELECTRON LIB,0033-0337,0.651,0.715,Information Systems,2014
International Journal of Distributed Sensor Networks,INT J DISTRIB SENS N,1550-1329,0.665,0.601,Information Systems,2014
ASLIB PROCEEDINGS,ASLIB PROC,0001-253X,0.676,0.807,Information Systems,2014
ASLIB PROCEEDINGS,ASLIB PROC,0001-253X,0.676,0.807,Information Systems,2014
ACM TRANSACTIONS ON DATABASE SYSTEMS,ACM T DATABASE SYST,0362-5915,0.684,1.381,Information Systems,2014
OPEN SYSTEMS & INFORMATION DYNAMICS,OPEN SYST INF DYN,1230-1612,0.685,0.699,Information Systems,2014
IBM JOURNAL OF RESEARCH AND DEVELOPMENT,IBM J RES DEV,0018-8646,0.688,0.837,Information Systems,2014
ACM Transactions on Information and System Security,ACM T INFORM SYST SE,1094-9224,0.690,1.486,Information Systems,2014
Security and Communication Networks,SECUR COMMUN NETW,1939-0114,0.720,0.632,Information Systems,2014
JOURNAL OF COMPUTER INFORMATION SYSTEMS,J COMPUT INFORM SYST,0887-4417,0.722,1.118,Information Systems,2014
IEEE SECURITY & PRIVACY,IEEE SECUR PRIV,1540-7993,0.731,1.192,Information Systems,2014
GEOINFORMATICA,GEOINFORMATICA,1384-6175,0.745,1.222,Information Systems,2014
International Journal of Computers Communications & Control,INT J COMPUT COMMUN,1841-9836,0.746,0.739,Information Systems,2014
IET Information Security,IET INFORM SECUR,1751-8709,0.753,0.942,Information Systems,2014
International Journal of Web and Grid Services,INT J WEB GRID SERV,1741-1106,0.757,0.957,Information Systems,2014
ACM Transactions on Internet Technology,ACM T INTERNET TECHN,1533-5399,0.769,1.167,Information Systems,2014
COMPUTER JOURNAL,COMPUT J,0010-4620,0.787,0.962,Information Systems,2014
PHOTONIC NETWORK COMMUNICATIONS,PHOTONIC NETW COMMUN,1387-974X,0.793,0.419,Information Systems,2014
Journal of Network and Systems Management,J NETW SYST MANAG,1064-7570,0.796,0.728,Information Systems,2014
IT Professional,IT PROF,1520-9202,0.819,Not Available,Information Systems,2014
Science China-Information Sciences,SCI CHINA INFORM SCI,1674-733X,0.850,0.867,Information Systems,2014
WIRELESS COMMUNICATIONS & MOBILE COMPUTING,WIREL COMMUN MOB COM,1530-8669,0.858,1.127,Information Systems,2014
INFORMATICA,INFORMATICA-LITHUAN,0868-4952,0.873,0.852,Information Systems,2014
JOURNAL OF ORGANIZATIONAL COMPUTING AND ELECTRONIC COMMERCE,J ORG COMP ELECT COM,1091-9392,0.879,0.855,Information Systems,2014
REQUIREMENTS ENGINEERING,REQUIR ENG,0947-3602,0.882,1.471,Information Systems,2014
JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,J INTELL INF SYST,0925-9902,0.886,0.774,Information Systems,2014
International Journal on Semantic Web and Information Systems,INT J SEMANT WEB INF,1552-6283,0.903,3.000,Information Systems,2014
INFORMATION RETRIEVAL,INFORM RETRIEVAL,1386-4564,0.917,1.220,Information Systems,2014
ONLINE INFORMATION REVIEW,ONLINE INFORM REV,1468-4527,0.918,1.223,Information Systems,2014
International Journal of Sensor Networks,INT J SENS NETW,1748-1279,0.920,1.053,Information Systems,2014
ACM Transactions on Autonomous and Adaptive Systems,ACM T AUTON ADAP SYS,1556-4665,0.922,1.307,Information Systems,2014
ACM Transactions on Knowledge Discovery from Data,ACM T KNOWL DISCOV D,1556-4681,0.930,2.583,Information Systems,2014
Mobile Information Systems,MOB INF SYST,1574-017X,0.949,0.702,Information Systems,2014
WIRELESS NETWORKS,WIREL NETW,1022-0038,0.961,1.068,Information Systems,2014
International Journal of Information Security,INT J INF SECUR,1615-5262,0.963,0.919,Information Systems,2014
ACM Transactions on Multimedia Computing Communications and Applications,ACM T MULTIM COMPUT,1551-6857,0.971,1.289,Information Systems,2014
International Journal of Critical Infrastructure Protection,INT J CRIT INFR PROT,1874-5482,1.000,1.392,Information Systems,2014
JOURNAL OF COMMUNICATIONS AND NETWORKS,J COMMUN NETW-S KOR,1229-2370,1.007,0.779,Information Systems,2014
ACM TRANSACTIONS ON INFORMATION SYSTEMS,ACM T INFORM SYST,1046-8188,1.021,1.439,Information Systems,2014
COMPUTERS & SECURITY,COMPUT SECUR,0167-4048,1.031,1.386,Information Systems,2014
MOBILE NETWORKS & APPLICATIONS,MOBILE NETW APPL,1383-469X,1.045,1.403,Information Systems,2014
INFORMATION AND SOFTWARE TECHNOLOGY,INFORM SOFTWARE TECH,0950-5849,1.046,1.612,Information Systems,2014
SIGMOD RECORD,SIGMOD REC,0163-5808,1.054,1.298,Information Systems,2014
Journal of Ambient Intelligence and Smart Environments,J AMB INTEL SMART EN,1876-1364,1.063,1.319,Information Systems,2014
Optical Switching and Networking,OPT SWITCH NETW,1573-4277,1.071,0.945,Information Systems,2014
INFORMATION SYSTEMS FRONTIERS,INFORM SYST FRONT,1387-3326,1.077,1.184,Information Systems,2014
ACM Transactions on Computer-Human Interaction,ACM T COMPUT-HUM INT,1073-0516,1.079,1.516,Information Systems,2014
DATA & KNOWLEDGE ENGINEERING,DATA KNOWL ENG,0169-023X,1.115,1.594,Information Systems,2014
ACM SIGCOMM Computer Communication Review,ACM SIGCOMM COMP COM,0146-4833,1.116,2.147,Information Systems,2014
DISTRIBUTED AND PARALLEL DATABASES,DISTRIB PARALLEL DAT,0926-8782,1.156,0.927,Information Systems,2014
JOURNAL OF INFORMATION SCIENCE,J INF SCI,0165-5515,1.158,1.514,Information Systems,2014
JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,J VIS COMMUN IMAGE R,1047-3203,1.218,1.420,Information Systems,2014
ACM Transactions on Intelligent Systems and Technology,ACM T INTEL SYST TEC,2157-6904,1.252,7.525,Information Systems,2014
ACM Transactions on the Web,ACM T WEB,1559-1131,1.255,2.367,Information Systems,2014
Computer Networks,COMPUT NETW,1389-1286,1.256,1.714,Information Systems,2014
INFORMATION PROCESSING & MANAGEMENT,INFORM PROCESS MANAG,0306-4573,1.265,1.469,Information Systems,2014
MULTIMEDIA TOOLS AND APPLICATIONS,MULTIMED TOOLS APPL,1380-7501,1.346,1.374,Information Systems,2014
IEEE Transactions on Dependable and Secure Computing,IEEE T DEPEND SECURE,1545-5971,1.351,1.652,Information Systems,2014
ACM Transactions on Sensor Networks,ACM T SENSOR NETWORK,1550-4859,1.388,2.521,Information Systems,2014
JOURNAL OF THE ACM,J ACM,0004-5411,1.394,3.224,Information Systems,2014
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,0219-6220,1.406,1.753,Information Systems,2014
IEEE Journal of Biomedical and Health Informatics,IEEE J BIOMED HEALTH,2168-2194,1.440,1.448,Information Systems,2014
INFORMATION SYSTEMS,INFORM SYST,0306-4379,1.456,1.618,Information Systems,2014
WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,WORLD WIDE WEB,1386-145X,1.474,1.228,Information Systems,2014
