Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,COMPUT APPL ENG EDUC,1061-3773,0.296,0.933,Interdisciplinary Applications,2014
COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING,COMPEL,0332-1649,0.371,0.332,Interdisciplinary Applications,2014
JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING,J COMPUT INF SCI ENG,1530-9827,0.373,0.608,Interdisciplinary Applications,2014
International Journal on Artificial Intelligence Tools,INT J ARTIF INTELL T,0218-2130,0.393,0.371,Interdisciplinary Applications,2014
APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,APPL ALGEBR ENG COMM,0938-1279,0.457,0.838,Interdisciplinary Applications,2014
COMPUTER MUSIC JOURNAL,COMPUT MUSIC J,0148-9267,0.474,0.495,Interdisciplinary Applications,2014
MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,MATH COMP MODEL DYN,1387-3954,0.492,0.783,Interdisciplinary Applications,2014
INTERNATIONAL JOURNAL OF RF AND MICROWAVE COMPUTER-AIDED ENGINEERING,INT J RF MICROW C E,1096-4290,0.538,0.461,Interdisciplinary Applications,2014
JOURNAL OF NEW MUSIC RESEARCH,J NEW MUSIC RES,0929-8215,0.565,0.591,Interdisciplinary Applications,2014
International Journal of Computational Intelligence Systems,INT J COMPUT INT SYS,1875-6891,0.574,0.916,Interdisciplinary Applications,2014
JOURNAL OF VISUALIZATION,J VISUAL-JAPAN,1343-8875,0.575,0.568,Interdisciplinary Applications,2014
Journal of Simulation,J SIMUL,1747-7778,0.580,0.869,Interdisciplinary Applications,2014
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,AI EDAM,0890-0604,0.604,1.075,Interdisciplinary Applications,2014
Language Resources and Evaluation,LANG RESOUR EVAL,1574-020X,0.619,0.871,Interdisciplinary Applications,2014
JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,J STAT COMPUT SIM,0094-9655,0.635,0.760,Interdisciplinary Applications,2014
VIRTUAL REALITY,VIRTUAL REAL-LONDON,1359-4338,0.667,0.983,Interdisciplinary Applications,2014
Earth Science Informatics,EARTH SCI INFORM,1865-0473,0.743,0.596,Interdisciplinary Applications,2014
CIN-COMPUTERS INFORMATICS NURSING,CIN-COMPUT INFORM NU,1538-2931,0.758,1.056,Interdisciplinary Applications,2014
ACM Transactions on Modeling and Computer Simulation,ACM T MODEL COMPUT S,1049-3301,0.780,1.092,Interdisciplinary Applications,2014
COMPUTERS & ELECTRICAL ENGINEERING,COMPUT ELECTR ENG,0045-7906,0.817,0.965,Interdisciplinary Applications,2014
SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,SIMUL-T SOC MOD SIM,0037-5497,0.818,0.813,Interdisciplinary Applications,2014
Computer Supported Cooperative Work-The Journal of Collaborative Computing,COMPUT SUPP COOP W J,0925-9724,0.824,0.903,Interdisciplinary Applications,2014
QUEUEING SYSTEMS,QUEUEING SYST,0257-0130,0.839,0.832,Interdisciplinary Applications,2014
Computational and Mathematical Organization Theory,COMPUT MATH ORGAN TH,1381-298X,0.840,0.912,Interdisciplinary Applications,2014
CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,1063-293X,0.851,0.703,Interdisciplinary Applications,2014
Computers and Concrete,COMPUT CONCRETE,1598-8198,0.869,0.789,Interdisciplinary Applications,2014
JOURNAL OF ORGANIZATIONAL COMPUTING AND ELECTRONIC COMMERCE,J ORG COMP ELECT COM,1091-9392,0.879,0.855,Interdisciplinary Applications,2014
JOURNAL OF COMBINATORIAL OPTIMIZATION,J COMB OPTIM,1382-6905,0.939,1.085,Interdisciplinary Applications,2014
MATHEMATICS AND COMPUTERS IN SIMULATION,MATH COMPUT SIMULAT,0378-4754,0.949,1.109,Interdisciplinary Applications,2014
COMPUTING IN SCIENCE & ENGINEERING,COMPUT SCI ENG,1521-9615,0.990,1.560,Interdisciplinary Applications,2014
IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,IEEE T COMPUT AID D,0278-0070,1.003,1.360,Interdisciplinary Applications,2014
INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,INT J COMPUT INTEG M,0951-192X,1.012,1.143,Interdisciplinary Applications,2014
R Journal,R J,2073-4859,1.038,1.455,Interdisciplinary Applications,2014
INFORMS JOURNAL ON COMPUTING,INFORMS J COMPUT,1091-9856,1.077,1.537,Interdisciplinary Applications,2014
COMPUTATIONAL BIOLOGY AND CHEMISTRY,COMPUT BIOL CHEM,1476-9271,1.117,1.441,Interdisciplinary Applications,2014
COMPUTATIONAL LINGUISTICS,COMPUT LINGUIST,0891-2017,1.226,1.775,Interdisciplinary Applications,2014
INDUSTRIAL MANAGEMENT & DATA SYSTEMS,IND MANAGE DATA SYST,0263-5577,1.226,1.544,Interdisciplinary Applications,2014
Journal of Computational Science,J COMPUT SCI-NETH,1877-7503,1.231,1.760,Interdisciplinary Applications,2014
COMPUTERS IN BIOLOGY AND MEDICINE,COMPUT BIOL MED,0010-4825,1.240,1.459,Interdisciplinary Applications,2014
