Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,COMPUT APPL ENG EDUC,1061-3773,0.203,0.566,Interdisciplinary Applications,2009
International Journal of Computational Intelligence Systems,INT J COMPUT INT SYS,1875-6883,0.312,0.313,Interdisciplinary Applications,2009
INTERNATIONAL JOURNAL OF RF AND MICROWAVE COMPUTER-AIDED ENGINEERING,INT J RF MICROW C E,1096-4290,0.405,0.425,Interdisciplinary Applications,2009
International Journal on Artificial Intelligence Tools,INT J ARTIF INTELL T,0218-2130,0.436,Not Available,Interdisciplinary Applications,2009
Computers and Concrete,COMPUT CONCRETE,1598-8198,0.441,Not Available,Interdisciplinary Applications,2009
SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,SIMUL-T SOC MOD SIM,0037-5497,0.448,0.885,Interdisciplinary Applications,2009
COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING,COMPEL,0332-1649,0.460,0.435,Interdisciplinary Applications,2009
COMPUTERS & ELECTRICAL ENGINEERING,COMPUT ELECTR ENG,0045-7906,0.475,0.411,Interdisciplinary Applications,2009
COMPUTER MUSIC JOURNAL,COMPUT MUSIC J,0148-9267,0.486,0.824,Interdisciplinary Applications,2009
JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,J STAT COMPUT SIM,0094-9655,0.500,0.517,Interdisciplinary Applications,2009
JOURNAL OF NEW MUSIC RESEARCH,J NEW MUSIC RES,0929-8215,0.521,0.760,Interdisciplinary Applications,2009
APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,APPL ALGEBR ENG COMM,0938-1279,0.525,0.763,Interdisciplinary Applications,2009
JOURNAL OF ORGANIZATIONAL COMPUTING AND ELECTRONIC COMMERCE,J ORG COMP ELECT COM,1091-9392,0.552,0.851,Interdisciplinary Applications,2009
MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,MATH COMP MODEL DYN,1387-3954,0.594,0.623,Interdisciplinary Applications,2009
Language Resources and Evaluation,LANG RESOUR EVAL,1574-020X,0.634,0.683,Interdisciplinary Applications,2009
SOCIAL SCIENCE COMPUTER REVIEW,SOC SCI COMPUT REV,0894-4393,0.635,1.068,Interdisciplinary Applications,2009
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,AI EDAM,0890-0604,0.636,1.143,Interdisciplinary Applications,2009
ENGINEERING COMPUTATIONS,ENG COMPUTATION,0264-4401,0.651,0.897,Interdisciplinary Applications,2009
INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,INT J COMPUT INTEG M,0951-192X,0.659,0.997,Interdisciplinary Applications,2009
QUEUEING SYSTEMS,QUEUEING SYST,0257-0130,0.660,1.103,Interdisciplinary Applications,2009
ACM Transactions on Modeling and Computer Simulation,ACM T MODEL COMPUT S,1049-3301,0.684,Not Available,Interdisciplinary Applications,2009
Digital Investigation,DIGIT INVEST,1742-2876,0.700,Not Available,Interdisciplinary Applications,2009
ENGINEERING WITH COMPUTERS,ENG COMPUT-GERMANY,0177-0667,0.704,1.021,Interdisciplinary Applications,2009
JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING,J COMPUT INF SCI ENG,1530-9827,0.750,1.195,Interdisciplinary Applications,2009
SIMULATION MODELLING PRACTICE AND THEORY,SIMUL MODEL PRACT TH,1569-190X,0.799,0.924,Interdisciplinary Applications,2009
JOURNAL OF COMBINATORIAL OPTIMIZATION,J COMB OPTIM,1382-6905,0.867,1.134,Interdisciplinary Applications,2009
COMPUTING IN SCIENCE & ENGINEERING,COMPUT SCI ENG,1521-9615,0.886,0.943,Interdisciplinary Applications,2009
INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS,INT J NUMER METH FL,0271-2091,0.936,1.120,Interdisciplinary Applications,2009
MATHEMATICS AND COMPUTERS IN SIMULATION,MATH COMPUT SIMULAT,0378-4754,0.946,1.088,Interdisciplinary Applications,2009
CIN-COMPUTERS INFORMATICS NURSING,CIN-COMPUT INFORM NU,1538-2931,0.953,1.275,Interdisciplinary Applications,2009
CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,1063-293X,0.959,1.132,Interdisciplinary Applications,2009
JOURNAL OF HYDROINFORMATICS,J HYDROINFORM,1464-7141,0.979,0.947,Interdisciplinary Applications,2009
JOURNAL OF COMPUTING IN CIVIL ENGINEERING,J COMPUT CIVIL ENG,0887-3801,1.012,1.287,Interdisciplinary Applications,2009
INTERNATIONAL JOURNAL OF MODERN PHYSICS C,INT J MOD PHYS C,0129-1831,1.022,0.919,Interdisciplinary Applications,2009
MEDICAL INFORMATICS AND THE INTERNET IN MEDICINE,MED INFORM INTERNET,1463-9238,1.036,1.160,Interdisciplinary Applications,2009
Electronic Commerce Research and Applications,ELECTRON COMMER R A,1567-4223,1.042,Not Available,Interdisciplinary Applications,2009
ADVANCES IN ENGINEERING SOFTWARE,ADV ENG SOFTW,0965-9978,1.045,1.176,Interdisciplinary Applications,2009
MATHEMATICAL AND COMPUTER MODELLING,MATH COMPUT MODEL,0895-7177,1.103,1.169,Interdisciplinary Applications,2009
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,J NETW COMPUT APPL,1084-8045,1.111,1.289,Interdisciplinary Applications,2009
COMPUTERS & GEOSCIENCES,COMPUT GEOSCI-UK,0098-3004,1.142,1.597,Interdisciplinary Applications,2009
COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,COMPUT METH PROG BIO,0169-2607,1.144,1.362,Interdisciplinary Applications,2009
COMPUTERS & MATHEMATICS WITH APPLICATIONS,COMPUT MATH APPL,0898-1221,1.192,1.197,Interdisciplinary Applications,2009
SPEECH COMMUNICATION,SPEECH COMMUN,0167-6393,1.196,1.327,Interdisciplinary Applications,2009
COMPUTATIONAL STATISTICS & DATA ANALYSIS,COMPUT STAT DATA AN,0167-9473,1.228,1.406,Interdisciplinary Applications,2009
COMPUTERS AND GEOTECHNICS,COMPUT GEOTECH,0266-352X,1.229,1.425,Interdisciplinary Applications,2009
IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,IEEE T COMPUT AID D,0278-0070,1.230,1.631,Interdisciplinary Applications,2009
COMPUTERS IN BIOLOGY AND MEDICINE,COMPUT BIOL MED,0010-4825,1.269,1.485,Interdisciplinary Applications,2009
COMPUTERS & FLUIDS,COMPUT FLUIDS,0045-7930,1.270,1.831,Interdisciplinary Applications,2009
INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,INT J HIGH PERFORM C,1094-3420,1.274,1.848,Interdisciplinary Applications,2009
JOURNAL OF COMPUTER-AIDED MATERIALS DESIGN,J COMPUT-AIDED MATER,0928-1045,1.302,1.276,Interdisciplinary Applications,2009
COMPUTATIONAL GEOSCIENCES,COMPUTAT GEOSCI,1420-0597,1.306,1.345,Interdisciplinary Applications,2009
COMPUTERS AND ELECTRONICS IN AGRICULTURE,COMPUT ELECTRON AGR,0168-1699,1.312,1.647,Interdisciplinary Applications,2009
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,0219-6220,1.312,1.379,Interdisciplinary Applications,2009
INFORMS JOURNAL ON COMPUTING,INFORMS J COMPUT,1091-9856,1.318,1.500,Interdisciplinary Applications,2009
SOFT COMPUTING,SOFT COMPUT,1432-7643,1.328,1.405,Interdisciplinary Applications,2009
COMPUTATIONAL BIOLOGY AND CHEMISTRY,COMPUT BIOL CHEM,1476-9271,1.370,1.733,Interdisciplinary Applications,2009
COMPUTERS & STRUCTURES,COMPUT STRUCT,0045-7949,1.440,1.746,Interdisciplinary Applications,2009
COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,COMPUT METHOD BIOMEC,1025-5842,1.454,Not Available,Interdisciplinary Applications,2009
COMPUTERS & INDUSTRIAL ENGINEERING,COMPUT IND ENG,0360-8352,1.491,2.055,Interdisciplinary Applications,2009
STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,STRUCT MULTIDISCIP O,1615-147X,1.516,1.650,Interdisciplinary Applications,2009
COMPUTERS IN INDUSTRY,COMPUT IND,0166-3615,1.524,2.196,Interdisciplinary Applications,2009
INDUSTRIAL MANAGEMENT & DATA SYSTEMS,IND MANAGE DATA SYST,0263-5577,1.535,1.546,Interdisciplinary Applications,2009
IEEE Transactions on Industrial Informatics,IEEE T IND INFORM,1551-3203,1.614,2.487,Interdisciplinary Applications,2009
ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING,ARCH COMPUT METHOD E,1134-3060,1.640,1.700,Interdisciplinary Applications,2009
Current Computer-Aided Drug Design,CURR COMPUT-AID DRUG,1573-4099,1.680,Not Available,Interdisciplinary Applications,2009
SAR AND QSAR IN ENVIRONMENTAL RESEARCH,SAR QSAR ENVIRON RES,1062-936X,1.682,1.869,Interdisciplinary Applications,2009
ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,ROBOT CIM-INT MANUF,0736-5845,1.687,1.928,Interdisciplinary Applications,2009
IEEE TRANSACTIONS ON INFORMATION TECHNOLOGY IN BIOMEDICINE,IEEE T INF TECHNOL B,1089-7771,1.694,2.268,Interdisciplinary Applications,2009
JOURNAL OF COMPUTATIONAL BIOLOGY,J COMPUT BIOL,1066-5277,1.694,2.373,Interdisciplinary Applications,2009
MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,MED BIOL ENG COMPUT,0140-0118,1.757,1.796,Interdisciplinary Applications,2009
COMPUTERS & CHEMICAL ENGINEERING,COMPUT CHEM ENG,0098-1354,1.808,2.343,Interdisciplinary Applications,2009
COMPUTER PHYSICS COMMUNICATIONS,COMPUT PHYS COMMUN,0010-4655,1.958,2.082,Interdisciplinary Applications,2009
COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,COMPUT-AIDED CIV INF,1093-9687,1.989,1.650,Interdisciplinary Applications,2009
IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART C-APPLICATIONS AND REVIEWS,IEEE T SYST MAN CY C,1094-6977,2.016,2.342,Interdisciplinary Applications,2009
INTEGRATED COMPUTER-AIDED ENGINEERING,INTEGR COMPUT-AID E,1069-2509,2.042,1.189,Interdisciplinary Applications,2009
COMPUTERS & EDUCATION,COMPUT EDUC,0360-1315,2.059,2.461,Interdisciplinary Applications,2009
COMPUTERS & OPERATIONS RESEARCH,COMPUT OPER RES,0305-0548,2.116,2.443,Interdisciplinary Applications,2009
SCIENTOMETRICS,SCIENTOMETRICS,0138-9130,2.167,2.793,Interdisciplinary Applications,2009
JOURNAL OF MOLECULAR GRAPHICS & MODELLING,J MOL GRAPH MODEL,1093-3263,2.169,2.469,Interdisciplinary Applications,2009
COMPUTATIONAL LINGUISTICS,COMPUT LINGUIST,0891-2017,2.212,3.722,Interdisciplinary Applications,2009
IEEE-ACM Transactions on Computational Biology and Bioinformatics,IEEE ACM T COMPUT BI,1545-5963,2.246,3.026,Interdisciplinary Applications,2009
Journal of Statistical Software,J STAT SOFTW,1548-7660,2.320,Not Available,Interdisciplinary Applications,2009
JOURNAL OF MOLECULAR MODELING,J MOL MODEL,1610-2940,2.336,1.951,Interdisciplinary Applications,2009
JOURNAL OF COMPUTATIONAL PHYSICS,J COMPUT PHYS,0021-9991,2.369,3.023,Interdisciplinary Applications,2009
APPLIED SOFT COMPUTING,APPL SOFT COMPUT,1568-4946,2.415,2.468,Interdisciplinary Applications,2009
JOURNAL OF BIOMEDICAL INFORMATICS,J BIOMED INFORM,1532-0464,2.432,3.147,Interdisciplinary Applications,2009
