Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
SIMULATION,SIMULATION,0037-5497,0.221,Not Available,Interdisciplinary Applications,1998
COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRI,COMPEL,0332-1649,0.214,Not Available,Interdisciplinary Applications,1998
INTEGRATED COMPUTER-AIDED ENGINEERING,INTEGR COMPUT-AID E,1069-2509,0.209,Not Available,Interdisciplinary Applications,1998
JOURNAL OF NEW MUSIC RESEARCH,J NEW MUSIC RES,0929-8215,0.200,Not Available,Interdisciplinary Applications,1998
ENGINEERING COMPUTATIONS,ENG COMPUTATION,0264-4401,0.195,Not Available,Interdisciplinary Applications,1998
IEEE COMPUTER APPLICATIONS IN POWER,IEEE COMPUT APPL POW,0895-0156,0.194,Not Available,Interdisciplinary Applications,1998
APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,APPL ALGEBR ENG COMM,0938-1279,0.187,Not Available,Interdisciplinary Applications,1998
JOURNAL OF COMPUTING IN CIVIL ENGINEERING,J COMPUT CIVIL ENG,0887-3801,0.181,Not Available,Interdisciplinary Applications,1998
ENVIRONMENTAL MODELLING & SOFTWARE,ENVIRON MODELL SOFTW,1364-8152,0.176,Not Available,Interdisciplinary Applications,1998
COMPUTERS & STRUCTURES,COMPUT STRUCT,0045-7949,0.166,Not Available,Interdisciplinary Applications,1998
COMPUTERS AND THE HUMANITIES,COMPUT HUMANITIES,0010-4817,0.148,Not Available,Interdisciplinary Applications,1998
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,J NETW COMPUT APPL,1084-8045,0.137,Not Available,Interdisciplinary Applications,1998
COMPUTERS AND GEOTECHNICS,COMPUT GEOTECH,0266-352X,0.134,Not Available,Interdisciplinary Applications,1998
MATHEMATICS AND COMPUTERS IN SIMULATION,MATH COMPUT SIMULAT,0378-4754,0.116,Not Available,Interdisciplinary Applications,1998
COMPUTERS & INDUSTRIAL ENGINEERING,COMPUT IND ENG,0360-8352,0.105,Not Available,Interdisciplinary Applications,1998
COMPUTERS & ELECTRICAL ENGINEERING,COMPUT ELECTR ENG,0045-7906,0.085,Not Available,Interdisciplinary Applications,1998
INDUSTRIAL MANAGEMENT & DATA SYSTEMS,IND MANAGE DATA SYST,0263-5577,0.078,Not Available,Interdisciplinary Applications,1998
BIOTECHNOLOGY SOFTWARE & INTERNET JOURNAL,BIOTECHNOL SOFTW I J,1088-4270,0.071,Not Available,Interdisciplinary Applications,1998
ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,ROBOT CIM-INT MANUF,0736-5845,0.068,Not Available,Interdisciplinary Applications,1998
STRUCTURAL OPTIMIZATION,STRUCT OPTIMIZATION,0934-4373,0.031,Not Available,Interdisciplinary Applications,1998
INTERNATIONAL JOURNAL OF COMPUTER APPLICATIONS IN TECHNOLOGY,INT J COMPUT APPL T,0952-8091,0.015,Not Available,Interdisciplinary Applications,1998
