Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
BIOMEDICAL ENGINEERING-APPLICATIONS BASIS COMMUNICATIONS,BIOMED ENG-APP BAS C,1016-2372,0.233,Not Available,Interdisciplinary Applications,2012
International Journal on Artificial Intelligence Tools,INT J ARTIF INTELL T,0218-2130,0.250,0.453,Interdisciplinary Applications,2012
COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING,COMPEL,0332-1649,0.281,0.382,Interdisciplinary Applications,2012
COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,COMPUT APPL ENG EDUC,1061-3773,0.333,0.685,Interdisciplinary Applications,2012
VIRTUAL REALITY,VIRTUAL REAL-LONDON,1359-4338,0.341,Not Available,Interdisciplinary Applications,2012
Earth Science Informatics,EARTH SCI INFORM,1865-0473,0.404,0.573,Interdisciplinary Applications,2012
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,AI EDAM,0890-0604,0.407,0.935,Interdisciplinary Applications,2012
Computational and Mathematical Organization Theory,COMPUT MATH ORGAN TH,1381-298X,0.424,Not Available,Interdisciplinary Applications,2012
JOURNAL OF ORGANIZATIONAL COMPUTING AND ELECTRONIC COMMERCE,J ORG COMP ELECT COM,1091-9392,0.429,0.646,Interdisciplinary Applications,2012
QUEUEING SYSTEMS,QUEUEING SYST,0257-0130,0.438,0.624,Interdisciplinary Applications,2012
JOURNAL OF NEW MUSIC RESEARCH,J NEW MUSIC RES,0929-8215,0.446,0.767,Interdisciplinary Applications,2012
JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING,J COMPUT INF SCI ENG,1530-9827,0.488,0.690,Interdisciplinary Applications,2012
JOURNAL OF VISUALIZATION,J VISUAL-JAPAN,1343-8875,0.506,0.467,Interdisciplinary Applications,2012
ACM Transactions on Modeling and Computer Simulation,ACM T MODEL COMPUT S,1049-3301,0.528,0.887,Interdisciplinary Applications,2012
CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,1063-293X,0.542,0.825,Interdisciplinary Applications,2012
JOURNAL OF COMBINATORIAL OPTIMIZATION,J COMB OPTIM,1382-6905,0.592,0.739,Interdisciplinary Applications,2012
ENGINEERING WITH COMPUTERS,ENG COMPUT-GERMANY,0177-0667,0.600,0.665,Interdisciplinary Applications,2012
Computer Supported Cooperative Work-The Journal of Collaborative Computing,COMPUT SUPP COOP W J,0925-9724,0.605,Not Available,Interdisciplinary Applications,2012
INTERNATIONAL JOURNAL OF MODERN PHYSICS C,INT J MOD PHYS C,0129-1831,0.615,0.723,Interdisciplinary Applications,2012
JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,J STAT COMPUT SIM,0094-9655,0.629,0.581,Interdisciplinary Applications,2012
Digital Investigation,DIGIT INVEST,1742-2876,0.630,0.768,Interdisciplinary Applications,2012
Language Resources and Evaluation,LANG RESOUR EVAL,1574-020X,0.659,0.846,Interdisciplinary Applications,2012
SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,SIMUL-T SOC MOD SIM,0037-5497,0.692,0.678,Interdisciplinary Applications,2012
Journal of Simulation,J SIMUL,1747-7778,0.740,Not Available,Interdisciplinary Applications,2012
INTERNATIONAL JOURNAL OF RF AND MICROWAVE COMPUTER-AIDED ENGINEERING,INT J RF MICROW C E,1096-4290,0.752,0.572,Interdisciplinary Applications,2012
