Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
CRYPTOLOGIA,CRYPTOLOGIA,0161-1194,0.186,0.173,Theory & Methods,2014
IEEE ANNALS OF THE HISTORY OF COMPUTING,IEEE ANN HIST COMPUT,1058-6180,0.217,0.455,Theory & Methods,2014
INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,INT J FOUND COMPUT S,0129-0541,0.296,0.392,Theory & Methods,2014
Romanian Journal of Information Science and Technology,ROM J INF SCI TECH,1453-8245,0.304,0.317,Theory & Methods,2014
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,1542-3980,0.346,0.741,Theory & Methods,2014
IET Computers and Digital Techniques,IET COMPUT DIGIT TEC,1751-8601,0.356,0.408,Theory & Methods,2014
Logical Methods in Computer Science,LOG METH COMPUT SCI,1860-5974,0.357,0.472,Theory & Methods,2014
Journal of Web Engineering,J WEB ENG,1540-9589,0.361,0.407,Theory & Methods,2014
Malaysian Journal of Computer Science,MALAYS J COMPUT SCI,0127-9084,0.405,0.449,Theory & Methods,2014
MICROPROCESSORS AND MICROSYSTEMS,MICROPROCESS MICROSY,0141-9331,0.430,0.512,Theory & Methods,2014
Frontiers of Computer Science,FRONT COMPUT SCI-CHI,2095-2228,0.434,0.464,Theory & Methods,2014
MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,MATH STRUCT COMP SCI,0960-1295,0.449,0.497,Theory & Methods,2014
APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,APPL ALGEBR ENG COMM,0938-1279,0.457,0.838,Theory & Methods,2014
JOURNAL OF UNIVERSAL COMPUTER SCIENCE,J UNIVERS COMPUT SCI,0948-695X,0.466,0.566,Theory & Methods,2014
Advances in Mathematics of Communications,ADV MATH COMMUN,1930-5346,0.476,0.749,Theory & Methods,2014
JOURNAL OF COMPUTATIONAL ANALYSIS AND APPLICATIONS,J COMPUT ANAL APPL,1521-1398,0.481,0.501,Theory & Methods,2014
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,J COMPUT SYS SC INT+,1064-2307,0.483,0.341,Theory & Methods,2014
INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING,INT J PARALLEL PROG,0885-7458,0.491,0.618,Theory & Methods,2014
ACM Transactions on Architecture and Code Optimization,ACM T ARCHIT CODE OP,1544-3566,0.503,0.592,Theory & Methods,2014
JOURNAL OF LOGIC AND COMPUTATION,J LOGIC COMPUT,0955-792X,0.512,0.671,Theory & Methods,2014
COMPUTER SYSTEMS SCIENCE AND ENGINEERING,COMPUT SYST SCI ENG,0267-6192,0.524,0.344,Theory & Methods,2014
THEORY OF COMPUTING SYSTEMS,THEOR COMPUT SYST,1432-4350,0.533,0.577,Theory & Methods,2014
Journal of Applied Logic,J APPL LOGIC,1570-8683,0.576,0.752,Theory & Methods,2014
COMPUTING,COMPUTING,0010-485X,0.593,0.966,Theory & Methods,2014
Problems of Information Transmission,PROBL INFORM TRANSM+,0032-9460,0.597,0.468,Theory & Methods,2014
ACM TRANSACTIONS ON COMPUTER SYSTEMS,ACM T COMPUT SYST,0734-2071,0.600,1.075,Theory & Methods,2014
Applied Ontology,APPL ONTOL,1570-5838,0.615,1.131,Theory & Methods,2014
ACM Transactions on Computational Logic,ACM T COMPUT LOG,1529-3785,0.618,0.927,Theory & Methods,2014
MULTIMEDIA SYSTEMS,MULTIMEDIA SYST,0942-4962,0.619,0.832,Theory & Methods,2014
COMBINATORICS PROBABILITY & COMPUTING,COMB PROBAB COMPUT,0963-5483,0.623,0.826,Theory & Methods,2014
THEORETICAL COMPUTER SCIENCE,THEOR COMPUT SCI,0304-3975,0.657,0.747,Theory & Methods,2014
IBM JOURNAL OF RESEARCH AND DEVELOPMENT,IBM J RES DEV,0018-8646,0.688,0.837,Theory & Methods,2014
DISCRETE & COMPUTATIONAL GEOMETRY,DISCRETE COMPUT GEOM,0179-5376,0.692,0.831,Theory & Methods,2014
Journal of Cellular Automata,J CELL AUTOM,1557-5969,0.698,0.527,Theory & Methods,2014
SIAM JOURNAL ON COMPUTING,SIAM J COMPUT,0097-5397,0.741,1.283,Theory & Methods,2014
IET Information Security,IET INFORM SECUR,1751-8709,0.753,0.942,Theory & Methods,2014
Natural Computing,NAT COMPUT,1567-7818,0.757,Not Available,Theory & Methods,2014
EXPERT SYSTEMS,EXPERT SYST,0266-4720,0.761,0.940,Theory & Methods,2014
JOURNAL OF LOGIC AND ALGEBRAIC PROGRAMMING,J LOGIC ALGEBR PROGR,1567-8326,0.769,0.776,Theory & Methods,2014
JOURNAL OF SYMBOLIC COMPUTATION,J SYMB COMPUT,0747-7171,0.780,0.694,Theory & Methods,2014
COMPUTER JOURNAL,COMPUT J,0010-4620,0.787,0.962,Theory & Methods,2014
NEW GENERATION COMPUTING,NEW GENERAT COMPUT,0288-3635,0.821,0.925,Theory & Methods,2014
Cryptography and Communications-Discrete-Structures Boolean Functions and Sequences,CRYPTOGR COMMUN,1936-2447,0.828,0.823,Theory & Methods,2014
INFORMATION AND COMPUTATION,INFORM COMPUT,0890-5401,0.830,0.801,Theory & Methods,2014
CONNECTION SCIENCE,CONNECT SCI,0954-0091,0.842,0.729,Theory & Methods,2014
JOURNAL OF SUPERCOMPUTING,J SUPERCOMPUT,0920-8542,0.858,0.884,Theory & Methods,2014
FORMAL METHODS IN SYSTEM DESIGN,FORM METHOD SYST DES,0925-9856,0.875,1.218,Theory & Methods,2014
INTERNATIONAL JOURNAL OF QUANTUM INFORMATION,INT J QUANTUM INF,0219-7499,0.877,0.854,Theory & Methods,2014
ACM Transactions on Algorithms,ACM T ALGORITHMS,1549-6325,0.895,0.899,Theory & Methods,2014
Genetic Programming and Evolvable Machines,GENET PROGRAM EVOL M,1389-2576,0.903,1.224,Theory & Methods,2014
International Journal of Unconventional Computing,INT J UNCONV COMPUT,1548-7199,0.911,0.728,Theory & Methods,2014
ACM Transactions on Autonomous and Adaptive Systems,ACM T AUTON ADAP SYS,1556-4665,0.922,1.307,Theory & Methods,2014
DESIGNS CODES AND CRYPTOGRAPHY,DESIGN CODE CRYPTOGR,0925-1022,0.958,0.895,Theory & Methods,2014
International Journal of Information Security,INT J INF SECUR,1615-5262,0.963,0.919,Theory & Methods,2014
ACM Transactions on Multimedia Computing Communications and Applications,ACM T MULTIM COMPUT,1551-6857,0.971,1.289,Theory & Methods,2014
CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,CONCURR COMP-PRACT E,1532-0626,0.997,0.958,Theory & Methods,2014
REAL-TIME SYSTEMS,REAL-TIME SYST,0922-6443,1.000,1.148,Theory & Methods,2014
JOURNAL OF CRYPTOLOGY,J CRYPTOL,0933-2790,1.021,1.688,Theory & Methods,2014
DISTRIBUTED COMPUTING,DISTRIB COMPUT,0178-2770,1.045,0.900,Theory & Methods,2014
THEORY AND PRACTICE OF LOGIC PROGRAMMING,THEOR PRACT LOG PROG,1471-0684,1.051,0.916,Theory & Methods,2014
COMPUTATIONAL COMPLEXITY,COMPUT COMPLEX,1016-3328,1.075,1.200,Theory & Methods,2014
INFORMATION SYSTEMS FRONTIERS,INFORM SYST FRONT,1387-3326,1.077,1.184,Theory & Methods,2014
JOURNAL OF HEURISTICS,J HEURISTICS,1381-1231,1.135,1.940,Theory & Methods,2014
JOURNAL OF COMPUTER AND SYSTEM SCIENCES,J COMPUT SYST SCI,0022-0000,1.138,1.307,Theory & Methods,2014
DISTRIBUTED AND PARALLEL DATABASES,DISTRIB PARALLEL DAT,0926-8782,1.156,0.927,Theory & Methods,2014
JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,J PARALLEL DISTR COM,0743-7315,1.179,1.213,Theory & Methods,2014
Journal of Computational Science,J COMPUT SCI-NETH,1877-7503,1.231,1.760,Theory & Methods,2014
PERFORMANCE EVALUATION,PERFORM EVALUATION,0166-5316,1.250,1.312,Theory & Methods,2014
CONSTRAINTS,CONSTRAINTS,1383-7133,1.257,1.452,Theory & Methods,2014
