Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
COMPUTER SYSTEMS SCIENCE AND ENGINEERING,COMPUT SYST SCI ENG,0267-6192,0.076,0.174,Theory & Methods,2012
Malaysian Journal of Computer Science,MALAYS J COMPUT SCI,0127-9084,0.161,Not Available,Theory & Methods,2012
INTERNATIONAL JOURNAL OF COMPUTATIONAL GEOMETRY & APPLICATIONS,INT J COMPUT GEOM AP,0218-1959,0.176,0.253,Theory & Methods,2012
Journal of Web Engineering,J WEB ENG,1540-9589,0.200,0.260,Theory & Methods,2012
CRYPTOLOGIA,CRYPTOLOGIA,0161-1194,0.233,0.226,Theory & Methods,2012
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,J COMPUT SYS SC INT+,1064-2307,0.249,0.242,Theory & Methods,2012
FORMAL METHODS IN SYSTEM DESIGN,FORM METHOD SYST DES,0925-9856,0.282,0.727,Theory & Methods,2012
Romanian Journal of Information Science and Technology,ROM J INF SCI TECH,1453-8245,0.283,0.282,Theory & Methods,2012
IET Computers and Digital Techniques,IET COMPUT DIGIT TEC,1751-8601,0.284,0.447,Theory & Methods,2012
THEORY AND PRACTICE OF LOGIC PROGRAMMING,THEOR PRACT LOG PROG,1471-0684,0.288,0.414,Theory & Methods,2012
Frontiers of Computer Science,FRONT COMPUT SCI-CHI,2095-2228,0.298,Not Available,Theory & Methods,2012
Problems of Information Transmission,PROBL INFORM TRANSM+,0032-9460,0.298,0.387,Theory & Methods,2012
COMPUTATIONAL COMPLEXITY,COMPUT COMPLEX,1016-3328,0.325,1.054,Theory & Methods,2012
Journal of Cellular Automata,J CELL AUTOM,1557-5969,0.370,0.448,Theory & Methods,2012
JOURNAL OF SYMBOLIC COMPUTATION,J SYMB COMPUT,0747-7171,0.391,0.611,Theory & Methods,2012
INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING,INT J PARALLEL PROG,0885-7458,0.404,0.477,Theory & Methods,2012
Journal of Applied Logic,J APPL LOGIC,1570-8683,0.419,Not Available,Theory & Methods,2012
INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,INT J FOUND COMPUT S,0129-0541,0.420,0.430,Theory & Methods,2012
International Journal of Unconventional Computing,INT J UNCONV COMPUT,1548-7199,0.431,0.407,Theory & Methods,2012
Logical Methods in Computer Science,LOG METH COMPUT SCI,1860-5974,0.440,0.508,Theory & Methods,2012
THEORY OF COMPUTING SYSTEMS,THEOR COMPUT SYST,1432-4350,0.477,0.562,Theory & Methods,2012
International Journal of Information Security,INT J INF SECUR,1615-5262,0.480,0.945,Theory & Methods,2012
THEORETICAL COMPUTER SCIENCE,THEOR COMPUT SCI,0304-3975,0.489,0.697,Theory & Methods,2012
JOURNAL OF COMPUTATIONAL ANALYSIS AND APPLICATIONS,J COMPUT ANAL APPL,1521-1398,0.502,0.417,Theory & Methods,2012
JOURNAL OF LOGIC AND ALGEBRAIC PROGRAMMING,J LOGIC ALGEBR PROGR,1567-8326,0.529,0.581,Theory & Methods,2012
ACM Transactions on Algorithms,ACM T ALGORITHMS,1549-6325,0.540,Not Available,Theory & Methods,2012
MICROPROCESSORS AND MICROSYSTEMS,MICROPROCESS MICROSY,0141-9331,0.549,0.592,Theory & Methods,2012
REAL-TIME SYSTEMS,REAL-TIME SYST,0922-6443,0.550,0.889,Theory & Methods,2012
IEEE ANNALS OF THE HISTORY OF COMPUTING,IEEE ANN HIST COMPUT,1058-6180,0.575,0.491,Theory & Methods,2012
MULTIMEDIA SYSTEMS,MULTIMEDIA SYST,0942-4962,0.596,0.692,Theory & Methods,2012
Advances in Mathematics of Communications,ADV MATH COMMUN,1930-5346,0.600,0.560,Theory & Methods,2012
COMBINATORICS PROBABILITY & COMPUTING,COMB PROBAB COMPUT,0963-5483,0.608,0.685,Theory & Methods,2012
IET Information Security,IET INFORM SECUR,1751-8709,0.623,0.625,Theory & Methods,2012
DISTRIBUTED COMPUTING,DISTRIB COMPUT,0178-2770,0.627,0.872,Theory & Methods,2012
JOURNAL OF LOGIC AND COMPUTATION,J LOGIC COMPUT,0955-792X,0.647,0.592,Theory & Methods,2012
DISCRETE & COMPUTATIONAL GEOMETRY,DISCRETE COMPUT GEOM,0179-5376,0.649,0.741,Theory & Methods,2012
Natural Computing,NAT COMPUT,1567-7818,0.683,Not Available,Theory & Methods,2012
ACM Transactions on Architecture and Code Optimization,ACM T ARCHIT CODE OP,1544-3566,0.684,0.615,Theory & Methods,2012
IBM JOURNAL OF RESEARCH AND DEVELOPMENT,IBM J RES DEV,0018-8646,0.688,1.684,Theory & Methods,2012
INFORMATION AND COMPUTATION,INFORM COMPUT,0890-5401,0.699,0.890,Theory & Methods,2012
CONNECTION SCIENCE,CONNECT SCI,0954-0091,0.706,0.816,Theory & Methods,2012
MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,MATH STRUCT COMP SCI,0960-1295,0.722,0.742,Theory & Methods,2012
INTERNATIONAL JOURNAL OF GENERAL SYSTEMS,INT J GEN SYST,0308-1079,0.733,0.753,Theory & Methods,2012
CONSTRAINTS,CONSTRAINTS,1383-7133,0.737,0.895,Theory & Methods,2012
COMPUTER JOURNAL,COMPUT J,0010-4620,0.755,0.954,Theory & Methods,2012
APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,APPL ALGEBR ENG COMM,0938-1279,0.756,0.484,Theory & Methods,2012
JOURNAL OF UNIVERSAL COMPUTER SCIENCE,J UNIVERS COMPUT SCI,0948-695X,0.762,0.594,Theory & Methods,2012
EXPERT SYSTEMS,EXPERT SYST,0266-4720,0.769,1.037,Theory & Methods,2012
Cluster Computing-The Journal of Networks Software Tools and Applications,CLUSTER COMPUT,1386-7857,0.776,0.848,Theory & Methods,2012
DESIGNS CODES AND CRYPTOGRAPHY,DESIGN CODE CRYPTOGR,0925-1022,0.779,0.748,Theory & Methods,2012
ACM Transactions on Computational Logic,ACM T COMPUT LOG,1529-3785,0.792,0.852,Theory & Methods,2012
NEW GENERATION COMPUTING,NEW GENERAT COMPUT,0288-3635,0.795,0.583,Theory & Methods,2012
ACM TRANSACTIONS ON COMPUTER SYSTEMS,ACM T COMPUT SYST,0734-2071,0.800,2.082,Theory & Methods,2012
SIAM JOURNAL ON COMPUTING,SIAM J COMPUT,0097-5397,0.803,1.318,Theory & Methods,2012
DISTRIBUTED AND PARALLEL DATABASES,DISTRIB PARALLEL DAT,0926-8782,0.806,1.128,Theory & Methods,2012
COMPUTING,COMPUTING,0010-485X,0.807,0.964,Theory & Methods,2012
PERFORMANCE EVALUATION,PERFORM EVALUATION,0166-5316,0.841,1.093,Theory & Methods,2012
JOURNAL OF CRYPTOLOGY,J CRYPTOL,0933-2790,0.844,1.196,Theory & Methods,2012
CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,CONCURR COMP-PRACT E,1532-0626,0.845,0.790,Theory & Methods,2012
INFORMATION SYSTEMS FRONTIERS,INFORM SYST FRONT,1387-3326,0.851,1.145,Theory & Methods,2012
MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,MULTIDIM SYST SIGN P,0923-6082,0.857,0.800,Theory & Methods,2012
JOURNAL OF SUPERCOMPUTING,J SUPERCOMPUT,0920-8542,0.917,0.867,Theory & Methods,2012
INTERNATIONAL JOURNAL OF QUANTUM INFORMATION,INT J QUANTUM INF,0219-7499,0.918,0.829,Theory & Methods,2012
ACM Transactions on Multimedia Computing Communications and Applications,ACM T MULTIM COMPUT,1551-6857,0.935,1.586,Theory & Methods,2012
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,0.984,1.145,Theory & Methods,2012
ACM Transactions on Autonomous and Adaptive Systems,ACM T AUTON ADAP SYS,1556-4665,1.000,1.302,Theory & Methods,2012
JOURNAL OF COMPUTER AND SYSTEM SCIENCES,J COMPUT SYST SCI,0022-0000,1.000,1.106,Theory & Methods,2012
MULTIMEDIA TOOLS AND APPLICATIONS,MULTIMED TOOLS APPL,1380-7501,1.014,0.932,Theory & Methods,2012
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,1542-3980,1.047,0.757,Theory & Methods,2012
Applied Ontology,APPL ONTOL,1570-5838,1.080,Not Available,Theory & Methods,2012
JOURNAL OF SYSTEMS AND SOFTWARE,J SYST SOFTWARE,0164-1212,1.135,1.322,Theory & Methods,2012
PARALLEL COMPUTING,PARALLEL COMPUT,0167-8191,1.214,1.390,Theory & Methods,2012
JOURNAL OF COMPLEXITY,J COMPLEXITY,0885-064X,1.217,1.314,Theory & Methods,2012
INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,INT J HIGH PERFORM C,1094-3420,1.295,1.256,Theory & Methods,2012
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,INT J SYST SCI,0020-7721,1.305,1.504,Theory & Methods,2012
Genetic Programming and Evolvable Machines,GENET PROGRAM EVOL M,1389-2576,1.333,1.282,Theory & Methods,2012
International Journal of Bio-Inspired Computation,INT J BIO-INSPIR COM,1758-0366,1.351,1.716,Theory & Methods,2012
Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery,WIRES DATA MIN KNOWL,1942-4787,1.422,1.422,Theory & Methods,2012
JOURNAL OF HEURISTICS,J HEURISTICS,1381-1231,1.471,1.795,Theory & Methods,2012
COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,COMPUT METH PROG BIO,0169-2607,1.555,1.589,Theory & Methods,2012
ARTIFICIAL LIFE,ARTIF LIFE,1064-5462,1.585,1.545,Theory & Methods,2012
Journal of Grid Computing,J GRID COMPUT,1570-7873,1.603,Not Available,Theory & Methods,2012
QUANTUM INFORMATION & COMPUTATION,QUANTUM INF COMPUT,1533-7146,1.646,2.027,Theory & Methods,2012
FUZZY SETS AND SYSTEMS,FUZZY SET SYST,0165-0114,1.749,2.218,Theory & Methods,2012
IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,IEEE T PARALL DISTR,1045-9219,1.796,2.031,Theory & Methods,2012
Future Generation Computer Systems-The International Journal of Grid Computing and eScience,FUTURE GENER COMP SY,0167-739X,1.864,2.033,Theory & Methods,2012
IEEE Transactions on Information Forensics and Security,IEEE T INF FOREN SEC,1556-6013,1.895,2.259,Theory & Methods,2012
FOUNDATIONS OF COMPUTATIONAL MATHEMATICS,FOUND COMPUT MATH,1615-3375,1.918,2.863,Theory & Methods,2012
IMAGE AND VISION COMPUTING,IMAGE VISION COMPUT,0262-8856,1.959,1.952,Theory & Methods,2012
STATISTICS AND COMPUTING,STAT COMPUT,0960-3174,1.977,2.663,Theory & Methods,2012
IEEE-ACM TRANSACTIONS ON NETWORKING,IEEE ACM T NETWORK,1063-6692,2.014,2.733,Theory & Methods,2012
EVOLUTIONARY COMPUTATION,EVOL COMPUT,1063-6560,2.109,3.027,Theory & Methods,2012
IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART A-SYSTEMS AND HUMANS,IEEE T SYST MAN CY A,1083-4427,2.183,2.440,Theory & Methods,2012
HUMAN-COMPUTER INTERACTION,HUM-COMPUT INTERACT,0737-0024,2.250,3.039,Theory & Methods,2012
Information Fusion,INFORM FUSION,1566-2535,2.262,2.838,Theory & Methods,2012
JOURNAL OF THE ACM,J ACM,0004-5411,2.370,2.733,Theory & Methods,2012
COMMUNICATIONS OF THE ACM,COMMUN ACM,0001-0782,2.511,2.564,Theory & Methods,2012
ACM COMPUTING SURVEYS,ACM COMPUT SURV,0360-0300,3.543,7.854,Theory & Methods,2012
IEEE Transactions on Neural Networks and Learning Systems,IEEE T NEUR NET LEAR,2162-237X,3.766,3.632,Theory & Methods,2012
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,IEEE T EVOLUT COMPUT,1089-778X,4.810,6.226,Theory & Methods,2012
