Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
CRYPTOLOGIA,CRYPTOLOGIA,0161-1194,0.109,0.126,Theory & Methods,2011
IET Information Security,IET INFORM SECUR,1751-8709,0.143,0.395,Theory & Methods,2011
Romanian Journal of Information Science and Technology,ROM J INF SCI TECH,1453-8245,0.154,Not Available,Theory & Methods,2011
Journal of Web Engineering,J WEB ENG,1540-9589,0.156,0.284,Theory & Methods,2011
Malaysian Journal of Computer Science,MALAYS J COMPUT SCI,0127-9084,0.167,Not Available,Theory & Methods,2011
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,J COMPUT SYS SC INT+,1064-2307,0.168,0.193,Theory & Methods,2011
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,1542-3980,0.260,0.302,Theory & Methods,2011
Frontiers of Computer Science in China,FRONT COMPUT SCI CHI,1673-7350,0.266,Not Available,Theory & Methods,2011
DISTRIBUTED AND PARALLEL DATABASES,DISTRIB PARALLEL DAT,0926-8782,0.286,0.684,Theory & Methods,2011
INTERNATIONAL JOURNAL OF COMPUTATIONAL GEOMETRY & APPLICATIONS,INT J COMPUT GEOM AP,0218-1959,0.292,0.476,Theory & Methods,2011
Journal of Cellular Automata,J CELL AUTOM,1557-5969,0.340,0.450,Theory & Methods,2011
COMPUTER SYSTEMS SCIENCE AND ENGINEERING,COMPUT SYST SCI ENG,0267-6192,0.371,0.381,Theory & Methods,2011
IEEE ANNALS OF THE HISTORY OF COMPUTING,IEEE ANN HIST COMPUT,1058-6180,0.378,0.522,Theory & Methods,2011
INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,INT J FOUND COMPUT S,0129-0541,0.379,0.405,Theory & Methods,2011
Logical Methods in Computer Science,LOG METH COMPUT SCI,1860-5974,0.393,Not Available,Theory & Methods,2011
JOURNAL OF UNIVERSAL COMPUTER SCIENCE,J UNIVERS COMPUT SCI,0948-695X,0.398,0.489,Theory & Methods,2011
JOURNAL OF COMPUTATIONAL ANALYSIS AND APPLICATIONS,J COMPUT ANAL APPL,1521-1398,0.417,0.412,Theory & Methods,2011
International Journal of Information Security,INT J INF SECUR,1615-5262,0.421,Not Available,Theory & Methods,2011
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,0.438,0.994,Theory & Methods,2011
THEORY OF COMPUTING SYSTEMS,THEOR COMPUT SYST,1432-4350,0.442,0.577,Theory & Methods,2011
IET Computers and Digital Techniques,IET COMPUT DIGIT TEC,1751-8601,0.446,0.537,Theory & Methods,2011
Advances in Mathematics of Communications,ADV MATH COMMUN,1930-5346,0.462,0.476,Theory & Methods,2011
Problems of Information Transmission,PROBL INFORM TRANSM+,0032-9460,0.484,Not Available,Theory & Methods,2011
Journal of Algorithms-Cognition Informatics and Logic,J ALGORITHMS,0196-6774,0.500,0.915,Theory & Methods,2011
JOURNAL OF LOGIC AND ALGEBRAIC PROGRAMMING,J LOGIC ALGEBR PROGR,1567-8326,0.506,0.577,Theory & Methods,2011
Cluster Computing-The Journal of Networks Software Tools and Applications,CLUSTER COMPUT,1386-7857,0.519,0.634,Theory & Methods,2011
INFORMATION AND COMPUTATION,INFORM COMPUT,0890-5401,0.560,0.760,Theory & Methods,2011
ACM Transactions on Architecture and Code Optimization,ACM T ARCHIT CODE OP,1544-3566,0.568,Not Available,Theory & Methods,2011
INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING,INT J PARALLEL PROG,0885-7458,0.569,0.559,Theory & Methods,2011
Journal of Applied Logic,J APPL LOGIC,1570-8683,0.574,Not Available,Theory & Methods,2011
MICROPROCESSORS AND MICROSYSTEMS,MICROPROCESS MICROSY,0141-9331,0.575,0.570,Theory & Methods,2011
JOURNAL OF SUPERCOMPUTING,J SUPERCOMPUT,0920-8542,0.578,0.523,Theory & Methods,2011
