Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
INTERNATIONAL JOURNAL OF COMPUTATIONAL GEOMETRY & APPLICATIONS,INT J COMPUT GEOM AP,0218-1959,0.082,0.238,Theory & Methods,2013
CRYPTOLOGIA,CRYPTOLOGIA,0161-1194,0.179,0.212,Theory & Methods,2013
COMPUTER SYSTEMS SCIENCE AND ENGINEERING,COMPUT SYST SCI ENG,0267-6192,0.235,0.240,Theory & Methods,2013
Journal of Cellular Automata,J CELL AUTOM,1557-5969,0.235,0.353,Theory & Methods,2013
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,J COMPUT SYS SC INT+,1064-2307,0.265,0.235,Theory & Methods,2013
INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,INT J FOUND COMPUT S,0129-0541,0.326,0.400,Theory & Methods,2013
MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,MATH STRUCT COMP SCI,0960-1295,0.353,0.503,Theory & Methods,2013
IET Computers and Digital Techniques,IET COMPUT DIGIT TEC,1751-8601,0.360,0.469,Theory & Methods,2013
Problems of Information Transmission,PROBL INFORM TRANSM+,0032-9460,0.371,0.436,Theory & Methods,2013
JOURNAL OF LOGIC AND ALGEBRAIC PROGRAMMING,J LOGIC ALGEBR PROGR,1567-8326,0.383,0.471,Theory & Methods,2013
Journal of Applied Logic,J APPL LOGIC,1570-8683,0.395,Not Available,Theory & Methods,2013
ACM Transactions on Algorithms,ACM T ALGORITHMS,1549-6325,0.400,0.661,Theory & Methods,2013
DISTRIBUTED COMPUTING,DISTRIB COMPUT,0178-2770,0.400,0.585,Theory & Methods,2013
JOURNAL OF UNIVERSAL COMPUTER SCIENCE,J UNIVERS COMPUT SCI,0948-695X,0.401,0.533,Theory & Methods,2013
FORMAL METHODS IN SYSTEM DESIGN,FORM METHOD SYST DES,0925-9856,0.404,0.942,Theory & Methods,2013
Frontiers of Computer Science,FRONT COMPUT SCI-CHI,2095-2228,0.405,Not Available,Theory & Methods,2013
International Journal of Unconventional Computing,INT J UNCONV COMPUT,1548-7199,0.433,0.373,Theory & Methods,2013
Logical Methods in Computer Science,LOG METH COMPUT SCI,1860-5974,0.443,0.497,Theory & Methods,2013
MULTIMEDIA SYSTEMS,MULTIMEDIA SYST,0942-4962,0.443,0.864,Theory & Methods,2013
Journal of Web Engineering,J WEB ENG,1540-9589,0.444,0.338,Theory & Methods,2013
THEORY OF COMPUTING SYSTEMS,THEOR COMPUT SYST,1432-4350,0.452,0.444,Theory & Methods,2013
Romanian Journal of Information Science and Technology,ROM J INF SCI TECH,1453-8245,0.453,0.344,Theory & Methods,2013
INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING,INT J PARALLEL PROG,0885-7458,0.500,0.478,Theory & Methods,2013
Malaysian Journal of Computer Science,MALAYS J COMPUT SCI,0127-9084,0.500,0.574,Theory & Methods,2013
IBM JOURNAL OF RESEARCH AND DEVELOPMENT,IBM J RES DEV,0018-8646,0.504,1.336,Theory & Methods,2013
JOURNAL OF LOGIC AND COMPUTATION,J LOGIC COMPUT,0955-792X,0.504,0.638,Theory & Methods,2013
THEORETICAL COMPUTER SCIENCE,THEOR COMPUT SCI,0304-3975,0.516,0.652,Theory & Methods,2013
IEEE ANNALS OF THE HISTORY OF COMPUTING,IEEE ANN HIST COMPUT,1058-6180,0.524,0.389,Theory & Methods,2013
Natural Computing,NAT COMPUT,1567-7818,0.539,Not Available,Theory & Methods,2013
APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,APPL ALGEBR ENG COMM,0938-1279,0.561,0.642,Theory & Methods,2013
COMPUTATIONAL COMPLEXITY,COMPUT COMPLEX,1016-3328,0.568,1.224,Theory & Methods,2013
NEW GENERATION COMPUTING,NEW GENERAT COMPUT,0288-3635,0.594,0.966,Theory & Methods,2013
ACM Transactions on Architecture and Code Optimization,ACM T ARCHIT CODE OP,1544-3566,0.597,0.795,Theory & Methods,2013
MICROPROCESSORS AND MICROSYSTEMS,MICROPROCESS MICROSY,0141-9331,0.598,0.570,Theory & Methods,2013
INFORMATION AND COMPUTATION,INFORM COMPUT,0890-5401,0.604,0.657,Theory & Methods,2013
DISCRETE & COMPUTATIONAL GEOMETRY,DISCRETE COMPUT GEOM,0179-5376,0.606,0.723,Theory & Methods,2013
REAL-TIME SYSTEMS,REAL-TIME SYST,0922-6443,0.614,0.814,Theory & Methods,2013
ACM TRANSACTIONS ON COMPUTER SYSTEMS,ACM T COMPUT SYST,0734-2071,0.615,1.846,Theory & Methods,2013
COMBINATORICS PROBABILITY & COMPUTING,COMB PROBAB COMPUT,0963-5483,0.619,0.818,Theory & Methods,2013
IET Information Security,IET INFORM SECUR,1751-8709,0.631,0.659,Theory & Methods,2013
ACM Transactions on Computational Logic,ACM T COMPUT LOG,1529-3785,0.636,0.630,Theory & Methods,2013
Cryptography and Communications-Discrete-Structures Boolean Functions and Sequences,CRYPTOGR COMMUN,1936-2447,0.647,0.615,Theory & Methods,2013
Advances in Mathematics of Communications,ADV MATH COMMUN,1930-5346,0.651,0.598,Theory & Methods,2013
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,1542-3980,0.667,0.684,Theory & Methods,2013
JOURNAL OF SYMBOLIC COMPUTATION,J SYMB COMPUT,0747-7171,0.709,0.773,Theory & Methods,2013
JOURNAL OF COMPUTATIONAL ANALYSIS AND APPLICATIONS,J COMPUT ANAL APPL,1521-1398,0.720,0.618,Theory & Methods,2013
DESIGNS CODES AND CRYPTOGRAPHY,DESIGN CODE CRYPTOGR,0925-1022,0.730,0.700,Theory & Methods,2013
EXPERT SYSTEMS,EXPERT SYST,0266-4720,0.750,0.832,Theory & Methods,2013
INFORMATION SYSTEMS FRONTIERS,INFORM SYST FRONT,1387-3326,0.761,1.181,Theory & Methods,2013
SIAM JOURNAL ON COMPUTING,SIAM J COMPUT,0097-5397,0.762,1.285,Theory & Methods,2013
CONNECTION SCIENCE,CONNECT SCI,0954-0091,0.769,0.885,Theory & Methods,2013
JOURNAL OF CRYPTOLOGY,J CRYPTOL,0933-2790,0.771,1.037,Theory & Methods,2013
CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,CONCURR COMP-PRACT E,1532-0626,0.784,0.854,Theory & Methods,2013
ACM Transactions on Autonomous and Adaptive Systems,ACM T AUTON ADAP SYS,1556-4665,0.785,1.286,Theory & Methods,2013
INTERNATIONAL JOURNAL OF GENERAL SYSTEMS,INT J GEN SYST,0308-1079,0.786,0.848,Theory & Methods,2013
JOURNAL OF SUPERCOMPUTING,J SUPERCOMPUT,0920-8542,0.841,0.870,Theory & Methods,2013
Applied Ontology,APPL ONTOL,1570-5838,0.844,Not Available,Theory & Methods,2013
COMPUTER JOURNAL,COMPUT J,0010-4620,0.888,1.024,Theory & Methods,2013
PERFORMANCE EVALUATION,PERFORM EVALUATION,0166-5316,0.888,1.166,Theory & Methods,2013
THEORY AND PRACTICE OF LOGIC PROGRAMMING,THEOR PRACT LOG PROG,1471-0684,0.896,0.900,Theory & Methods,2013
