Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
Romanian Journal of Information Science and Technology,ROM J INF SCI TECH,1453-8245,0.075,Not Available,Theory & Methods,2009
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,J COMPUT SYS SC INT+,1064-2307,0.168,0.147,Theory & Methods,2009
COMPUTER SYSTEMS SCIENCE AND ENGINEERING,COMPUT SYST SCI ENG,0267-6192,0.222,0.196,Theory & Methods,2009
CRYPTOLOGIA,CRYPTOLOGIA,0161-1194,0.229,0.157,Theory & Methods,2009
IEEE ANNALS OF THE HISTORY OF COMPUTING,IEEE ANN HIST COMPUT,1058-6180,0.295,0.375,Theory & Methods,2009
Journal of Cellular Automata,J CELL AUTOM,1557-5969,0.325,Not Available,Theory & Methods,2009
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,1542-3980,0.343,0.424,Theory & Methods,2009
NEW GENERATION COMPUTING,NEW GENERAT COMPUT,0288-3635,0.364,0.673,Theory & Methods,2009
INTERNATIONAL JOURNAL OF COMPUTATIONAL GEOMETRY & APPLICATIONS,INT J COMPUT GEOM AP,0218-1959,0.392,0.550,Theory & Methods,2009
Problems of Information Transmission,PROBL INFORM TRANSM+,0032-9460,0.393,Not Available,Theory & Methods,2009
Journal of Algorithms-Cognition Informatics and Logic,J ALGORITHMS,0196-6774,0.444,1.674,Theory & Methods,2009
INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,INT J FOUND COMPUT S,0129-0541,0.512,0.615,Theory & Methods,2009
MICROPROCESSORS AND MICROSYSTEMS,MICROPROCESS MICROSY,0141-9331,0.516,0.558,Theory & Methods,2009
MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,MULTIDIM SYST SIGN P,0923-6082,0.524,0.624,Theory & Methods,2009
APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,APPL ALGEBR ENG COMM,0938-1279,0.525,0.763,Theory & Methods,2009
Journal of Web Engineering,J WEB ENG,1540-9589,0.531,Not Available,Theory & Methods,2009
ACM Transactions on Architecture and Code Optimization,ACM T ARCHIT CODE OP,1544-3566,0.595,Not Available,Theory & Methods,2009
INTERNATIONAL JOURNAL OF GENERAL SYSTEMS,INT J GEN SYST,0308-1079,0.611,1.039,Theory & Methods,2009
MULTIMEDIA TOOLS AND APPLICATIONS,MULTIMED TOOLS APPL,1380-7501,0.626,0.712,Theory & Methods,2009
IET Computers and Digital Techniques,IET COMPUT DIGIT TEC,1751-8601,0.629,0.629,Theory & Methods,2009
INTERNATIONAL JOURNAL OF QUANTUM INFORMATION,INT J QUANTUM INF,0219-7499,0.632,0.637,Theory & Methods,2009
COMBINATORICS PROBABILITY & COMPUTING,COMB PROBAB COMPUT,0963-5483,0.645,0.836,Theory & Methods,2009
JOURNAL OF UNIVERSAL COMPUTER SCIENCE,J UNIVERS COMPUT SCI,0948-695X,0.669,0.788,Theory & Methods,2009
International Journal of Unconventional Computing,INT J UNCONV COMPUT,1548-7199,0.684,Not Available,Theory & Methods,2009
JOURNAL OF SUPERCOMPUTING,J SUPERCOMPUT,0920-8542,0.687,0.664,Theory & Methods,2009
Cluster Computing-The Journal of Networks Software Tools and Applications,CLUSTER COMPUT,1386-7857,0.695,Not Available,Theory & Methods,2009
JOURNAL OF COMPUTATIONAL ANALYSIS AND APPLICATIONS,J COMPUT ANAL APPL,1521-1398,0.697,0.605,Theory & Methods,2009
MULTIMEDIA SYSTEMS,MULTIMEDIA SYST,0942-4962,0.724,0.852,Theory & Methods,2009
THEORY OF COMPUTING SYSTEMS,THEOR COMPUT SYST,1432-4350,0.726,0.868,Theory & Methods,2009
JOURNAL OF LOGIC AND COMPUTATION,J LOGIC COMPUT,0955-792X,0.789,1.075,Theory & Methods,2009
CONNECTION SCIENCE,CONNECT SCI,0954-0091,0.806,1.224,Theory & Methods,2009
INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING,INT J PARALLEL PROG,0885-7458,0.816,0.902,Theory & Methods,2009
DESIGNS CODES AND CRYPTOGRAPHY,DESIGN CODE CRYPTOGR,0925-1022,0.825,0.845,Theory & Methods,2009
MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,MATH STRUCT COMP SCI,0960-1295,0.838,1.073,Theory & Methods,2009
Advances in Mathematics of Communications,ADV MATH COMMUN,1930-5346,0.847,0.881,Theory & Methods,2009
JOURNAL OF SYMBOLIC COMPUTATION,J SYMB COMPUT,0747-7171,0.853,0.909,Theory & Methods,2009
DISTRIBUTED AND PARALLEL DATABASES,DISTRIB PARALLEL DAT,0926-8782,0.857,1.543,Theory & Methods,2009
IET Information Security,IET INFORM SECUR,1751-8709,0.892,0.892,Theory & Methods,2009
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,INT J SYST SCI,0020-7721,0.918,0.944,Theory & Methods,2009
DISCRETE & COMPUTATIONAL GEOMETRY,DISCRETE COMPUT GEOM,0179-5376,0.935,1.022,Theory & Methods,2009
THEORETICAL COMPUTER SCIENCE,THEOR COMPUT SCI,0304-3975,0.943,1.103,Theory & Methods,2009
CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,CONCURR COMP-PRACT E,1532-0626,1.004,1.322,Theory & Methods,2009
COMPUTING,COMPUTING,0010-485X,1.033,1.241,Theory & Methods,2009
Logical Methods in Computer Science,LOG METH COMPUT SCI,1860-5974,1.036,Not Available,Theory & Methods,2009
