Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
CRYPTOLOGIA,CRYPTOLOGIA,0161-1194,0.186,0.136,Theory & Methods,2010
Romanian Journal of Information Science and Technology,ROM J INF SCI TECH,1453-8245,0.188,0.233,Theory & Methods,2010
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,J COMPUT SYS SC INT+,1064-2307,0.191,0.182,Theory & Methods,2010
APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,APPL ALGEBR ENG COMM,0938-1279,0.292,0.627,Theory & Methods,2010
Journal of Web Engineering,J WEB ENG,1540-9589,0.300,Not Available,Theory & Methods,2010
INTERNATIONAL JOURNAL OF COMPUTATIONAL GEOMETRY & APPLICATIONS,INT J COMPUT GEOM AP,0218-1959,0.304,0.532,Theory & Methods,2010
IEEE ANNALS OF THE HISTORY OF COMPUTING,IEEE ANN HIST COMPUT,1058-6180,0.311,0.383,Theory & Methods,2010
COMPUTER SYSTEMS SCIENCE AND ENGINEERING,COMPUT SYST SCI ENG,0267-6192,0.319,0.314,Theory & Methods,2010
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,1542-3980,0.333,0.439,Theory & Methods,2010
Malaysian Journal of Computer Science,MALAYS J COMPUT SCI,0127-9084,0.364,Not Available,Theory & Methods,2010
International Journal of Unconventional Computing,INT J UNCONV COMPUT,1548-7199,0.367,Not Available,Theory & Methods,2010
NEW GENERATION COMPUTING,NEW GENERAT COMPUT,0288-3635,0.412,0.531,Theory & Methods,2010
Problems of Information Transmission,PROBL INFORM TRANSM+,0032-9460,0.418,Not Available,Theory & Methods,2010
JOURNAL OF COMPUTATIONAL ANALYSIS AND APPLICATIONS,J COMPUT ANAL APPL,1521-1398,0.453,0.386,Theory & Methods,2010
INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,INT J FOUND COMPUT S,0129-0541,0.459,0.545,Theory & Methods,2010
MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,MATH STRUCT COMP SCI,0960-1295,0.474,0.985,Theory & Methods,2010
Journal of Cellular Automata,J CELL AUTOM,1557-5969,0.475,0.531,Theory & Methods,2010
IET Computers and Digital Techniques,IET COMPUT DIGIT TEC,1751-8601,0.484,0.483,Theory & Methods,2010
Advances in Mathematics of Communications,ADV MATH COMMUN,1930-5346,0.544,0.522,Theory & Methods,2010
JOURNAL OF SUPERCOMPUTING,J SUPERCOMPUT,0920-8542,0.545,0.530,Theory & Methods,2010
MICROPROCESSORS AND MICROSYSTEMS,MICROPROCESS MICROSY,0141-9331,0.545,0.557,Theory & Methods,2010
JOURNAL OF LOGIC AND ALGEBRAIC PROGRAMMING,J LOGIC ALGEBR PROGR,1567-8326,0.552,0.701,Theory & Methods,2010
INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING,INT J PARALLEL PROG,0885-7458,0.554,0.712,Theory & Methods,2010
JOURNAL OF UNIVERSAL COMPUTER SCIENCE,J UNIVERS COMPUT SCI,0948-695X,0.578,0.600,Theory & Methods,2010
JOURNAL OF LOGIC AND COMPUTATION,J LOGIC COMPUT,0955-792X,0.586,0.860,Theory & Methods,2010
THEORY OF COMPUTING SYSTEMS,THEOR COMPUT SYST,1432-4350,0.600,0.732,Theory & Methods,2010
INTERNATIONAL JOURNAL OF GENERAL SYSTEMS,INT J GEN SYST,0308-1079,0.641,0.867,Theory & Methods,2010
Journal of Algorithms-Cognition Informatics and Logic,J ALGORITHMS,0196-6774,0.667,1.374,Theory & Methods,2010
Cluster Computing-The Journal of Networks Software Tools and Applications,CLUSTER COMPUT,1386-7857,0.679,0.747,Theory & Methods,2010
DISTRIBUTED AND PARALLEL DATABASES,DISTRIB PARALLEL DAT,0926-8782,0.710,0.890,Theory & Methods,2010
EXPERT SYSTEMS,EXPERT SYST,0266-4720,0.733,0.883,Theory & Methods,2010
DESIGNS CODES AND CRYPTOGRAPHY,DESIGN CODE CRYPTOGR,0925-1022,0.771,0.873,Theory & Methods,2010
JOURNAL OF COMPLEXITY,J COMPLEXITY,0885-064X,0.781,0.986,Theory & Methods,2010
REAL-TIME SYSTEMS,REAL-TIME SYST,0922-6443,0.796,1.126,Theory & Methods,2010
MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,MULTIDIM SYST SIGN P,0923-6082,0.822,0.729,Theory & Methods,2010
ACM Transactions on Architecture and Code Optimization,ACM T ARCHIT CODE OP,1544-3566,0.824,Not Available,Theory & Methods,2010
INFORMATION AND COMPUTATION,INFORM COMPUT,0890-5401,0.825,1.238,Theory & Methods,2010
DISCRETE & COMPUTATIONAL GEOMETRY,DISCRETE COMPUT GEOM,0179-5376,0.831,1.183,Theory & Methods,2010
JOURNAL OF SYMBOLIC COMPUTATION,J SYMB COMPUT,0747-7171,0.838,0.817,Theory & Methods,2010
THEORETICAL COMPUTER SCIENCE,THEOR COMPUT SCI,0304-3975,0.838,1.087,Theory & Methods,2010
IET Information Security,IET INFORM SECUR,1751-8709,0.862,1.020,Theory & Methods,2010
INTERNATIONAL JOURNAL OF QUANTUM INFORMATION,INT J QUANTUM INF,0219-7499,0.864,0.720,Theory & Methods,2010
Logical Methods in Computer Science,LOG METH COMPUT SCI,1860-5974,0.864,Not Available,Theory & Methods,2010
CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,CONCURR COMP-PRACT E,1532-0626,0.907,1.093,Theory & Methods,2010
MULTIMEDIA TOOLS AND APPLICATIONS,MULTIMED TOOLS APPL,1380-7501,0.914,0.897,Theory & Methods,2010
ACM Transactions on Algorithms,ACM T ALGORITHMS,1549-6325,0.932,Not Available,Theory & Methods,2010
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,INT J SYST SCI,0020-7721,0.948,1.060,Theory & Methods,2010
COMPUTING,COMPUTING,0010-485X,0.959,1.087,Theory & Methods,2010
COMBINATORICS PROBABILITY & COMPUTING,COMB PROBAB COMPUT,0963-5483,0.990,1.008,Theory & Methods,2010
ACM Transactions on Autonomous and Adaptive Systems,ACM T AUTON ADAP SYS,1556-4665,1.000,1.645,Theory & Methods,2010
CONNECTION SCIENCE,CONNECT SCI,0954-0091,1.057,1.340,Theory & Methods,2010
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,1.066,1.656,Theory & Methods,2010
JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,J PARALLEL DISTR COM,0743-7315,1.078,1.065,Theory & Methods,2010
PARALLEL COMPUTING,PARALLEL COMPUT,0167-8191,1.086,1.379,Theory & Methods,2010
International Journal of Information Security,INT J INF SECUR,1615-5262,1.094,Not Available,Theory & Methods,2010
FORMAL METHODS IN SYSTEM DESIGN,FORM METHOD SYST DES,0925-9856,1.158,0.848,Theory & Methods,2010
Genetic Programming and Evolvable Machines,GENET PROGRAM EVOL M,1389-2576,1.167,Not Available,Theory & Methods,2010
PERFORMANCE EVALUATION,PERFORM EVALUATION,0166-5316,1.168,1.516,Theory & Methods,2010
INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,INT J HIGH PERFORM C,1094-3420,1.171,1.616,Theory & Methods,2010
MULTIMEDIA SYSTEMS,MULTIMEDIA SYST,0942-4962,1.176,1.031,Theory & Methods,2010
