Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
COMBINATORICS PROBABILITY & COMPUTING,COMB PROBAB COMPUT,0963-5483,0.368,Not Available,Theory & Methods,2000
REAL-TIME SYSTEMS,REAL-TIME SYST,0922-6443,0.356,Not Available,Theory & Methods,2000
INTERNATIONAL JOURNAL OF COMPUTATIONAL GEOMETRY & APPLICATIONS,INT J COMPUT GEOM AP,0218-1959,0.339,Not Available,Theory & Methods,2000
JOURNAL OF OBJECT-ORIENTED PROGRAMMING,J OBJECT-ORIENT PROG,0896-8438,0.336,Not Available,Theory & Methods,2000
IEE PROCEEDINGS-COMPUTERS AND DIGITAL TECHNIQUES,IEE P-COMPUT DIG T,1350-2387,0.315,Not Available,Theory & Methods,2000
REAL-TIME IMAGING,REAL-TIME IMAGING,1077-2014,0.303,Not Available,Theory & Methods,2000
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,INT J SYST SCI,0020-7721,0.290,Not Available,Theory & Methods,2000
IEEE ANNALS OF THE HISTORY OF COMPUTING,IEEE ANN HIST COMPUT,1058-6180,0.271,Not Available,Theory & Methods,2000
INTERNATIONAL JOURNAL OF GENERAL SYSTEMS,INT J GEN SYST,0308-1079,0.268,Not Available,Theory & Methods,2000
JOURNAL OF SUPERCOMPUTING,J SUPERCOMPUT,0920-8542,0.267,Not Available,Theory & Methods,2000
EXPERT SYSTEMS,EXPERT SYST,0266-4720,0.176,Not Available,Theory & Methods,2000
MULTIMEDIA TOOLS AND APPLICATIONS,MULTIMED TOOLS APPL,1380-7501,0.154,Not Available,Theory & Methods,2000
INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING,INT J PARALLEL PROG,0885-7458,0.125,Not Available,Theory & Methods,2000
COMPUTER SYSTEMS SCIENCE AND ENGINEERING,COMPUT SYST SCI ENG,0267-6192,0.113,Not Available,Theory & Methods,2000
MICROPROCESSORS AND MICROSYSTEMS,MICROPROCESS MICROSY,0141-9331,0.107,Not Available,Theory & Methods,2000
INTERNATIONAL JOURNAL OF HIGH SPEED COMPUTING,INT J HIGH SPEED COM,0129-0533,0.050,Not Available,Theory & Methods,2000
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,J COMPUT SYS SC INT+,1064-2307,0.016,Not Available,Theory & Methods,2000
CHICAGO JOURNAL OF THEORETICAL COMPUTER SCIENCE,CHIC J THEOR COMPUT,1073-0486,0.000,Not Available,Theory & Methods,2000
JOOP-JOURNAL OF OBJECT-ORIENTED PROGRAMMING,JOOP,1097-1408,Not Available,Not Available,Theory & Methods,2000
