Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,J COMPUT SYS SC INT+,1064-2307,0.145,0.132,Theory & Methods,2007
CRYPTOLOGIA,CRYPTOLOGIA,0161-1194,0.152,0.117,Theory & Methods,2007
JOURNAL OF COMPUTATIONAL ANALYSIS AND APPLICATIONS,J COMPUT ANAL APPL,1521-1398,0.245,0.263,Theory & Methods,2007
JOURNAL OF SUPERCOMPUTING,J SUPERCOMPUT,0920-8542,0.246,0.418,Theory & Methods,2007
INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING,INT J PARALLEL PROG,0885-7458,0.255,0.347,Theory & Methods,2007
INTERNATIONAL JOURNAL OF COMPUTATIONAL GEOMETRY & APPLICATIONS,INT J COMPUT GEOM AP,0218-1959,0.298,0.561,Theory & Methods,2007
JOURNAL OF UNIVERSAL COMPUTER SCIENCE,J UNIVERS COMPUT SCI,0948-695X,0.315,0.414,Theory & Methods,2007
IEEE ANNALS OF THE HISTORY OF COMPUTING,IEEE ANN HIST COMPUT,1058-6180,0.340,0.475,Theory & Methods,2007
COMPUTER SYSTEMS SCIENCE AND ENGINEERING,COMPUT SYST SCI ENG,0267-6192,0.370,0.326,Theory & Methods,2007
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,1542-3980,0.407,Not Available,Theory & Methods,2007
EXPERT SYSTEMS,EXPERT SYST,0266-4720,0.413,0.684,Theory & Methods,2007
Cluster Computing-The Journal of Networks Software Tools and Applications,CLUSTER COMPUT,1386-7857,0.424,Not Available,Theory & Methods,2007
INFORMATION SYSTEMS FRONTIERS,INFORM SYST FRONT,1387-3326,0.436,0.570,Theory & Methods,2007
MULTIMEDIA TOOLS AND APPLICATIONS,MULTIMED TOOLS APPL,1380-7501,0.458,0.496,Theory & Methods,2007
MULTIMEDIA SYSTEMS,MULTIMEDIA SYST,0942-4962,0.489,0.792,Theory & Methods,2007
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,INT J SYST SCI,0020-7721,0.492,0.549,Theory & Methods,2007
MICROPROCESSORS AND MICROSYSTEMS,MICROPROCESS MICROSY,0141-9331,0.524,0.526,Theory & Methods,2007
APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,APPL ALGEBR ENG COMM,0938-1279,0.528,0.535,Theory & Methods,2007
MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,MULTIDIM SYST SIGN P,0923-6082,0.545,0.506,Theory & Methods,2007
INTERNATIONAL JOURNAL OF GENERAL SYSTEMS,INT J GEN SYST,0308-1079,0.551,0.634,Theory & Methods,2007
REAL-TIME SYSTEMS,REAL-TIME SYST,0922-6443,0.560,1.073,Theory & Methods,2007
INTERNATIONAL JOURNAL OF QUANTUM INFORMATION,INT J QUANTUM INF,0219-7499,0.568,Not Available,Theory & Methods,2007
JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,J PARALLEL DISTR COM,0743-7315,0.574,0.891,Theory & Methods,2007
DISCRETE & COMPUTATIONAL GEOMETRY,DISCRETE COMPUT GEOM,0179-5376,0.616,0.731,Theory & Methods,2007
PERFORMANCE EVALUATION,PERFORM EVALUATION,0166-5316,0.616,0.840,Theory & Methods,2007
COMBINATORICS PROBABILITY & COMPUTING,COMB PROBAB COMPUT,0963-5483,0.619,0.689,Theory & Methods,2007
THEORY OF COMPUTING SYSTEMS,THEOR COMPUT SYST,1432-4350,0.625,0.722,Theory & Methods,2007
JOURNAL OF HEURISTICS,J HEURISTICS,1381-1231,0.644,1.384,Theory & Methods,2007
INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,INT J FOUND COMPUT S,0129-0541,0.656,Not Available,Theory & Methods,2007
JOURNAL OF SYMBOLIC COMPUTATION,J SYMB COMPUT,0747-7171,0.658,0.739,Theory & Methods,2007
DESIGNS CODES AND CRYPTOGRAPHY,DESIGN CODE CRYPTOGR,0925-1022,0.681,0.692,Theory & Methods,2007
Journal of Cellular Automata,J CELL AUTOM,1557-5969,0.684,0.684,Theory & Methods,2007
FORMAL METHODS IN SYSTEM DESIGN,FORM METHOD SYST DES,0925-9856,0.689,0.928,Theory & Methods,2007
MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,MATH STRUCT COMP SCI,0960-1295,0.709,Not Available,Theory & Methods,2007
THEORETICAL COMPUTER SCIENCE,THEOR COMPUT SCI,0304-3975,0.735,0.898,Theory & Methods,2007
DISTRIBUTED AND PARALLEL DATABASES,DISTRIB PARALLEL DAT,0926-8782,0.771,1.785,Theory & Methods,2007
THEORY AND PRACTICE OF LOGIC PROGRAMMING,THEOR PRACT LOG PROG,1471-0684,0.778,0.972,Theory & Methods,2007
JOURNAL OF COMPLEXITY,J COMPLEXITY,0885-064X,0.793,1.168,Theory & Methods,2007
JOURNAL OF SYSTEMS AND SOFTWARE,J SYST SOFTWARE,0164-1212,0.799,0.898,Theory & Methods,2007
JOURNAL OF LOGIC AND COMPUTATION,J LOGIC COMPUT,0955-792X,0.821,1.115,Theory & Methods,2007
PARALLEL COMPUTING,PARALLEL COMPUT,0167-8191,0.825,1.012,Theory & Methods,2007
NEW GENERATION COMPUTING,NEW GENERAT COMPUT,0288-3635,0.854,0.981,Theory & Methods,2007
IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART A-SYSTEMS AND HUMANS,IEEE T SYST MAN CY A,1083-4427,0.868,1.325,Theory & Methods,2007
JOURNAL OF LOGIC AND ALGEBRAIC PROGRAMMING,J LOGIC ALGEBR PROGR,1567-8326,0.873,1.291,Theory & Methods,2007
COMPUTING,COMPUTING,0010-485X,0.880,1.212,Theory & Methods,2007
COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,COMPUT METH PROG BIO,0169-2607,0.887,1.047,Theory & Methods,2007
CONSTRAINTS,CONSTRAINTS,1383-7133,0.969,Not Available,Theory & Methods,2007
INFORMATION AND COMPUTATION,INFORM COMPUT,0890-5401,0.983,1.247,Theory & Methods,2007
IMAGE AND VISION COMPUTING,IMAGE VISION COMPUT,0262-8856,1.027,1.659,Theory & Methods,2007
JOURNAL OF ALGORITHMS,J ALGORITHM,0196-6774,1.030,1.272,Theory & Methods,2007
IEEE Transactions on Information Forensics and Security,IEEE T INF FOREN SEC,1556-6013,1.089,1.089,Theory & Methods,2007
Future Generation Computer Systems-The International Journal of Grid Computing Theory Methods and Applications,FUTURE GENER COMP SY,0167-739X,1.095,1.079,Theory & Methods,2007
STATISTICS AND COMPUTING,STAT COMPUT,0960-3174,1.136,1.417,Theory & Methods,2007
IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,IEEE T PARALL DISTR,1045-9219,1.146,1.635,Theory & Methods,2007
CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,CONCURR COMP-PRACT E,1532-0626,1.154,0.940,Theory & Methods,2007
COMPUTATIONAL COMPLEXITY,COMPUT COMPLEX,1016-3328,1.182,1.592,Theory & Methods,2007
JOURNAL OF COMPUTER AND SYSTEM SCIENCES,J COMPUT SYST SCI,0022-0000,1.185,1.633,Theory & Methods,2007
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,1.190,1.506,Theory & Methods,2007
IBM SYSTEMS JOURNAL,IBM SYST J,0018-8670,1.214,1.477,Theory & Methods,2007
SIAM JOURNAL ON COMPUTING,SIAM J COMPUT,0097-5397,1.310,1.743,Theory & Methods,2007
INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,INT J HIGH PERFORM C,1094-3420,1.319,1.427,Theory & Methods,2007
FUZZY SETS AND SYSTEMS,FUZZY SET SYST,0165-0114,1.373,1.618,Theory & Methods,2007
DISTRIBUTED COMPUTING,DISTRIB COMPUT,0178-2770,1.458,1.771,Theory & Methods,2007
CONNECTION SCIENCE,CONNECT SCI,0954-0091,1.500,1.479,Theory & Methods,2007
EVOLUTIONARY COMPUTATION,EVOL COMPUT,1063-6560,1.575,2.946,Theory & Methods,2007
COMMUNICATIONS OF THE ACM,COMMUN ACM,0001-0782,1.593,2.142,Theory & Methods,2007
ARTIFICIAL LIFE,ARTIF LIFE,1064-5462,1.644,2.496,Theory & Methods,2007
JOURNAL OF CRYPTOLOGY,J CRYPTOL,0933-2790,1.824,3.040,Theory & Methods,2007
IEEE-ACM TRANSACTIONS ON NETWORKING,IEEE ACM T NETWORK,1063-6692,1.831,3.197,Theory & Methods,2007
FOUNDATIONS OF COMPUTATIONAL MATHEMATICS,FOUND COMPUT MATH,1615-3375,1.833,2.029,Theory & Methods,2007
ACM TRANSACTIONS ON COMPUTER SYSTEMS,ACM T COMPUT SYST,0734-2071,1.917,2.690,Theory & Methods,2007
QUANTUM INFORMATION & COMPUTATION,QUANTUM INF COMPUT,1533-7146,1.988,2.536,Theory & Methods,2007
REAL-TIME IMAGING,REAL-TIME IMAGING,1077-2014,2.270,1.287,Theory & Methods,2007
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,IEEE T EVOLUT COMPUT,1089-778X,2.426,6.033,Theory & Methods,2007
HUMAN-COMPUTER INTERACTION,HUM-COMPUT INTERACT,0737-0024,2.476,6.275,Theory & Methods,2007
IEEE TRANSACTIONS ON NEURAL NETWORKS,IEEE T NEURAL NETWOR,1045-9227,2.769,3.442,Theory & Methods,2007
JOURNAL OF THE ACM,J ACM,0004-5411,3.136,3.925,Theory & Methods,2007
ACM COMPUTING SURVEYS,ACM COMPUT SURV,0360-0300,5.250,11.286,Theory & Methods,2007
IET Computers and Digital Techniques,IET COMPUT DIGIT TEC,1751-8601,Not Available,0.000,Theory & Methods,2007
