Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
AMERICAN BIOLOGY TEACHER,AM BIOL TEACH,0002-7685,0.090,0.233,Scientific Disciplines,2010
Revista Brasileira de Ensino de Fisica,REV BRAS ENSINO FIS,1806-1117,0.152,Not Available,Scientific Disciplines,2010
INTERNATIONAL JOURNAL OF ELECTRICAL ENGINEERING EDUCATION,INT J ELEC ENG EDUC,0020-7209,0.158,0.264,Scientific Disciplines,2010
Indian Journal of Pharmaceutical Education and Research,INDIAN J PHARM EDUC,0019-5464,0.163,Not Available,Scientific Disciplines,2010
INTERNATIONAL JOURNAL OF TECHNOLOGY AND DESIGN EDUCATION,INT J TECHNOL DES ED,0957-7572,0.283,0.551,Scientific Disciplines,2010
COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,COMPUT APPL ENG EDUC,1061-3773,0.321,0.533,Scientific Disciplines,2010
JOURNAL OF BIOLOGICAL EDUCATION,J BIOL EDUC,0021-9266,0.367,0.576,Scientific Disciplines,2010
JOURNAL OF PROFESSIONAL ISSUES IN ENGINEERING EDUCATION AND PRACTICE,J PROF ISS ENG ED PR,1052-3928,0.372,0.438,Scientific Disciplines,2010
JOURNAL OF CHEMICAL EDUCATION,J CHEM EDUC,0021-9584,0.571,0.673,Scientific Disciplines,2010
BIOCHEMISTRY AND MOLECULAR BIOLOGY EDUCATION,BIOCHEM MOL BIOL EDU,1470-8175,0.619,0.654,Scientific Disciplines,2010
Chemistry Education Research and Practice,CHEM EDUC RES PRACT,1109-4028,0.662,Not Available,Scientific Disciplines,2010
TEACHING AND LEARNING IN MEDICINE,TEACH LEARN MED,1040-1334,0.679,1.051,Scientific Disciplines,2010
EUROPEAN JOURNAL OF PHYSICS,EUR J PHYS,0143-0807,0.757,0.675,Scientific Disciplines,2010
AMERICAN JOURNAL OF PHYSICS,AM J PHYS,0002-9505,0.791,0.910,Scientific Disciplines,2010
Journal of Science Education and Technology,J SCI EDUC TECHNOL,1059-0145,0.804,Not Available,Scientific Disciplines,2010
IEEE TRANSACTIONS ON EDUCATION,IEEE T EDUC,0018-9359,1.165,1.313,Scientific Disciplines,2010
CBE-Life Sciences Education,CBE-LIFE SCI EDUC,1931-7913,1.182,Not Available,Scientific Disciplines,2010
BMC Medical Education,BMC MED EDUC,1472-6920,1.201,Not Available,Scientific Disciplines,2010
European Journal of Dental Education,EUR J DENT EDUC,1396-5883,1.237,Not Available,Scientific Disciplines,2010
AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,AM J PHARM EDUC,0002-9459,1.265,1.280,Scientific Disciplines,2010
Studies in Science Education,STUD SCI EDUC,0305-7267,1.267,Not Available,Scientific Disciplines,2010
Journal of Surgical Education,J SURG EDUC,1931-7204,1.351,Not Available,Scientific Disciplines,2010
ADVANCES IN PHYSIOLOGY EDUCATION,ADV PHYSIOL EDUC,1043-4046,1.382,1.881,Scientific Disciplines,2010
ADVANCES IN HEALTH SCIENCES EDUCATION,ADV HEALTH SCI EDUC,1382-4996,1.416,1.697,Scientific Disciplines,2010
JOURNAL OF SCHOOL HEALTH,J SCHOOL HEALTH,0022-4391,1.422,1.911,Scientific Disciplines,2010
JOURNAL OF NUTRITION EDUCATION AND BEHAVIOR,J NUTR EDUC BEHAV,1499-4046,1.471,1.852,Scientific Disciplines,2010
MEDICAL TEACHER,MED TEACH,0142-159X,1.494,1.982,Scientific Disciplines,2010
JOURNAL OF ENGINEERING EDUCATION,J ENG EDUC,1069-4730,2.219,3.235,Scientific Disciplines,2010
Physical Review Special Topics-Physics Education Research,PHYS REV SPEC TOP-PH,1554-9178,2.302,3.138,Scientific Disciplines,2010
JOURNAL OF CONTINUING EDUCATION IN THE HEALTH PROFESSIONS,J CONTIN EDUC HEALTH,0894-1912,2.575,2.810,Scientific Disciplines,2010
ACADEMIC MEDICINE,ACAD MED,1040-2446,2.631,3.004,Scientific Disciplines,2010
MEDICAL EDUCATION,MED EDUC,0308-0110,2.639,3.343,Scientific Disciplines,2010
Anatomical Sciences Education,ANAT SCI EDUC,1935-9772,2.976,2.988,Scientific Disciplines,2010
