Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
Indian Journal of Pharmaceutical Education and Research,INDIAN J PHARM EDUC,0019-5464,0.106,Not Available,Scientific Disciplines,2011
Revista Brasileira de Ensino de Fisica,REV BRAS ENSINO FIS,1806-1117,0.118,Not Available,Scientific Disciplines,2011
INTERNATIONAL JOURNAL OF ELECTRICAL ENGINEERING EDUCATION,INT J ELEC ENG EDUC,0020-7209,0.119,0.178,Scientific Disciplines,2011
AMERICAN BIOLOGY TEACHER,AM BIOL TEACH,0002-7685,0.133,0.199,Scientific Disciplines,2011
COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,COMPUT APPL ENG EDUC,1061-3773,0.333,0.625,Scientific Disciplines,2011
JOURNAL OF PROFESSIONAL ISSUES IN ENGINEERING EDUCATION AND PRACTICE,J PROF ISS ENG ED PR,1052-3928,0.340,0.303,Scientific Disciplines,2011
JOURNAL OF BIOLOGICAL EDUCATION,J BIOL EDUC,0021-9266,0.391,0.600,Scientific Disciplines,2011
INTERNATIONAL JOURNAL OF TECHNOLOGY AND DESIGN EDUCATION,INT J TECHNOL DES ED,0957-7572,0.412,0.556,Scientific Disciplines,2011
INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION,INT J ENG EDUC,0949-149X,0.418,0.487,Scientific Disciplines,2011
AMERICAN JOURNAL OF PHYSICS,AM J PHYS,0002-9505,0.729,0.814,Scientific Disciplines,2011
JOURNAL OF CHEMICAL EDUCATION,J CHEM EDUC,0021-9584,0.739,0.763,Scientific Disciplines,2011
TEACHING AND LEARNING IN MEDICINE,TEACH LEARN MED,1040-1334,0.748,1.007,Scientific Disciplines,2011
EUROPEAN JOURNAL OF PHYSICS,EUR J PHYS,0143-0807,0.823,0.667,Scientific Disciplines,2011
BIOCHEMISTRY AND MOLECULAR BIOLOGY EDUCATION,BIOCHEM MOL BIOL EDU,1470-8175,0.840,0.712,Scientific Disciplines,2011
Chemistry Education Research and Practice,CHEM EDUC RES PRACT,1109-4028,0.855,Not Available,Scientific Disciplines,2011
Journal of Science Education and Technology,J SCI EDUC TECHNOL,1059-0145,0.865,Not Available,Scientific Disciplines,2011
Physical Review Special Topics-Physics Education Research,PHYS REV SPEC TOP-PH,1554-9178,0.902,1.336,Scientific Disciplines,2011
IEEE TRANSACTIONS ON EDUCATION,IEEE T EDUC,0018-9359,1.021,1.205,Scientific Disciplines,2011
BMC Medical Education,BMC MED EDUC,1472-6920,1.152,Not Available,Scientific Disciplines,2011
European Journal of Dental Education,EUR J DENT EDUC,1396-5883,1.183,Not Available,Scientific Disciplines,2011
CBE-Life Sciences Education,CBE-LIFE SCI EDUC,1931-7913,1.191,Not Available,Scientific Disciplines,2011
AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,AM J PHARM EDUC,0002-9459,1.205,1.301,Scientific Disciplines,2011
MEDICAL TEACHER,MED TEACH,0142-159X,1.217,1.653,Scientific Disciplines,2011
JOURNAL OF SCHOOL HEALTH,J SCHOOL HEALTH,0022-4391,1.337,1.910,Scientific Disciplines,2011
Journal of Surgical Education,J SURG EDUC,1931-7204,1.376,Not Available,Scientific Disciplines,2011
Studies in Science Education,STUD SCI EDUC,0305-7267,1.400,Not Available,Scientific Disciplines,2011
JOURNAL OF CONTINUING EDUCATION IN THE HEALTH PROFESSIONS,J CONTIN EDUC HEALTH,0894-1912,1.521,2.416,Scientific Disciplines,2011
ADVANCES IN PHYSIOLOGY EDUCATION,ADV PHYSIOL EDUC,1043-4046,1.547,1.825,Scientific Disciplines,2011
JOURNAL OF ENGINEERING EDUCATION,J ENG EDUC,1069-4730,1.569,2.020,Scientific Disciplines,2011
JOURNAL OF NUTRITION EDUCATION AND BEHAVIOR,J NUTR EDUC BEHAV,1499-4046,1.692,2.336,Scientific Disciplines,2011
ADVANCES IN HEALTH SCIENCES EDUCATION,ADV HEALTH SCI EDUC,1382-4996,2.089,2.059,Scientific Disciplines,2011
MEDICAL EDUCATION,MED EDUC,0308-0110,3.176,3.189,Scientific Disciplines,2011
ACADEMIC MEDICINE,ACAD MED,1040-2446,3.524,3.076,Scientific Disciplines,2011
