Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
AMERICAN JOURNAL ON MENTAL RETARDATION,AM J MENT RETARD,0895-8017,1.656,Not Available,Special Education,1998
EXCEPTIONAL CHILDREN,EXCEPT CHILDREN,0014-4029,1.380,Not Available,Special Education,1998
MENTAL RETARDATION,MENT RETARD,0047-6765,1.000,Not Available,Special Education,1998
GIFTED CHILD QUARTERLY,GIFTED CHILD QUART,0016-9862,0.956,Not Available,Special Education,1998
JOURNAL OF LEARNING DISABILITIES,J LEARN DISABIL,0022-2194,0.806,Not Available,Special Education,1998
JOURNAL OF SPECIAL EDUCATION,J SPEC EDUC,0022-4669,0.780,Not Available,Special Education,1998
LEARNING DISABILITY QUARTERLY,LEARN DISABILITY Q,0731-9487,0.780,Not Available,Special Education,1998
TOPICS IN EARLY CHILDHOOD SPECIAL EDUCATION,TOP EARLY CHILD SPEC,0271-1214,0.773,Not Available,Special Education,1998
JOURNAL OF INTELLECTUAL DISABILITY RESEARCH,J INTELL DISABIL RES,0964-2633,0.754,Not Available,Special Education,1998
JOURNAL OF EARLY INTERVENTION,J EARLY INTERVENTION,1053-8151,0.622,Not Available,Special Education,1998
JOURNAL FOR THE EDUCATION OF THE GIFTED,J EDUC GIFTED,0162-3532,0.568,Not Available,Special Education,1998
BRITISH JOURNAL OF DEVELOPMENTAL DISABILITIES,BRIT J DEV DISABIL,0969-7950,0.467,Not Available,Special Education,1998
JOURNAL OF FLUENCY DISORDERS,J FLUENCY DISORD,0094-730X,0.432,Not Available,Special Education,1998
REMEDIAL AND SPECIAL EDUCATION,REM SPEC EDUC,0741-9325,0.423,Not Available,Special Education,1998
FOCUS ON EXCEPTIONAL CHILDREN,FOCUS EXCEPT CHILD,0015-511X,0.368,Not Available,Special Education,1998
EDUCATION AND TRAINING IN MENTAL RETARDATION AND DEVELOPMENTAL DISABILITIES,EDUC TRAIN MENT RET,0013-1237,0.328,Not Available,Special Education,1998
INFANTS AND YOUNG CHILDREN,INFANT YOUNG CHILD,0896-3746,0.300,Not Available,Special Education,1998
INTERVENTION IN SCHOOL AND CLINIC,INTERV SCH CLIN,1053-4512,0.222,Not Available,Special Education,1998
ANNALS OF DYSLEXIA,ANN DYSLEXIA,0736-9387,0.192,Not Available,Special Education,1998
AMERICAN ANNALS OF THE DEAF,AM ANN DEAF,0002-726X,0.167,Not Available,Special Education,1998
DEAFNESS AND EDUCATION,DEAF EDUC,1366-4379,0.125,Not Available,Special Education,1998
