Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
JOURNAL OF INTELLECTUAL DISABILITY RESEARCH,J INTELL DISABIL RES,0964-2633,2.219,Not Available,Special Education,2002
AMERICAN JOURNAL ON MENTAL RETARDATION,AM J MENT RETARD,0895-8017,1.840,Not Available,Special Education,2002
JOURNAL OF LEARNING DISABILITIES,J LEARN DISABIL-US,0022-2194,1.568,Not Available,Special Education,2002
INTERNATIONAL REVIEW OF RESEARCH IN MENTAL RETARDATION,INT REV RES MENT RET,0074-7750,0.952,Not Available,Special Education,2002
JOURNAL OF FLUENCY DISORDERS,J FLUENCY DISORD,0094-730X,0.944,Not Available,Special Education,2002
EXCEPTIONAL CHILDREN,EXCEPT CHILDREN,0014-4029,0.890,Not Available,Special Education,2002
MENTAL RETARDATION,MENT RETARD,0047-6765,0.756,Not Available,Special Education,2002
VOLTA REVIEW,VOLTA REV,0042-8639,0.690,Not Available,Special Education,2002
ANNALS OF DYSLEXIA,ANN DYSLEXIA,0736-9387,0.652,Not Available,Special Education,2002
JOURNAL OF SPECIAL EDUCATION,J SPEC EDUC,0022-4669,0.600,Not Available,Special Education,2002
TOPICS IN EARLY CHILDHOOD SPECIAL EDUCATION,TOP EARLY CHILD SPEC,0271-1214,0.537,Not Available,Special Education,2002
JOURNAL OF EARLY INTERVENTION,J EARLY INTERVENTION,1053-8151,0.527,Not Available,Special Education,2002
REMEDIAL AND SPECIAL EDUCATION,REM SPEC EDUC,0741-9325,0.478,Not Available,Special Education,2002
BRITISH JOURNAL OF DEVELOPMENTAL DISABILITIES,BRIT J DEV DISABIL,0969-7950,0.455,Not Available,Special Education,2002
GIFTED CHILD QUARTERLY,GIFTED CHILD QUART,0016-9862,0.419,Not Available,Special Education,2002
LEARNING DISABILITY QUARTERLY,LEARN DISABILITY Q,0731-9487,0.419,Not Available,Special Education,2002
JOURNAL FOR THE EDUCATION OF THE GIFTED,J EDUC GIFTED,0162-3532,0.400,Not Available,Special Education,2002
EDUCATION AND TRAINING IN MENTAL RETARDATION AND DEVELOPMENTAL DISABILITIES,EDUC TRAIN MENT RET,0013-1237,0.385,Not Available,Special Education,2002
INFANTS AND YOUNG CHILDREN,INFANT YOUNG CHILD,0896-3746,0.322,Not Available,Special Education,2002
FOCUS ON EXCEPTIONAL CHILDREN,FOCUS EXCEPT CHILD,0015-511X,0.222,Not Available,Special Education,2002
HIGH ABILITY STUDIES,HIGH ABIL STUD,1359-8139,0.200,Not Available,Special Education,2002
AMERICAN ANNALS OF THE DEAF,AM ANN DEAF,0002-726X,0.175,Not Available,Special Education,2002
INTERVENTION IN SCHOOL AND CLINIC,INTERV SCH CLIN,1053-4512,0.139,Not Available,Special Education,2002
