Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
AMERICAN JOURNAL ON MENTAL RETARDATION,AM J MENT RETARD,0895-8017,1.478,Not Available,Special Education,2000
EXCEPTIONAL CHILDREN,EXCEPT CHILDREN,0014-4029,1.214,Not Available,Special Education,2000
JOURNAL OF INTELLECTUAL DISABILITY RESEARCH,J INTELL DISABIL RES,0964-2633,1.123,Not Available,Special Education,2000
LEARNING DISABILITY QUARTERLY,LEARN DISABILITY Q,0731-9487,1.091,Not Available,Special Education,2000
TOPICS IN EARLY CHILDHOOD SPECIAL EDUCATION,TOP EARLY CHILD SPEC,0271-1214,1.081,Not Available,Special Education,2000
JOURNAL OF LEARNING DISABILITIES,J LEARN DISABIL-US,0022-2194,1.000,Not Available,Special Education,2000
MENTAL RETARDATION,MENT RETARD,0047-6765,0.965,Not Available,Special Education,2000
JOURNAL OF EARLY INTERVENTION,J EARLY INTERVENTION,1053-8151,0.918,Not Available,Special Education,2000
AMERICAN ANNALS OF THE DEAF,AM ANN DEAF,0002-726X,0.766,Not Available,Special Education,2000
GIFTED CHILD QUARTERLY,GIFTED CHILD QUART,0016-9862,0.737,Not Available,Special Education,2000
JOURNAL FOR THE EDUCATION OF THE GIFTED,J EDUC GIFTED,0162-3532,0.647,Not Available,Special Education,2000
JOURNAL OF SPECIAL EDUCATION,J SPEC EDUC,0022-4669,0.617,Not Available,Special Education,2000
REMEDIAL AND SPECIAL EDUCATION,REM SPEC EDUC,0741-9325,0.603,Not Available,Special Education,2000
INTERNATIONAL REVIEW OF RESEARCH IN MENTAL RETARDATION,INT REV RES MENT RET,0074-7750,0.375,Not Available,Special Education,2000
JOURNAL OF FLUENCY DISORDERS,J FLUENCY DISORD,0094-730X,0.370,Not Available,Special Education,2000
EDUCATION AND TRAINING IN MENTAL RETARDATION AND DEVELOPMENTAL DISABILITIES,EDUC TRAIN MENT RET,0013-1237,0.342,Not Available,Special Education,2000
ANNALS OF DYSLEXIA,ANN DYSLEXIA,0736-9387,0.320,Not Available,Special Education,2000
INFANTS AND YOUNG CHILDREN,INFANT YOUNG CHILD,0896-3746,0.297,Not Available,Special Education,2000
INTERVENTION IN SCHOOL AND CLINIC,INTERV SCH CLIN,1053-4512,0.237,Not Available,Special Education,2000
BRITISH JOURNAL OF DEVELOPMENTAL DISABILITIES,BRIT J DEV DISABIL,0969-7950,0.130,Not Available,Special Education,2000
VOLTA REVIEW,VOLTA REV,0042-8639,0.021,Not Available,Special Education,2000
FOCUS ON EXCEPTIONAL CHILDREN,FOCUS EXCEPT CHILD,0015-511X,0.000,Not Available,Special Education,2000
