Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
AMERICAN JOURNAL ON MENTAL RETARDATION,AM J MENT RETARD,0895-8017,1.707,Not Available,Special Education,2003
JOURNAL OF INTELLECTUAL DISABILITY RESEARCH,J INTELL DISABIL RES,0964-2633,1.268,Not Available,Special Education,2003
ANNALS OF DYSLEXIA,ANN DYSLEXIA,0736-9387,1.261,Not Available,Special Education,2003
JOURNAL OF LEARNING DISABILITIES,J LEARN DISABIL-US,0022-2194,1.211,Not Available,Special Education,2003
MENTAL RETARDATION,MENT RETARD,0047-6765,1.145,Not Available,Special Education,2003
INTERNATIONAL REVIEW OF RESEARCH IN MENTAL RETARDATION,INT REV RES MENT RET,0074-7750,1.138,Not Available,Special Education,2003
EXCEPTIONAL CHILDREN,EXCEPT CHILDREN,0014-4029,1.034,Not Available,Special Education,2003
FOCUS ON EXCEPTIONAL CHILDREN,FOCUS EXCEPT CHILD,0015-511X,1.000,Not Available,Special Education,2003
JOURNAL OF SPECIAL EDUCATION,J SPEC EDUC,0022-4669,0.833,Not Available,Special Education,2003
RESEARCH IN DEVELOPMENTAL DISABILITIES,RES DEV DISABIL,0891-4222,0.825,Not Available,Special Education,2003
JOURNAL OF FLUENCY DISORDERS,J FLUENCY DISORD,0094-730X,0.788,Not Available,Special Education,2003
TOPICS IN EARLY CHILDHOOD SPECIAL EDUCATION,TOP EARLY CHILD SPEC,0271-1214,0.742,Not Available,Special Education,2003
LEARNING DISABILITY QUARTERLY,LEARN DISABILITY Q,0731-9487,0.714,Not Available,Special Education,2003
JOURNAL OF EARLY INTERVENTION,J EARLY INTERVENTION,1053-8151,0.605,Not Available,Special Education,2003
JOURNAL OF INTELLECTUAL & DEVELOPMENTAL DISABILITY,J INTELLECT DEV DIS,1366-8250,0.478,Not Available,Special Education,2003
GIFTED CHILD QUARTERLY,GIFTED CHILD QUART,0016-9862,0.476,Not Available,Special Education,2003
INFANTS AND YOUNG CHILDREN,INFANT YOUNG CHILD,0896-3746,0.475,Not Available,Special Education,2003
REMEDIAL AND SPECIAL EDUCATION,REM SPEC EDUC,0741-9325,0.464,Not Available,Special Education,2003
EDUCATION AND TRAINING IN MENTAL RETARDATION AND DEVELOPMENTAL DISABILITIES,EDUC TRAIN MENT RET,0013-1237,0.373,Not Available,Special Education,2003
VOLTA REVIEW,VOLTA REV,0042-8639,0.368,Not Available,Special Education,2003
BRITISH JOURNAL OF DEVELOPMENTAL DISABILITIES,BRIT J DEV DISABIL,0969-7950,0.348,Not Available,Special Education,2003
AMERICAN ANNALS OF THE DEAF,AM ANN DEAF,0002-726X,0.306,Not Available,Special Education,2003
INTERVENTION IN SCHOOL AND CLINIC,INTERV SCH CLIN,1053-4512,0.303,Not Available,Special Education,2003
HIGH ABILITY STUDIES,HIGH ABIL STUD,1359-8139,0.286,Not Available,Special Education,2003
JOURNAL FOR THE EDUCATION OF THE GIFTED,J EDUC GIFTED,0162-3532,0.083,Not Available,Special Education,2003
