Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
DESIGN AUTOMATION FOR EMBEDDED SYSTEMS,DES AUTOM EMBED SYST,0929-5585,0.200,0.351,Hardware & Architecture,2011
IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES,IEICE T FUND ELECTR,0916-8508,0.226,0.288,Hardware & Architecture,2011
CANADIAN JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING-REVUE CANADIENNE DE GENIE ELECTRIQUE ET INFORMATIQUE,CAN J ELECT COMPUT E,0840-8688,0.241,0.385,Hardware & Architecture,2011
JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS,J CIRCUIT SYST COMP,0218-1266,0.281,0.263,Hardware & Architecture,2011
Advances In Computers,ADV COMPUT,0065-2458,0.342,0.238,Hardware & Architecture,2011
COMPUTER SYSTEMS SCIENCE AND ENGINEERING,COMPUT SYST SCI ENG,0267-6192,0.371,0.381,Hardware & Architecture,2011
ACM Journal on Emerging Technologies in Computing Systems,ACM J EMERG TECH COM,1550-4832,0.414,Not Available,Hardware & Architecture,2011
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,0.438,0.994,Hardware & Architecture,2011
JOURNAL OF SYSTEMS ARCHITECTURE,J SYST ARCHITECT,1383-7621,0.444,0.577,Hardware & Architecture,2011
IET Computers and Digital Techniques,IET COMPUT DIGIT TEC,1751-8601,0.446,0.537,Hardware & Architecture,2011
JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,J COMPUT SCI TECH-CH,1000-9000,0.564,0.498,Hardware & Architecture,2011
ACM Transactions on Architecture and Code Optimization,ACM T ARCHIT CODE OP,1544-3566,0.568,Not Available,Hardware & Architecture,2011
MICROPROCESSORS AND MICROSYSTEMS,MICROPROCESS MICROSY,0141-9331,0.575,0.570,Hardware & Architecture,2011
JOURNAL OF SUPERCOMPUTING,J SUPERCOMPUT,0920-8542,0.578,0.523,Hardware & Architecture,2011
ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING,ANALOG INTEGR CIRC S,0925-1030,0.592,0.547,Hardware & Architecture,2011
ACM Transactions on Embedded Computing Systems,ACM T EMBED COMPUT S,1539-9087,0.607,Not Available,Hardware & Architecture,2011
INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,INT J HIGH PERFORM C,1094-3420,0.643,1.246,Hardware & Architecture,2011
INTEGRATION-THE VLSI JOURNAL,INTEGRATION,0167-9260,0.646,0.611,Hardware & Architecture,2011
ACM Transactions on Reconfigurable Technology and Systems,ACM T RECONFIG TECHN,1936-7406,0.650,Not Available,Hardware & Architecture,2011
IBM JOURNAL OF RESEARCH AND DEVELOPMENT,IBM J RES DEV,0018-8646,0.723,2.438,Hardware & Architecture,2011
COMPUTER JOURNAL,COMPUT J,0010-4620,0.785,0.943,Hardware & Architecture,2011
PERFORMANCE EVALUATION,PERFORM EVALUATION,0166-5316,0.791,1.132,Hardware & Architecture,2011
ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS,ACM T DES AUTOMAT EL,1084-4309,0.811,0.823,Hardware & Architecture,2011
IEEE Computer Architecture Letters,IEEE COMPUT ARCHIT L,1556-6056,0.828,Not Available,Hardware & Architecture,2011
COMPUTERS & ELECTRICAL ENGINEERING,COMPUT ELECTR ENG,0045-7906,0.837,0.733,Hardware & Architecture,2011
MOBILE NETWORKS & APPLICATIONS,MOBILE NETW APPL,1383-469X,0.838,1.494,Hardware & Architecture,2011
DISPLAYS,DISPLAYS,0141-9382,0.846,1.390,Hardware & Architecture,2011
NEW GENERATION COMPUTING,NEW GENERAT COMPUT,0288-3635,0.941,0.589,Hardware & Architecture,2011
NETWORKS,NETWORKS,0028-3045,0.983,1.022,Hardware & Architecture,2011
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,J NETW COMPUT APPL,1084-8045,1.065,0.960,Hardware & Architecture,2011
Journal of Optical Networking,J OPT NETW,1536-5379,1.079,1.334,Hardware & Architecture,2011
IEEE TRANSACTIONS ON COMPUTERS,IEEE T COMPUT,0018-9340,1.103,1.627,Hardware & Architecture,2011
IEEE Transactions on Dependable and Secure Computing,IEEE T DEPEND SECURE,1545-5971,1.140,1.612,Hardware & Architecture,2011
JOURNAL OF COMPUTER AND SYSTEM SCIENCES,J COMPUT SYST SCI,0022-0000,1.157,1.163,Hardware & Architecture,2011
Computer Networks,COMPUT NETW,1389-1286,1.200,1.589,Hardware & Architecture,2011
IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS,IEEE T VLSI SYST,1063-8210,1.219,1.347,Hardware & Architecture,2011
COMPUTER STANDARDS & INTERFACES,COMPUT STAND INTER,0920-5489,1.257,1.118,Hardware & Architecture,2011
IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,IEEE T COMPUT AID D,0278-0070,1.271,1.490,Hardware & Architecture,2011
IEEE TRANSACTIONS ON RELIABILITY,IEEE T RELIAB,0018-9529,1.285,1.530,Hardware & Architecture,2011
IEEE DESIGN & TEST OF COMPUTERS,IEEE DES TEST COMPUT,0740-7475,1.386,1.657,Hardware & Architecture,2011
COMPUTER,COMPUTER,0018-9162,1.470,2.111,Hardware & Architecture,2011
VLDB JOURNAL,VLDB J,1066-8888,1.564,2.872,Hardware & Architecture,2011
IEEE MICRO,IEEE MICRO,0272-1732,1.783,2.760,Hardware & Architecture,2011
Journal of Optical Communications and Networking,J OPT COMMUN NETW,1943-0620,1.872,1.877,Hardware & Architecture,2011
COMMUNICATIONS OF THE ACM,COMMUN ACM,0001-0782,1.919,2.113,Hardware & Architecture,2011
IEEE-ACM TRANSACTIONS ON NETWORKING,IEEE ACM T NETWORK,1063-6692,2.033,2.805,Hardware & Architecture,2011
IEEE NETWORK,IEEE NETWORK,0890-8044,2.239,2.588,Hardware & Architecture,2011
JOURNAL OF THE ACM,J ACM,0004-5411,2.353,2.709,Hardware & Architecture,2011
IEEE WIRELESS COMMUNICATIONS,IEEE WIREL COMMUN,1536-1284,2.575,3.128,Hardware & Architecture,2011
IEEE TRANSACTIONS ON NEURAL NETWORKS,IEEE T NEURAL NETWOR,1045-9227,2.952,3.370,Hardware & Architecture,2011
