Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
COMPUTER SYSTEMS SCIENCE AND ENGINEERING,COMPUT SYST SCI ENG,0267-6192,0.222,0.196,Hardware & Architecture,2009
JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS,J CIRCUIT SYST COMP,0218-1266,0.264,0.222,Hardware & Architecture,2009
CANADIAN JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING-REVUE CANADIENNE DE GENIE ELECTRIQUE ET INFORMATIQUE,CAN J ELECT COMPUT E,0840-8688,0.302,0.353,Hardware & Architecture,2009
DESIGN AUTOMATION FOR EMBEDDED SYSTEMS,DES AUTOM EMBED SYST,0929-5585,0.333,0.346,Hardware & Architecture,2009
NEW GENERATION COMPUTING,NEW GENERAT COMPUT,0288-3635,0.364,0.673,Hardware & Architecture,2009
IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES,IEICE T FUND ELECTR,0916-8508,0.366,0.394,Hardware & Architecture,2009
JOURNAL OF HIGH SPEED NETWORKS,J HIGH SPEED NETW,0926-6801,0.379,0.442,Hardware & Architecture,2009
ADVANCES IN COMPUTERS,ADV COMPUT,0065-2458,0.393,0.407,Hardware & Architecture,2009
ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING,ANALOG INTEGR CIRC S,0925-1030,0.408,0.518,Hardware & Architecture,2009
COMPUTERS & ELECTRICAL ENGINEERING,COMPUT ELECTR ENG,0045-7906,0.475,0.411,Hardware & Architecture,2009
MICROPROCESSORS AND MICROSYSTEMS,MICROPROCESS MICROSY,0141-9331,0.516,0.558,Hardware & Architecture,2009
ACM Transactions on Architecture and Code Optimization,ACM T ARCHIT CODE OP,1544-3566,0.595,Not Available,Hardware & Architecture,2009
IET Computers and Digital Techniques,IET COMPUT DIGIT TEC,1751-8601,0.629,0.629,Hardware & Architecture,2009
JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,J COMPUT SCI TECHNOL,1000-9000,0.632,0.588,Hardware & Architecture,2009
INTEGRATION-THE VLSI JOURNAL,INTEGRATION,0167-9260,0.659,0.636,Hardware & Architecture,2009
ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS,ACM T DES AUTOMAT EL,1084-4309,0.685,0.918,Hardware & Architecture,2009
JOURNAL OF SUPERCOMPUTING,J SUPERCOMPUT,0920-8542,0.687,0.664,Hardware & Architecture,2009
JOURNAL OF SYSTEMS ARCHITECTURE,J SYST ARCHITECT,1383-7621,0.722,0.829,Hardware & Architecture,2009
ACM Journal on Emerging Technologies in Computing Systems,ACM J EMERG TECH COM,1550-4832,0.758,Not Available,Hardware & Architecture,2009
DISPLAYS,DISPLAYS,0141-9382,0.812,1.277,Hardware & Architecture,2009
IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS,IEEE T VLSI SYST,1063-8210,1.010,1.497,Hardware & Architecture,2009
MOBILE NETWORKS & APPLICATIONS,MOBILE NETW APPL,1383-469X,1.013,1.725,Hardware & Architecture,2009
ACM Transactions on Embedded Computing Systems,ACM T EMBED COMPUT S,1539-9087,1.099,Not Available,Hardware & Architecture,2009
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,J NETW COMPUT APPL,1084-8045,1.111,1.289,Hardware & Architecture,2009
Computer Networks,COMPUT NETW,1389-1286,1.201,1.610,Hardware & Architecture,2009
NETWORKS,NETWORKS,0028-3045,1.213,1.402,Hardware & Architecture,2009
IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,IEEE T COMPUT AID D,0278-0070,1.230,1.631,Hardware & Architecture,2009
INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,INT J HIGH PERFORM C,1094-3420,1.274,1.848,Hardware & Architecture,2009
JOURNAL OF COMPUTER AND SYSTEM SCIENCES,J COMPUT SYST SCI,0022-0000,1.304,1.628,Hardware & Architecture,2009
IEEE TRANSACTIONS ON RELIABILITY,IEEE T RELIAB,0018-9529,1.331,1.830,Hardware & Architecture,2009
COMPUTER STANDARDS & INTERFACES,COMPUT STAND INTER,0920-5489,1.373,1.246,Hardware & Architecture,2009
COMPUTER JOURNAL,COMPUT J,0010-4620,1.394,1.194,Hardware & Architecture,2009
Journal of Optical Networking,J OPT NETW,1536-5379,1.489,Not Available,Hardware & Architecture,2009
PERFORMANCE EVALUATION,PERFORM EVALUATION,0166-5316,1.560,1.516,Hardware & Architecture,2009
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,1.661,2.020,Hardware & Architecture,2009
IEEE DESIGN & TEST OF COMPUTERS,IEEE DES TEST COMPUT,0740-7475,1.798,2.723,Hardware & Architecture,2009
IEEE TRANSACTIONS ON COMPUTERS,IEEE T COMPUT,0018-9340,1.822,2.745,Hardware & Architecture,2009
IEEE-ACM TRANSACTIONS ON NETWORKING,IEEE ACM T NETWORK,1063-6692,2.051,3.322,Hardware & Architecture,2009
IEEE Transactions on Dependable and Secure Computing,IEEE T DEPEND SECURE,1545-5971,2.093,3.649,Hardware & Architecture,2009
IEEE NETWORK,IEEE NETWORK,0890-8044,2.148,3.529,Hardware & Architecture,2009
COMPUTER,COMPUTER,0018-9162,2.205,2.603,Hardware & Architecture,2009
COMMUNICATIONS OF THE ACM,COMMUN ACM,0001-0782,2.346,3.050,Hardware & Architecture,2009
IEEE WIRELESS COMMUNICATIONS,IEEE WIREL COMMUN,1536-1284,2.394,4.534,Hardware & Architecture,2009
IBM JOURNAL OF RESEARCH AND DEVELOPMENT,IBM J RES DEV,0018-8646,2.519,3.287,Hardware & Architecture,2009
JOURNAL OF THE ACM,J ACM,0004-5411,2.717,4.200,Hardware & Architecture,2009
IEEE TRANSACTIONS ON NEURAL NETWORKS,IEEE T NEURAL NETWOR,1045-9227,2.889,3.902,Hardware & Architecture,2009
IEEE MICRO,IEEE MICRO,0272-1732,3.205,3.264,Hardware & Architecture,2009
VLDB JOURNAL,VLDB J,1066-8888,4.517,6.987,Hardware & Architecture,2009
Journal of Optical Communications and Networking,J OPT COMMUN NETW,1943-0620,Not Available,Not Available,Hardware & Architecture,2009
