Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
JOURNAL OF THE ACM,J ACM,0004-5411,2.083,Not Available,Hardware & Architecture,2000
OBJECT ORIENTED SYSTEMS,OBJECT ORIENTED SYST,0969-9767,2.000,Not Available,Hardware & Architecture,2000
IBM JOURNAL OF RESEARCH AND DEVELOPMENT,IBM J RES DEV,0018-8646,1.944,Not Available,Hardware & Architecture,2000
IEEE PERSONAL COMMUNICATIONS,IEEE PERS COMMUN,1070-9916,1.733,Not Available,Hardware & Architecture,2000
COMMUNICATIONS OF THE ACM,COMMUN ACM,0001-0782,1.624,Not Available,Hardware & Architecture,2000
IEEE-ACM TRANSACTIONS ON NETWORKING,IEEE ACM T NETWORK,1063-6692,1.614,Not Available,Hardware & Architecture,2000
IEEE NETWORK,IEEE NETWORK,0890-8044,1.291,Not Available,Hardware & Architecture,2000
IEEE TRANSACTIONS ON COMPUTERS,IEEE T COMPUT,0018-9340,1.263,Not Available,Hardware & Architecture,2000
IEEE TRANSACTIONS ON NEURAL NETWORKS,IEEE T NEURAL NETWOR,1045-9227,1.096,Not Available,Hardware & Architecture,2000
COMPUTER,COMPUTER,0018-9162,1.043,Not Available,Hardware & Architecture,2000
VLDB JOURNAL,VLDB J,1066-8888,1.037,Not Available,Hardware & Architecture,2000
THEORY AND PRACTICE OF OBJECT SYSTEMS,THEOR PRACT OBJ SYST,1074-3227,1.000,Not Available,Hardware & Architecture,2000
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,0.846,Not Available,Hardware & Architecture,2000
IEEE MICRO,IEEE MICRO,0272-1732,0.811,Not Available,Hardware & Architecture,2000
IEEE DESIGN & TEST OF COMPUTERS,IEEE DES TEST COMPUT,0740-7475,0.803,Not Available,Hardware & Architecture,2000
IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS,IEEE T VLSI SYST,1063-8210,0.728,Not Available,Hardware & Architecture,2000
IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTE,IEEE T COMPUT AID D,0278-0070,0.717,Not Available,Hardware & Architecture,2000
JOURNAL OF HIGH SPEED NETWORKS,J HIGH SPEED NETW,0926-6801,0.686,Not Available,Hardware & Architecture,2000
JOURNAL OF COMPUTER AND SYSTEM SCIENCES,J COMPUT SYST SCI,0022-0000,0.664,Not Available,Hardware & Architecture,2000
PERFORMANCE EVALUATION,PERFORM EVALUATION,0166-5316,0.593,Not Available,Hardware & Architecture,2000
DISPLAYS,DISPLAYS,0141-9382,0.500,Not Available,Hardware & Architecture,2000
NETWORKS,NETWORKS,0028-3045,0.486,Not Available,Hardware & Architecture,2000
JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS,J CIRCUIT SYST COMP,0218-1266,0.444,Not Available,Hardware & Architecture,2000
NEW GENERATION COMPUTING,NEW GENERAT COMPUT,0288-3635,0.444,Not Available,Hardware & Architecture,2000
INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,INT J HIGH PERFORM C,1094-3420,0.441,Not Available,Hardware & Architecture,2000
DESIGN AUTOMATION FOR EMBEDDED SYSTEMS,DES AUTOM EMBED SYST,0929-5585,0.429,Not Available,Hardware & Architecture,2000
COMPUTER JOURNAL,COMPUT J,0010-4620,0.398,Not Available,Hardware & Architecture,2000
COMPUTER NETWORKS-THE INTERNATIONAL JOURNAL OF COMPUTER AND TELECOMMUNICATI,COMPUT NETW,1389-1286,0.390,Not Available,Hardware & Architecture,2000
IEEE TRANSACTIONS ON RELIABILITY,IEEE T RELIAB,0018-9529,0.358,Not Available,Hardware & Architecture,2000
COMPUTER COMMUNICATIONS,COMPUT COMMUN,0140-3664,0.341,Not Available,Hardware & Architecture,2000
IEE PROCEEDINGS-COMPUTERS AND DIGITAL TECHNIQUES,IEE P-COMPUT DIG T,1350-2387,0.315,Not Available,Hardware & Architecture,2000
COMPUTER STANDARDS & INTERFACES,COMP STAND INTER,0920-5489,0.304,Not Available,Hardware & Architecture,2000
JOURNAL OF SUPERCOMPUTING,J SUPERCOMPUT,0920-8542,0.267,Not Available,Hardware & Architecture,2000
JOURNAL OF INFORMATION STORAGE AND PROCESSING SYSTEMS,J INF STOR PROC SYST,1099-8047,0.263,Not Available,Hardware & Architecture,2000
VLSI DESIGN,VLSI DES,1065-514X,0.258,Not Available,Hardware & Architecture,2000
IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUT,IEICE T FUND ELECTR,0916-8508,0.254,Not Available,Hardware & Architecture,2000
JOURNAL OF SYSTEMS ARCHITECTURE,J SYST ARCHITECT,1383-7621,0.210,Not Available,Hardware & Architecture,2000
ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING,ANALOG INTEGR CIRC S,0925-1030,0.209,Not Available,Hardware & Architecture,2000
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,J NETW COMPUT APPL,1084-8045,0.206,Not Available,Hardware & Architecture,2000
INTEGRATION-THE VLSI JOURNAL,INTEGRATION,0167-9260,0.186,Not Available,Hardware & Architecture,2000
BYTE,BYTE,0360-5280,0.185,Not Available,Hardware & Architecture,2000
HEWLETT-PACKARD JOURNAL,HEWLETT-PACKARD J,0018-1153,0.184,Not Available,Hardware & Architecture,2000
AUSTRALIAN COMPUTER JOURNAL,AUST COMPUT J,0004-8917,0.179,Not Available,Hardware & Architecture,2000
DATAMATION,DATAMATION,0011-6963,0.150,Not Available,Hardware & Architecture,2000
COMPUTER SYSTEMS SCIENCE AND ENGINEERING,COMPUT SYST SCI ENG,0267-6192,0.113,Not Available,Hardware & Architecture,2000
MICROPROCESSORS AND MICROSYSTEMS,MICROPROCESS MICROSY,0141-9331,0.107,Not Available,Hardware & Architecture,2000
COMPUTERS & ELECTRICAL ENGINEERING,COMPUT ELECTR ENG,0045-7906,0.067,Not Available,Hardware & Architecture,2000
CANADIAN JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING-REVUE CANADIENNE DE,CAN J ELECT COMPUT E,0840-8688,0.060,Not Available,Hardware & Architecture,2000
COMPUTER DESIGN,COMPUT DES,0010-4566,0.031,Not Available,Hardware & Architecture,2000
