Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
DESIGN AUTOMATION FOR EMBEDDED SYSTEMS,DES AUTOM EMBED SYST,0929-5585,0.095,0.341,Hardware & Architecture,2015
IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES,IEICE T FUND ELECTR,1745-1337,0.236,0.234,Hardware & Architecture,2015
COMPUTER SYSTEMS SCIENCE AND ENGINEERING,COMPUT SYST SCI ENG,0267-6192,0.291,0.306,Hardware & Architecture,2015
Advances in Computers,ADV COMPUT,0065-2458,0.303,0.653,Hardware & Architecture,2015
JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS,J CIRCUIT SYST COMP,0218-1266,0.308,0.329,Hardware & Architecture,2015
ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING,ANALOG INTEGR CIRC S,0925-1030,0.417,0.430,Hardware & Architecture,2015
IEEE Computer Architecture Letters,IEEE COMPUT ARCHIT L,1556-6056,0.465,0.942,Hardware & Architecture,2015
MICROPROCESSORS AND MICROSYSTEMS,MICROPROCESS MICROSY,0141-9331,0.471,0.571,Hardware & Architecture,2015
JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,J COMPUT SCI TECH-CH,1000-9000,0.475,0.661,Hardware & Architecture,2015
ACM Transactions on Reconfigurable Technology and Systems,ACM T RECONFIG TECHN,1936-7406,0.500,0.724,Hardware & Architecture,2015
IET Computers and Digital Techniques,IET COMPUT DIGIT TEC,1751-8601,0.517,0.387,Hardware & Architecture,2015
CANADIAN JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING-REVUE CANADIENNE DE GENIE ELECTRIQUE ET INFORMATIQUE,CAN J ELECT COMPUT E,0840-8688,0.524,0.479,Hardware & Architecture,2015
NEW GENERATION COMPUTING,NEW GENERAT COMPUT,0288-3635,0.533,0.867,Hardware & Architecture,2015
Sustainable Computing-Informatics & Systems,SUSTAIN COMPUT-INFOR,2210-5379,0.569,0.798,Hardware & Architecture,2015
ACM Transactions on Architecture and Code Optimization,ACM T ARCHIT CODE OP,1544-3566,0.585,0.649,Hardware & Architecture,2015
IBM JOURNAL OF RESEARCH AND DEVELOPMENT,IBM J RES DEV,0018-8646,0.626,0.878,Hardware & Architecture,2015
IEEE Design & Test,IEEE DES TEST,2168-2356,0.681,1.078,Hardware & Architecture,2015
JOURNAL OF SYSTEMS ARCHITECTURE,J SYST ARCHITECT,1383-7621,0.683,0.749,Hardware & Architecture,2015
INTEGRATION-THE VLSI JOURNAL,INTEGRATION,0167-9260,0.703,0.721,Hardware & Architecture,2015
ACM Journal on Emerging Technologies in Computing Systems,ACM J EMERG TECH COM,1550-4832,0.705,0.919,Hardware & Architecture,2015
ACM Transactions on Embedded Computing Systems,ACM T EMBED COMPUT S,1539-9087,0.714,0.741,Hardware & Architecture,2015
ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS,ACM T DES AUTOMAT EL,1084-4309,0.820,0.645,Hardware & Architecture,2015
NETWORKS,NETWORKS,0028-3045,0.943,1.281,Hardware & Architecture,2015
PERFORMANCE EVALUATION,PERFORM EVALUATION,0166-5316,0.944,1.091,Hardware & Architecture,2015
COMPUTER JOURNAL,COMPUT J,0010-4620,1.000,1.041,Hardware & Architecture,2015
ACM Transactions on Storage,ACM T STORAGE,1553-3077,1.033,1.181,Hardware & Architecture,2015
INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,INT J HIGH PERFORM C,1094-3420,1.081,1.484,Hardware & Architecture,2015
COMPUTERS & ELECTRICAL ENGINEERING,COMPUT ELECTR ENG,0045-7906,1.084,1.103,Hardware & Architecture,2015
JOURNAL OF SUPERCOMPUTING,J SUPERCOMPUT,0920-8542,1.088,1.013,Hardware & Architecture,2015
IEEE MICRO,IEEE MICRO,0272-1732,1.091,1.803,Hardware & Architecture,2015
COMPUTER,COMPUTER,0018-9162,1.115,1.834,Hardware & Architecture,2015
IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,IEEE T COMPUT AID D,0278-0070,1.181,1.265,Hardware & Architecture,2015
IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS,IEEE T VLSI SYST,1063-8210,1.245,1.387,Hardware & Architecture,2015
COMPUTER STANDARDS & INTERFACES,COMPUT STAND INTER,0920-5489,1.268,1.453,Hardware & Architecture,2015
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,1.361,1.817,Hardware & Architecture,2015
Computer Networks,COMPUT NETW,1389-1286,1.446,1.903,Hardware & Architecture,2015
MOBILE NETWORKS & APPLICATIONS,MOBILE NETW APPL,1383-469X,1.538,1.532,Hardware & Architecture,2015
JOURNAL OF COMPUTER AND SYSTEM SCIENCES,J COMPUT SYST SCI,0022-0000,1.583,1.598,Hardware & Architecture,2015
IEEE Transactions on Dependable and Secure Computing,IEEE T DEPEND SECURE,1545-5971,1.592,1.905,Hardware & Architecture,2015
IEEE TRANSACTIONS ON COMPUTERS,IEEE T COMPUT,0018-9340,1.723,1.862,Hardware & Architecture,2015
VLDB JOURNAL,VLDB J,1066-8888,1.744,2.500,Hardware & Architecture,2015
JOURNAL OF THE ACM,J ACM,0004-5411,1.803,3.318,Hardware & Architecture,2015
DISPLAYS,DISPLAYS,0141-9382,1.903,1.522,Hardware & Architecture,2015
