Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
DESIGN AUTOMATION FOR EMBEDDED SYSTEMS,DES AUTOM EMBED SYST,0929-5585,0.167,0.340,Hardware & Architecture,2010
CANADIAN JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING-REVUE CANADIENNE DE GENIE ELECTRIQUE ET INFORMATIQUE,CAN J ELECT COMPUT E,0840-8688,0.204,0.364,Hardware & Architecture,2010
JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS,J CIRCUIT SYST COMP,0218-1266,0.215,0.237,Hardware & Architecture,2010
Advances In Computers,ADV COMPUT,0065-2458,0.222,0.379,Hardware & Architecture,2010
IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES,IEICE T FUND ELECTR,0916-8508,0.291,0.325,Hardware & Architecture,2010
COMPUTER SYSTEMS SCIENCE AND ENGINEERING,COMPUT SYST SCI ENG,0267-6192,0.319,0.314,Hardware & Architecture,2010
NEW GENERATION COMPUTING,NEW GENERAT COMPUT,0288-3635,0.412,0.531,Hardware & Architecture,2010
ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING,ANALOG INTEGR CIRC S,0925-1030,0.452,0.583,Hardware & Architecture,2010
ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS,ACM T DES AUTOMAT EL,1084-4309,0.484,0.799,Hardware & Architecture,2010
COMPUTERS & ELECTRICAL ENGINEERING,COMPUT ELECTR ENG,0045-7906,0.484,0.526,Hardware & Architecture,2010
IET Computers and Digital Techniques,IET COMPUT DIGIT TEC,1751-8601,0.484,0.483,Hardware & Architecture,2010
JOURNAL OF SUPERCOMPUTING,J SUPERCOMPUT,0920-8542,0.545,0.530,Hardware & Architecture,2010
MICROPROCESSORS AND MICROSYSTEMS,MICROPROCESS MICROSY,0141-9331,0.545,0.557,Hardware & Architecture,2010
JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,J COMPUT SCI TECH-CH,1000-9000,0.656,0.542,Hardware & Architecture,2010
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,J NETW COMPUT APPL,1084-8045,0.660,0.945,Hardware & Architecture,2010
INTEGRATION-THE VLSI JOURNAL,INTEGRATION,0167-9260,0.663,0.661,Hardware & Architecture,2010
JOURNAL OF SYSTEMS ARCHITECTURE,J SYST ARCHITECT,1383-7621,0.667,0.768,Hardware & Architecture,2010
MOBILE NETWORKS & APPLICATIONS,MOBILE NETW APPL,1383-469X,0.683,1.765,Hardware & Architecture,2010
ACM Transactions on Architecture and Code Optimization,ACM T ARCHIT CODE OP,1544-3566,0.824,Not Available,Hardware & Architecture,2010
ACM Journal on Emerging Technologies in Computing Systems,ACM J EMERG TECH COM,1550-4832,0.838,Not Available,Hardware & Architecture,2010
COMPUTER STANDARDS & INTERFACES,COMPUT STAND INTER,0920-5489,0.868,0.940,Hardware & Architecture,2010
IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS,IEEE T VLSI SYST,1063-8210,0.907,1.338,Hardware & Architecture,2010
IEEE DESIGN & TEST OF COMPUTERS,IEEE DES TEST COMPUT,0740-7475,0.957,2.009,Hardware & Architecture,2010
NETWORKS,NETWORKS,0028-3045,0.991,1.167,Hardware & Architecture,2010
ACM Transactions on Embedded Computing Systems,ACM T EMBED COMPUT S,1539-9087,1.057,Not Available,Hardware & Architecture,2010
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,1.066,1.656,Hardware & Architecture,2010
Journal of Optical Communications and Networking,J OPT COMMUN NETW,1943-0620,1.128,1.128,Hardware & Architecture,2010
PERFORMANCE EVALUATION,PERFORM EVALUATION,0166-5316,1.168,1.516,Hardware & Architecture,2010
INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,INT J HIGH PERFORM C,1094-3420,1.171,1.616,Hardware & Architecture,2010
Computer Networks,COMPUT NETW,1389-1286,1.176,1.690,Hardware & Architecture,2010
DISPLAYS,DISPLAYS,0141-9382,1.210,1.436,Hardware & Architecture,2010
IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,IEEE T COMPUT AID D,0278-0070,1.258,1.497,Hardware & Architecture,2010
IEEE TRANSACTIONS ON RELIABILITY,IEEE T RELIAB,0018-9529,1.288,1.698,Hardware & Architecture,2010
COMPUTER JOURNAL,COMPUT J,0010-4620,1.363,1.173,Hardware & Architecture,2010
IEEE Transactions on Dependable and Secure Computing,IEEE T DEPEND SECURE,1545-5971,1.409,2.096,Hardware & Architecture,2010
Journal of Optical Networking,J OPT NETW,1536-5379,1.509,1.381,Hardware & Architecture,2010
IEEE TRANSACTIONS ON COMPUTERS,IEEE T COMPUT,0018-9340,1.608,2.036,Hardware & Architecture,2010
JOURNAL OF COMPUTER AND SYSTEM SCIENCES,J COMPUT SYST SCI,0022-0000,1.631,1.721,Hardware & Architecture,2010
IEEE WIRELESS COMMUNICATIONS,IEEE WIREL COMMUN,1536-1284,1.798,3.375,Hardware & Architecture,2010
COMPUTER,COMPUTER,0018-9162,1.812,2.190,Hardware & Architecture,2010
IEEE NETWORK,IEEE NETWORK,0890-8044,1.934,3.016,Hardware & Architecture,2010
VLDB JOURNAL,VLDB J,1066-8888,2.198,4.479,Hardware & Architecture,2010
IEEE-ACM TRANSACTIONS ON NETWORKING,IEEE ACM T NETWORK,1063-6692,2.292,3.208,Hardware & Architecture,2010
COMMUNICATIONS OF THE ACM,COMMUN ACM,0001-0782,2.362,2.493,Hardware & Architecture,2010
IEEE MICRO,IEEE MICRO,0272-1732,2.527,3.034,Hardware & Architecture,2010
IEEE TRANSACTIONS ON NEURAL NETWORKS,IEEE T NEURAL NETWOR,1045-9227,2.633,3.424,Hardware & Architecture,2010
JOURNAL OF THE ACM,J ACM,0004-5411,3.375,4.019,Hardware & Architecture,2010
IBM JOURNAL OF RESEARCH AND DEVELOPMENT,IBM J RES DEV,0018-8646,5.216,3.819,Hardware & Architecture,2010
