Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
REVIEW OF EDUCATIONAL RESEARCH,REV EDUC RES,0034-6543,3.030,Not Available,Education & Educational Research,1999
REVIEW OF RESEARCH IN EDUCATION,REV RES EDUC,0091-732X,2.500,Not Available,Education & Educational Research,1999
READING RESEARCH QUARTERLY,READ RES QUART,0034-0553,1.947,Not Available,Education & Educational Research,1999
JOURNAL OF THE LEARNING SCIENCES,J LEARN SCI,1050-8406,1.818,Not Available,Education & Educational Research,1999
AMERICAN EDUCATIONAL RESEARCH JOURNAL,AM EDUC RES J,0002-8312,1.500,Not Available,Education & Educational Research,1999
HARVARD EDUCATIONAL REVIEW,HARVARD EDUC REV,0017-8055,1.263,Not Available,Education & Educational Research,1999
JOURNAL OF AMERICAN COLLEGE HEALTH,J AM COLL HEALTH,0744-8481,1.155,Not Available,Education & Educational Research,1999
AIDS EDUCATION AND PREVENTION,AIDS EDUC PREV,0899-9546,1.058,Not Available,Education & Educational Research,1999
JOURNAL OF RESEARCH IN SCIENCE TEACHING,J RES SCI TEACH,0022-4308,1.008,Not Available,Education & Educational Research,1999
SCIENCE EDUCATION,SCI EDUC,0036-8326,0.987,Not Available,Education & Educational Research,1999
SOCIOLOGY OF EDUCATION,SOCIOL EDUC,0038-0407,0.971,Not Available,Education & Educational Research,1999
JOURNAL OF LITERACY RESEARCH,J LIT RES,1086-296X,0.941,Not Available,Education & Educational Research,1999
TESOL QUARTERLY,TESOL QUART,0039-8322,0.938,Not Available,Education & Educational Research,1999
EDUCATIONAL EVALUATION AND POLICY ANALYSIS,EDUC EVAL POLICY AN,0162-3737,0.929,Not Available,Education & Educational Research,1999
LEARNING AND INSTRUCTION,LEARN INSTR,0959-4752,0.918,Not Available,Education & Educational Research,1999
RESEARCH IN THE TEACHING OF ENGLISH,RES TEACH ENGL,0034-527X,0.840,Not Available,Education & Educational Research,1999
QUEST,QUEST,0033-6297,0.833,Not Available,Education & Educational Research,1999
JOURNAL OF GEOGRAPHY IN HIGHER EDUCATION,J GEOGR HIGHER EDUC,0309-8265,0.825,Not Available,Education & Educational Research,1999
ELEMENTARY SCHOOL JOURNAL,ELEM SCHOOL J,0013-5984,0.778,Not Available,Education & Educational Research,1999
BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION,BRIT J SOCIOL EDUC,0142-5692,0.685,Not Available,Education & Educational Research,1999
JOURNAL OF TEACHING IN PHYSICAL EDUCATION,J TEACH PHYS EDUC,0273-5024,0.661,Not Available,Education & Educational Research,1999
JOURNAL OF HIGHER EDUCATION,J HIGH EDUC,0022-1546,0.654,Not Available,Education & Educational Research,1999
JOURNAL OF SOCIAL WORK EDUCATION,J SOC WORK EDUC,1043-7797,0.644,Not Available,Education & Educational Research,1999
REVIEW OF HIGHER EDUCATION,REV HIGH EDUC,0162-5748,0.625,Not Available,Education & Educational Research,1999
COMMUNICATION EDUCATION,COMMUN EDUC,0363-4523,0.615,Not Available,Education & Educational Research,1999
READING TEACHER,READ TEACH,0034-0561,0.603,Not Available,Education & Educational Research,1999
HEALTH EDUCATION RESEARCH,HEALTH EDUC RES,0268-1153,0.592,Not Available,Education & Educational Research,1999
APPLIED LINGUISTICS,APPL LINGUIST,0142-6001,0.590,Not Available,Education & Educational Research,1999
COMPARATIVE EDUCATION,COMP EDUC,0305-0068,0.571,Not Available,Education & Educational Research,1999
JOURNAL OF SCHOOL HEALTH,J SCHOOL HEALTH,0022-4391,0.567,Not Available,Education & Educational Research,1999
JOURNAL OF COMPUTER ASSISTED LEARNING,J COMPUT ASSIST LEAR,0266-4909,0.561,Not Available,Education & Educational Research,1999
BRITISH JOURNAL OF EDUCATIONAL STUDIES,BRIT J EDUC STUD,0007-1005,0.550,Not Available,Education & Educational Research,1999
YOUNG CHILDREN,YOUNG CHILDREN,0044-0728,0.546,Not Available,Education & Educational Research,1999
INSTRUCTIONAL SCIENCE,INSTR SCI,0020-4277,0.537,Not Available,Education & Educational Research,1999
JOURNAL OF EDUCATIONAL AND BEHAVIORAL STATISTICS,J EDUC BEHAV STAT,1076-9986,0.523,Not Available,Education & Educational Research,1999
TEACHERS COLLEGE RECORD,TEACH COLL REC,0161-4681,0.522,Not Available,Education & Educational Research,1999
JOURNAL OF ECONOMIC EDUCATION,J ECON EDUC,0022-0485,0.507,Not Available,Education & Educational Research,1999
TEACHING SOCIOLOGY,TEACH SOCIOL,0092-055X,0.500,Not Available,Education & Educational Research,1999
EARLY CHILDHOOD RESEARCH QUARTERLY,EARLY CHILD RES Q,0885-2006,0.491,Not Available,Education & Educational Research,1999
PHI DELTA KAPPAN,PHI DELTA KAPPAN,0031-7217,0.484,Not Available,Education & Educational Research,1999
JOURNAL OF PHILOSOPHY OF EDUCATION,J PHILOS EDUC,0309-8249,0.459,Not Available,Education & Educational Research,1999
EDUCATIONAL RESEARCH,EDUC RES,0013-1881,0.448,Not Available,Education & Educational Research,1999
JOURNAL OF TEACHER EDUCATION,J TEACH EDUC,0022-4871,0.435,Not Available,Education & Educational Research,1999
APPLIED MEASUREMENT IN EDUCATION,APPL MEAS EDUC,0895-7347,0.429,Not Available,Education & Educational Research,1999
MINERVA,MINERVA,0026-4695,0.419,Not Available,Education & Educational Research,1999
JOURNAL OF EDUCATIONAL RESEARCH,J EDUC RES,0022-0671,0.412,Not Available,Education & Educational Research,1999
