Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
Bolema-Mathematics Education Bulletin-Boletim de Educacao Matematica,BOLEMA-MATH EDUC BUL,0103-636X,0.000,Not Available,Education & Educational Research,2010
Revista Lusofona de Educacao,REV LUSOFONA EDUC,1645-7250,0.027,Not Available,Education & Educational Research,2010
RUSSIAN EDUCATION AND SOCIETY,RUSS EDUC SOC,1060-9393,0.030,0.063,Education & Educational Research,2010
Odgojne Znanosti-Educational Sciences,ODGOJNE ZNAN,1846-1204,0.035,Not Available,Education & Educational Research,2010
New Educational Review,NEW EDUC REV,1732-6729,0.040,Not Available,Education & Educational Research,2010
Australian Journal of Adult Learning,AUST J ADULT LEARN,1443-1394,0.041,Not Available,Education & Educational Research,2010
Journal of Home Economics Research,J HOME ECON RES,1118-0021,0.051,Not Available,Education & Educational Research,2010
Revista Latinoamericana de Investigacion en Matematica Educativa-RELIME,REV LAT AM INV MAT E,1665-2436,0.083,Not Available,Education & Educational Research,2010
Zeitschrift fur Soziologie der Erziehung und Sozialisation,Z SOZIOL ERZIEH SOZI,1436-1957,0.085,0.195,Education & Educational Research,2010
Asia Pacific Education Review,ASIA PAC EDUC REV,1598-1037,0.112,0.188,Education & Educational Research,2010
Egitim ve Bilim-Education and Science,EGIT BILIM,1300-1337,0.117,Not Available,Education & Educational Research,2010
Asia Pacific Journal of Education,ASIA PAC J EDUC,0218-8791,0.119,Not Available,Education & Educational Research,2010
Ensenanza de Las Ciencias,ENSEN CIENC,0212-4521,0.131,0.262,Education & Educational Research,2010
Didactica Slovenica-Pedagoska Obzorja,DIDACT SLOV-PEDAGOS,0353-1392,0.134,Not Available,Education & Educational Research,2010
PAEDAGOGICA HISTORICA,PAEDAGOG HIST,0030-9230,0.140,0.197,Education & Educational Research,2010
Education as Change,EDUC CHANGE,1682-3206,0.150,Not Available,Education & Educational Research,2010
ZEITSCHRIFT FUR PADAGOGIK,Z PADAGOGIK,0044-3247,0.153,0.180,Education & Educational Research,2010
Cadmo,CADMO,1122-5165,0.160,Not Available,Education & Educational Research,2010
Porta Linguarum,PORTA LINGUARUM,1697-7467,0.160,Not Available,Education & Educational Research,2010
English Teaching-Practice and Critique,ENGL TEACH-PRACT CRI,1175-8708,0.167,Not Available,Education & Educational Research,2010
Language Culture and Curriculum,LANG CULT CURRIC,0790-8318,0.171,Not Available,Education & Educational Research,2010
Movimento,MOVIMENTO-PORTO ALEG,0104-754X,0.181,Not Available,Education & Educational Research,2010
Teoria de la Educacion,TEOR EDUC,1130-3743,0.185,Not Available,Education & Educational Research,2010
INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION,INT J ART DES EDUC,1476-8062,0.189,0.294,Education & Educational Research,2010
Australian Journal of Early Childhood,AUST J EARLY CHILD,0312-5033,0.193,0.509,Education & Educational Research,2010
European Journal of Education,EUR J EDUC,0141-8211,0.194,Not Available,Education & Educational Research,2010
PHI DELTA KAPPAN,PHI DELTA KAPPAN,0031-7217,0.198,0.224,Education & Educational Research,2010
Journal of Beliefs & Values-Studies in Religion & Education,J BELIEFS VALUES,1361-7672,0.203,Not Available,Education & Educational Research,2010
AUSTRALIAN JOURNAL OF EDUCATION,AUST J EDUC,0004-9441,0.222,Not Available,Education & Educational Research,2010
Journal of Baltic Science Education,J BALT SCI EDUC,1648-3898,0.226,Not Available,Education & Educational Research,2010
English in Australia,ENGL AUST,0046-208X,0.231,Not Available,Education & Educational Research,2010
EDUCATIONAL LEADERSHIP,EDUC LEADERSHIP,0013-1784,0.232,0.273,Education & Educational Research,2010
