Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
Odgojne Znanosti-Educational Sciences,ODGOJNE ZNAN,1846-1204,0.022,Not Available,Education & Educational Research,2009
RUSSIAN EDUCATION AND SOCIETY,RUSS EDUC SOC,1060-9393,0.032,0.037,Education & Educational Research,2009
Didactica Slovenica-Pedagoska Obzorja,DIDACT SLOV-PEDAGOS,0353-1392,0.063,Not Available,Education & Educational Research,2009
New Educational Review,NEW EDUC REV,1732-6729,0.064,Not Available,Education & Educational Research,2009
Egitim ve Bilim-Education and Science,EGIT BILIM,1300-1337,0.070,Not Available,Education & Educational Research,2009
Revista Lusofona de Educacao,REV LUSOFONA EDUC,1645-7250,0.114,Not Available,Education & Educational Research,2009
CHINESE EDUCATION AND SOCIETY,CHINESE EDUC SOC,1061-1932,0.131,0.184,Education & Educational Research,2009
JOURNAL OF ECONOMIC EDUCATION,J ECON EDUC,0022-0485,0.145,0.285,Education & Educational Research,2009
JOURNAL OF LEGAL EDUCATION,J LEGAL EDUC,0022-2208,0.151,0.203,Education & Educational Research,2009
Australian Journal of Guidance and Counselling,AUST J GUID COUNS,1037-2911,0.167,Not Available,Education & Educational Research,2009
Education as Change,EDUC CHANGE,1682-3206,0.170,Not Available,Education & Educational Research,2009
Hacettepe Universitesi Egitim Fakultesi Dergisi-Hacettepe University Journal of Education,HACET U EGITIM FAK,1300-5340,0.181,Not Available,Education & Educational Research,2009
English Teaching-Practice and Critique,ENGL TEACH-PRACT CRI,1175-8708,0.188,Not Available,Education & Educational Research,2009
INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION,INT J ART DES EDUC,1476-8062,0.190,0.264,Education & Educational Research,2009
Teoria de la Educacion,TEOR EDUC,1130-3743,0.190,Not Available,Education & Educational Research,2009
KEDI Journal of Educational Policy,KEDI J EDUC POLICY,1739-4341,0.192,Not Available,Education & Educational Research,2009
AUSTRALIAN EDUCATIONAL RESEARCHER,AUST EDUC RES,0311-6999,0.214,0.398,Education & Educational Research,2009
Kuram ve Uygulamada Egitim Bilimleri,KURAM UYGULAMA EGI,1303-0485,0.222,Not Available,Education & Educational Research,2009
Journal of Hospitality Leisure Sport & Tourism Education,J HOSP LEIS SPORT TO,1473-8376,0.225,Not Available,Education & Educational Research,2009
PHI DELTA KAPPAN,PHI DELTA KAPPAN,0031-7217,0.226,0.384,Education & Educational Research,2009
Cadmo,CADMO,1122-5165,0.227,Not Available,Education & Educational Research,2009
AUSTRALIAN JOURNAL OF EDUCATION,AUST J EDUC,0004-9441,0.231,Not Available,Education & Educational Research,2009
English in Australia,ENGL AUST,0046-208X,0.231,Not Available,Education & Educational Research,2009
Revista Espanola de Pedagogia,REV ESP PEDAGOG,0034-9461,0.245,Not Available,Education & Educational Research,2009
Asia Pacific Education Review,ASIA PAC EDUC REV,1598-1037,0.250,Not Available,Education & Educational Research,2009
PAEDAGOGICA HISTORICA,PAEDAGOG HIST,0030-9230,0.253,Not Available,Education & Educational Research,2009
EDUCATIONAL LEADERSHIP,EDUC LEADERSHIP,0013-1784,0.271,0.406,Education & Educational Research,2009
CURRICULUM INQUIRY,CURRICULUM INQ,0362-6784,0.273,0.573,Education & Educational Research,2009
Asia Pacific Journal of Education,ASIA PAC J EDUC,0218-8791,0.277,Not Available,Education & Educational Research,2009
Zeitschrift fur Soziologie der Erziehung und Sozialisation,Z SOZIOL ERZIEH SOZI,1436-1957,0.280,Not Available,Education & Educational Research,2009
Irish Educational Studies,IRISH EDUC STUD,0332-3315,0.306,Not Available,Education & Educational Research,2009
South African Journal of Education,S AFR J EDUC,0256-0100,0.308,Not Available,Education & Educational Research,2009
RESEARCH IN THE TEACHING OF ENGLISH,RES TEACH ENGL,0034-527X,0.320,0.731,Education & Educational Research,2009
Asia-Pacific Education Researcher,ASIA-PAC EDUC RES,0119-5646,0.333,Not Available,Education & Educational Research,2009
THEORY INTO PRACTICE,THEOR PRACT,0040-5841,0.338,0.704,Education & Educational Research,2009
Zeitschrift fur Erziehungswissenschaft,Z ERZIEHWISS,1434-663X,0.339,Not Available,Education & Educational Research,2009
EDUCATION AND URBAN SOCIETY,EDUC URBAN SOC,0013-1245,0.368,0.545,Education & Educational Research,2009
ZEITSCHRIFT FUR PADAGOGIK,Z PADAGOGIK,0044-3247,0.377,0.380,Education & Educational Research,2009
