Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION,INT J ART DES EDUC,1476-8062,0.232,0.290,Education & Educational Research,2013
Zeitschrift fur Erziehungswissenschaft,Z ERZIEHWISS,1434-663X,0.241,0.418,Education & Educational Research,2013
ZEITSCHRIFT FUR PADAGOGIK,Z PADAGOGIK,0044-3247,0.242,0.251,Education & Educational Research,2013
AUSTRALIAN JOURNAL OF EDUCATION,AUST J EDUC,0004-9441,0.243,0.538,Education & Educational Research,2013
Music Education Research,MUSIC EDUC RES,1461-3808,0.264,0.541,Education & Educational Research,2013
Pedagogische Studien,PEDAGOG STUD,0165-0645,0.270,Not Available,Education & Educational Research,2013
Cadmo,CADMO,1122-5165,0.278,0.132,Education & Educational Research,2013
PAEDAGOGICA HISTORICA,PAEDAGOG HIST,0030-9230,0.280,0.311,Education & Educational Research,2013
Egitim ve Bilim-Education and Science,EGIT BILIM,1300-1337,0.282,0.365,Education & Educational Research,2013
STUDIES IN PHILOSOPHY AND EDUCATION,STUD PHILOS EDUC,0039-3746,0.284,0.470,Education & Educational Research,2013
INNOVATIONS IN EDUCATION AND TEACHING INTERNATIONAL,INNOV EDUC TEACH INT,1470-3297,0.301,0.800,Education & Educational Research,2013
JOURNAL OF MORAL EDUCATION,J MORAL EDUC,0305-7240,0.306,0.604,Education & Educational Research,2013
English Teaching-Practice and Critique,ENGL TEACH-PRACT CRI,1175-8708,0.307,0.392,Education & Educational Research,2013
CURRICULUM INQUIRY,CURRICULUM INQ,0362-6784,0.322,0.431,Education & Educational Research,2013
Asia Pacific Journal of Education,ASIA PAC J EDUC,0218-8791,0.328,0.466,Education & Educational Research,2013
European Journal of Education,EUR J EDUC,0141-8211,0.329,0.556,Education & Educational Research,2013
JOURNAL OF ECONOMIC EDUCATION,J ECON EDUC,0022-0485,0.329,0.429,Education & Educational Research,2013
EDUCATIONAL RESEARCH,EDUC RES-UK,0013-1881,0.339,0.750,Education & Educational Research,2013
Literacy,LITERACY,1741-4350,0.343,Not Available,Education & Educational Research,2013
Comunicar,COMUNICAR,1134-3478,0.350,0.236,Education & Educational Research,2013
EDUCATIONAL STUDIES,EDUC STUD-UK,0305-5698,0.351,0.563,Education & Educational Research,2013
English in Australia,ENGL AUST,0046-208X,0.351,0.247,Education & Educational Research,2013
APPLIED MEASUREMENT IN EDUCATION,APPL MEAS EDUC,0895-7347,0.353,0.632,Education & Educational Research,2013
JOURNAL OF COLLEGE STUDENT DEVELOPMENT,J COLL STUDENT DEV,0897-5264,0.355,0.796,Education & Educational Research,2013
JOURNAL OF LEGAL EDUCATION,J LEGAL EDUC,0022-2208,0.355,0.269,Education & Educational Research,2013
Egitim Arastirmalari-Eurasian Journal of Educational Research,EGIT ARAST,1302-597X,0.357,0.445,Education & Educational Research,2013
Journal of Language Identity and Education,J LANG IDENTITY EDUC,1534-8458,0.361,0.500,Education & Educational Research,2013
EDUCATION AND URBAN SOCIETY,EDUC URBAN SOC,0013-1245,0.365,0.484,Education & Educational Research,2013
Asia Pacific Education Review,ASIA PAC EDUC REV,1598-1037,0.375,0.561,Education & Educational Research,2013
Cultura y Educacion,CULT EDUC,1135-6405,0.375,0.401,Education & Educational Research,2013
History of Education,HIST EDUC,0046-760X,0.377,0.419,Education & Educational Research,2013
Mathematical Thinking and Learning,MATH THINK LEARN,1098-6065,0.385,Not Available,Education & Educational Research,2013
Educational Management Administration & Leadership,EDUC MANAG ADM LEAD,1741-1432,0.405,Not Available,Education & Educational Research,2013
Language Culture and Curriculum,LANG CULT CURRIC,0790-8318,0.405,0.375,Education & Educational Research,2013
Scandinavian Journal of Educational Research,SCAND J EDUC RES,0031-3831,0.408,0.749,Education & Educational Research,2013
EDUCATIONAL POLICY,EDUC POLICY,0895-9048,0.409,0.722,Education & Educational Research,2013
EDUCATIONAL GERONTOLOGY,EDUC GERONTOL,0360-1277,0.413,0.633,Education & Educational Research,2013
Higher Education Policy,HIGH EDUC POLICY,0952-8733,0.415,Not Available,Education & Educational Research,2013
Educational Philosophy and Theory,EDUC PHILOS THEORY,0013-1857,0.428,Not Available,Education & Educational Research,2013
Zeitschrift fur Soziologie der Erziehung und Sozialisation,Z SOZIOL ERZIEH SOZI,1436-1957,0.429,0.295,Education & Educational Research,2013
Compare-A Journal of Comparative and International Education,COMPARE,0305-7925,0.435,Not Available,Education & Educational Research,2013
Language and Education,LANG EDUC-UK,0950-0782,0.435,0.644,Education & Educational Research,2013
European Physical Education Review,EUR PHYS EDUC REV,1356-336X,0.438,1.077,Education & Educational Research,2013
JOURNAL OF SOCIAL WORK EDUCATION,J SOC WORK EDUC,1043-7797,0.439,0.771,Education & Educational Research,2013
JOURNAL OF ADOLESCENT & ADULT LITERACY,J ADOLESC ADULT LIT,1081-3004,0.447,0.703,Education & Educational Research,2013
Cambridge Journal of Education,CAMB J EDUC,0305-764X,0.474,Not Available,Education & Educational Research,2013
Studies in Continuing Education,STUD CONTIN EDUC,0158-037X,0.477,0.533,Education & Educational Research,2013
Irish Educational Studies,IRISH EDUC STUD,0332-3315,0.479,0.631,Education & Educational Research,2013
JOURNAL OF TEACHING IN PHYSICAL EDUCATION,J TEACH PHYS EDUC,0273-5024,0.479,1.169,Education & Educational Research,2013
Journal of Baltic Science Education,J BALT SCI EDUC,1648-3898,0.481,0.542,Education & Educational Research,2013
English in Education,ENGL EDUC-UK,0425-0494,0.484,Not Available,Education & Educational Research,2013
Australian Journal of Guidance and Counselling,AUST J GUID COUNS,1037-2911,0.500,0.877,Education & Educational Research,2013
Mind Culture and Activity,MIND CULT ACT,1074-9039,0.500,Not Available,Education & Educational Research,2013
British Journal of Religious Education,BRIT J RELIG EDUC,0141-6200,0.512,0.604,Education & Educational Research,2013
THEORY INTO PRACTICE,THEOR PRACT,0040-5841,0.528,1.061,Education & Educational Research,2013
TEACHING OF PSYCHOLOGY,TEACH PSYCHOL,0098-6283,0.536,0.975,Education & Educational Research,2013
OXFORD REVIEW OF EDUCATION,OXFORD REV EDUC,0305-4985,0.537,0.897,Education & Educational Research,2013
Technology Pedagogy and Education,TECHNOL PEDAGOG EDUC,1475-939X,0.541,Not Available,Education & Educational Research,2013
Reading & Writing Quarterly,READ WRIT Q,1057-3569,0.542,Not Available,Education & Educational Research,2013
Race Ethnicity and Education,RACE ETHNIC EDUC-UK,1361-3324,0.543,0.887,Education & Educational Research,2013
EDUCATIONAL REVIEW,EDUC REV,0013-1911,0.544,0.711,Education & Educational Research,2013
Discourse-Studies in the Cultural Politics of Education,DISCOURSE-ABINGDON,0159-6306,0.546,Not Available,Education & Educational Research,2013
RESEARCH IN THE TEACHING OF ENGLISH,RES TEACH ENGL,0034-527X,0.556,0.859,Education & Educational Research,2013
JOURNAL OF PHILOSOPHY OF EDUCATION,J PHILOS EDUC,0309-8249,0.557,0.527,Education & Educational Research,2013
Teachers and Teaching,TEACH TEACH,1354-0602,0.557,Not Available,Education & Educational Research,2013
International Journal of Inclusive Education,INT J INCLUSIVE EDUC,1360-3116,0.558,0.823,Education & Educational Research,2013
Language Policy,LANG POLICY-NETH,1568-4555,0.581,Not Available,Education & Educational Research,2013
TEACHING IN HIGHER EDUCATION,TEACH HIGH EDUC,1356-2517,0.623,1.090,Education & Educational Research,2013
BRITISH JOURNAL OF EDUCATIONAL STUDIES,BRIT J EDUC STUD,0007-1005,0.636,1.046,Education & Educational Research,2013
International Journal of Science and Mathematics Education,INT J SCI MATH EDUC,1571-0068,0.636,Not Available,Education & Educational Research,2013
READING TEACHER,READ TEACH,0034-0561,0.636,0.790,Education & Educational Research,2013
Educational Studies in Mathematics,EDUC STUD MATH,0013-1954,0.639,Not Available,Education & Educational Research,2013
URBAN EDUCATION,URBAN EDUC,0042-0859,0.657,0.753,Education & Educational Research,2013
JOURNAL OF EDUCATIONAL COMPUTING RESEARCH,J EDUC COMPUT RES,0735-6331,0.659,0.858,Education & Educational Research,2013
SCHOOL EFFECTIVENESS AND SCHOOL IMPROVEMENT,SCH EFF SCH IMPROV,0924-3453,0.667,1.269,Education & Educational Research,2013
South African Journal of Education,S AFR J EDUC,0256-0100,0.679,0.764,Education & Educational Research,2013
HEALTH EDUCATION JOURNAL,HEALTH EDUC J,0017-8969,0.694,1.209,Education & Educational Research,2013
JOURNAL OF EDUCATION FOR TEACHING,J EDUC TEACHING,0260-7476,0.701,Not Available,Education & Educational Research,2013
AUSTRALIAN EDUCATIONAL RESEARCHER,AUST EDUC RES,0311-6999,0.704,0.746,Education & Educational Research,2013
GENDER AND EDUCATION,GENDER EDUC,0954-0253,0.705,0.757,Education & Educational Research,2013
Australasian Journal of Early Childhood,AUST J EARLY CHILD,0312-5033,0.718,0.642,Education & Educational Research,2013
Science & Education,SCI EDUC-NETHERLANDS,0926-7220,0.718,Not Available,Education & Educational Research,2013
JOURNAL OF EXPERIMENTAL EDUCATION,J EXP EDUC,0022-0973,0.720,1.353,Education & Educational Research,2013
Journal of Diversity in Higher Education,J DIVERS HIGH EDUC,1938-8926,0.722,1.020,Education & Educational Research,2013
TEACHERS COLLEGE RECORD,TEACH COLL REC,0161-4681,0.722,1.169,Education & Educational Research,2013
EDUCATIONAL ADMINISTRATION QUARTERLY,EDUC ADMIN QUART,0013-161X,0.723,1.375,Education & Educational Research,2013
COMPARATIVE EDUCATION,COMP EDUC,0305-0068,0.724,0.848,Education & Educational Research,2013
Distance Education,DISTANCE EDUC,0158-7919,0.725,0.955,Education & Educational Research,2013
International Review of Research in Open and Distance Learning,INT REV RES OPEN DIS,1492-3831,0.748,Not Available,Education & Educational Research,2013
INTERACTIVE LEARNING ENVIRONMENTS,INTERACT LEARN ENVIR,1049-4820,0.750,1.032,Education & Educational Research,2013
BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION,BRIT J SOCIOL EDUC,0142-5692,0.753,0.957,Education & Educational Research,2013
Research Papers in Education,RES PAP EDUC,0267-1522,0.754,0.907,Education & Educational Research,2013
ELT Journal,ELT J,0951-0893,0.759,Not Available,Education & Educational Research,2013
FOREIGN LANGUAGE ANNALS,FOREIGN LANG ANN,0015-718X,0.760,1.038,Education & Educational Research,2013
ANTHROPOLOGY & EDUCATION QUARTERLY,ANTHROPOL EDUC QUART,0161-7761,0.765,0.930,Education & Educational Research,2013
JOURNAL OF ENVIRONMENTAL EDUCATION,J ENVIRON EDUC,0095-8964,0.765,1.688,Education & Educational Research,2013
JOURNAL OF CURRICULUM STUDIES,J CURRICULUM STUD,0022-0272,0.779,0.899,Education & Educational Research,2013
ADULT EDUCATION QUARTERLY,ADULT EDUC QUART,0741-7136,0.786,0.918,Education & Educational Research,2013
Higher Education Research & Development,HIGH EDUC RES DEV,0729-4360,0.791,1.191,Education & Educational Research,2013
Asia-Pacific Education Researcher,ASIA-PAC EDUC RES,0119-5646,0.793,0.966,Education & Educational Research,2013
Journal of English for Academic Purposes,J ENGL ACAD PURP,1475-1585,0.796,Not Available,Education & Educational Research,2013
European Journal of Teacher Education,EUR J TEACH EDUC,0261-9768,0.804,0.993,Education & Educational Research,2013
EDUCATIONAL TECHNOLOGY & SOCIETY,EDUC TECHNOL SOC,1436-4522,0.824,1.340,Education & Educational Research,2013
Journal of Computing in Higher Education,J COMPUT HIGH EDUC,1042-1726,0.826,Not Available,Education & Educational Research,2013
JOURNAL OF LITERACY RESEARCH,J LIT RES,1086-296X,0.833,1.101,Education & Educational Research,2013
SECOND LANGUAGE RESEARCH,SECOND LANG RES,0267-6583,0.833,1.667,Education & Educational Research,2013
Asia-Pacific Journal of Teacher Education,ASIA-PAC J TEACH EDU,1359-866X,0.837,1.172,Education & Educational Research,2013
INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT,INT J EDUC DEV,0738-0593,0.841,0.920,Education & Educational Research,2013
JOURNAL OF EDUCATIONAL RESEARCH,J EDUC RES,0022-0671,0.847,1.282,Education & Educational Research,2013
JOURNAL OF GEOGRAPHY IN HIGHER EDUCATION,J GEOGR HIGHER EDUC,0309-8265,0.859,1.135,Education & Educational Research,2013
REVIEW OF HIGHER EDUCATION,REV HIGH EDUC,0162-5748,0.867,1.385,Education & Educational Research,2013
Journal of Science Education and Technology,J SCI EDUC TECHNOL,1059-0145,0.869,1.296,Education & Educational Research,2013
Australasian Journal of Educational Technology,AUSTRALAS J EDUC TEC,1449-5554,0.875,1.198,Education & Educational Research,2013
International Journal of Bilingual Education and Bilingualism,INT J BILING EDUC BI,1367-0050,0.878,Not Available,Education & Educational Research,2013
Computer Assisted Language Learning,COMPUT ASSIST LANG L,0958-8221,0.880,1.250,Education & Educational Research,2013
SYSTEM,SYSTEM,0346-251X,0.889,1.142,Education & Educational Research,2013
Review of Research in Education,REV RES EDUC,0091-732X,0.900,2.423,Education & Educational Research,2013
QUEST,QUEST,0033-6297,0.902,0.994,Education & Educational Research,2013
COMPARATIVE EDUCATION REVIEW,COMP EDUC REV,0010-4086,0.907,1.115,Education & Educational Research,2013
Early Education and Development,EARLY EDUC DEV,1040-9289,0.908,1.545,Education & Educational Research,2013
ETR&D-EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT,ETR&D-EDUC TECH RES,1042-1629,0.919,1.535,Education & Educational Research,2013
JOURNAL OF EDUCATION POLICY,J EDUC POLICY,0268-0939,0.921,1.557,Education & Educational Research,2013
Education Finance and Policy,EDUC FINANC POLICY,1557-3060,0.947,1.255,Education & Educational Research,2013
Physical Education and Sport Pedagogy,PHYS EDUC SPORT PEDA,1740-8989,0.950,Not Available,Education & Educational Research,2013
Critical Studies in Education,CRIT STUD EDUC,1750-8487,0.952,Not Available,Education & Educational Research,2013
MINERVA,MINERVA,0026-4695,0.957,1.342,Education & Educational Research,2013
Learning Media and Technology,LEARN MEDIA TECHNOL,1743-9884,0.958,1.529,Education & Educational Research,2013
International Journal for Educational and Vocational Guidance,INT J EDUC VOCAT GUI,0251-2513,0.966,Not Available,Education & Educational Research,2013
Journal of Studies in International Education,J STUD INT EDUC,1028-3153,0.980,1.597,Education & Educational Research,2013
TEACHING SOCIOLOGY,TEACH SOCIOL,0092-055X,0.980,1.059,Education & Educational Research,2013
Assessment & Evaluation in Higher Education,ASSESS EVAL HIGH EDU,0260-2938,1.000,1.677,Education & Educational Research,2013
JOURNAL FOR RESEARCH IN MATHEMATICS EDUCATION,J RES MATH EDUC,0021-8251,1.000,1.730,Education & Educational Research,2013
TESOL QUARTERLY,TESOL QUART,0039-8322,1.000,1.179,Education & Educational Research,2013
JOURNAL OF EDUCATIONAL AND BEHAVIORAL STATISTICS,J EDUC BEHAV STAT,1076-9986,1.016,1.304,Education & Educational Research,2013
Language Teaching Research,LANG TEACH RES,1362-1688,1.022,1.358,Education & Educational Research,2013
JOURNAL OF COMPUTER ASSISTED LEARNING,J COMPUT ASSIST LEAR,0266-4909,1.023,1.836,Education & Educational Research,2013
JOURNAL OF HIGHER EDUCATION,J HIGH EDUC,0022-1546,1.051,1.626,Education & Educational Research,2013
HARVARD EDUCATIONAL REVIEW,HARVARD EDUC REV,0017-8055,1.080,1.317,Education & Educational Research,2013
ELEMENTARY SCHOOL JOURNAL,ELEM SCHOOL J,0013-5984,1.111,1.641,Education & Educational Research,2013
HIGHER EDUCATION,HIGH EDUC,0018-1560,1.124,1.354,Education & Educational Research,2013
INSTRUCTIONAL SCIENCE,INSTR SCI,0020-4277,1.130,2.016,Education & Educational Research,2013
RESEARCH IN HIGHER EDUCATION,RES HIGH EDUC,0361-0365,1.141,1.656,Education & Educational Research,2013
ECONOMICS OF EDUCATION REVIEW,ECON EDUC REV,0272-7757,1.146,1.565,Education & Educational Research,2013
BRITISH EDUCATIONAL RESEARCH JOURNAL,BRIT EDUC RES J,0141-1926,1.172,1.760,Education & Educational Research,2013
JOURNAL OF RESEARCH IN READING,J RES READ,0141-0423,1.192,1.589,Education & Educational Research,2013
IEEE Transactions on Learning Technologies,IEEE T LEARN TECHNOL,1939-1382,1.220,1.383,Education & Educational Research,2013
ReCALL,RECALL,0958-3440,1.226,Not Available,Education & Educational Research,2013
ACADEMIC PSYCHIATRY,ACAD PSYCHIATR,1042-9670,1.243,1.479,Education & Educational Research,2013
Medical Education Online,MED EDUC ONLINE,1087-2981,1.268,Not Available,Education & Educational Research,2013
RESEARCH IN SCIENCE EDUCATION,RES SCI EDUC,0157-244X,1.268,1.812,Education & Educational Research,2013
STUDIES IN HIGHER EDUCATION,STUD HIGH EDUC,0307-5079,1.278,1.985,Education & Educational Research,2013
Vocations and Learning,VOCAT LEARN,1874-785X,1.286,1.246,Education & Educational Research,2013
Environmental Education Research,ENVIRON EDUC RES,1350-4622,1.295,1.777,Education & Educational Research,2013
Chemistry Education Research and Practice,CHEM EDUC RES PRACT,1109-4028,1.309,1.436,Education & Educational Research,2013
International Journal of Sustainability in Higher Education,INT J SUST HIGHER ED,1467-6370,1.314,Not Available,Education & Educational Research,2013
READING AND WRITING,READ WRIT,0922-4777,1.331,1.828,Education & Educational Research,2013
SPORT EDUCATION AND SOCIETY,SPORT EDUC SOC,1357-3322,1.333,1.642,Education & Educational Research,2013
Mind Brain and Education,MIND BRAIN EDUC,1751-2271,1.339,1.412,Education & Educational Research,2013
Metacognition and Learning,METACOGN LEARN,1556-1623,1.357,2.571,Education & Educational Research,2013
BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,BRIT J EDUC TECHNOL,0007-1013,1.394,1.912,Education & Educational Research,2013
JOURNAL OF AMERICAN COLLEGE HEALTH,J AM COLL HEALTH,0744-8481,1.397,2.223,Education & Educational Research,2013
BMC Medical Education,BMC MED EDUC,1472-6920,1.409,1.725,Education & Educational Research,2013
LANGUAGE LEARNING,LANG LEARN,0023-8333,1.433,2.248,Education & Educational Research,2013
Thinking Skills and Creativity,THINK SKILLS CREAT,1871-1871,1.455,1.567,Education & Educational Research,2013
AIDS EDUCATION AND PREVENTION,AIDS EDUC PREV,0899-9546,1.505,2.298,Education & Educational Research,2013
INTERNATIONAL JOURNAL OF SCIENCE EDUCATION,INT J SCI EDUC,0950-0693,1.516,2.023,Education & Educational Research,2013
Physical Review Special Topics-Physics Education Research,PHYS REV SPEC TOP-PH,1554-9178,1.573,1.840,Education & Educational Research,2013
AMERICAN JOURNAL OF EDUCATION,AM J EDUC,0195-6744,1.590,1.304,Education & Educational Research,2013
TEACHING AND TEACHER EDUCATION,TEACH TEACH EDUC,0742-051X,1.607,1.612,Education & Educational Research,2013
READING RESEARCH QUARTERLY,READ RES QUART,0034-0553,1.650,2.681,Education & Educational Research,2013
JOURNAL OF SCHOOL HEALTH,J SCHOOL HEALTH,0022-4391,1.659,2.132,Education & Educational Research,2013
Language Teaching,LANG TEACHING,0261-4448,1.795,Not Available,Education & Educational Research,2013
International Journal of Computer-Supported Collaborative Learning,INT J COMP-SUPP COLL,1556-1607,1.830,2.609,Education & Educational Research,2013
LANGUAGE LEARNING & TECHNOLOGY,LANG LEARN TECHNOL,1094-3501,1.929,2.362,Education & Educational Research,2013
HEALTH EDUCATION RESEARCH,HEALTH EDUC RES,0268-1153,1.944,2.508,Education & Educational Research,2013
EDUCATIONAL EVALUATION AND POLICY ANALYSIS,EDUC EVAL POLICY AN,0162-3737,2.021,2.685,Education & Educational Research,2013
Internet and Higher Education,INTERNET HIGH EDUC,1096-7516,2.048,2.635,Education & Educational Research,2013
EARLY CHILDHOOD RESEARCH QUARTERLY,EARLY CHILD RES Q,0885-2006,2.058,3.657,Education & Educational Research,2013
Academy of Management Learning & Education,ACAD MANAG LEARN EDU,1537-260X,2.121,3.579,Education & Educational Research,2013
JOURNAL OF TEACHER EDUCATION,J TEACH EDUC,0022-4871,2.208,3.110,Education & Educational Research,2013
SOCIOLOGY OF EDUCATION,SOCIOL EDUC,0038-0407,2.270,2.941,Education & Educational Research,2013
AMERICAN EDUCATIONAL RESEARCH JOURNAL,AM EDUC RES J,0002-8312,2.275,3.618,Education & Educational Research,2013
SCIENTIFIC STUDIES OF READING,SCI STUD READ,1088-8438,2.367,3.019,Education & Educational Research,2013
Studies in Science Education,STUD SCI EDUC,0305-7267,2.417,3.118,Education & Educational Research,2013
COMPUTERS & EDUCATION,COMPUT EDUC,0360-1315,2.630,3.242,Education & Educational Research,2013
ADVANCES IN HEALTH SCIENCES EDUCATION,ADV HEALTH SCI EDUC,1382-4996,2.705,2.976,Education & Educational Research,2013
JOURNAL OF ENGINEERING EDUCATION,J ENG EDUC,1069-4730,2.717,2.801,Education & Educational Research,2013
JOURNAL OF THE LEARNING SCIENCES,J LEARN SCI,1050-8406,2.862,3.260,Education & Educational Research,2013
SCIENCE EDUCATION,SCI EDUC,0036-8326,2.921,3.623,Education & Educational Research,2013
Educational Researcher,EDUC RESEARCHER,0013-189X,2.963,3.914,Education & Educational Research,2013
JOURNAL OF RESEARCH IN SCIENCE TEACHING,J RES SCI TEACH,0022-4308,3.020,3.782,Education & Educational Research,2013
LEARNING AND INSTRUCTION,LEARN INSTR,0959-4752,3.079,4.071,Education & Educational Research,2013
Educational Research Review,EDUC RES REV-NETH,1747-938X,3.107,4.069,Education & Educational Research,2013
Journal of Research on Educational Effectiveness,J RES EDUC EFF,1934-5747,3.154,Not Available,Education & Educational Research,2013
EDUCATIONAL PSYCHOLOGIST,EDUC PSYCHOL-US,0046-1520,4.844,4.161,Education & Educational Research,2013
REVIEW OF EDUCATIONAL RESEARCH,REV EDUC RES,0034-6543,5.000,6.261,Education & Educational Research,2013
