Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
REVIEW OF EDUCATIONAL RESEARCH,REV EDUC RES,0034-6543,1.690,Not Available,Education & Educational Research,2003
AMERICAN EDUCATIONAL RESEARCH JOURNAL,AM EDUC RES J,0002-8312,1.635,Not Available,Education & Educational Research,2003
READING RESEARCH QUARTERLY,READ RES QUART,0034-0553,1.632,Not Available,Education & Educational Research,2003
JOURNAL OF THE LEARNING SCIENCES,J LEARN SCI,1050-8406,1.600,Not Available,Education & Educational Research,2003
JOURNAL OF AMERICAN COLLEGE HEALTH,J AM COLL HEALTH,0744-8481,1.468,Not Available,Education & Educational Research,2003
EDUCATIONAL EVALUATION AND POLICY ANALYSIS,EDUC EVAL POLICY AN,0162-3737,1.424,Not Available,Education & Educational Research,2003
HEALTH EDUCATION RESEARCH,HEALTH EDUC RES,0268-1153,1.358,Not Available,Education & Educational Research,2003
LEARNING AND INSTRUCTION,LEARN INSTR,0959-4752,1.300,Not Available,Education & Educational Research,2003
HARVARD EDUCATIONAL REVIEW,HARVARD EDUC REV,0017-8055,1.212,Not Available,Education & Educational Research,2003
JOURNAL OF RESEARCH IN SCIENCE TEACHING,J RES SCI TEACH,0022-4308,1.094,Not Available,Education & Educational Research,2003
SOCIOLOGY OF EDUCATION,SOCIOL EDUC,0038-0407,1.048,Not Available,Education & Educational Research,2003
TESOL QUARTERLY,TESOL QUART,0039-8322,1.000,Not Available,Education & Educational Research,2003
AIDS EDUCATION AND PREVENTION,AIDS EDUC PREV,0899-9546,0.973,Not Available,Education & Educational Research,2003
SCIENCE EDUCATION,SCI EDUC,0036-8326,0.877,Not Available,Education & Educational Research,2003
JOURNAL OF SCHOOL HEALTH,J SCHOOL HEALTH,0022-4391,0.868,Not Available,Education & Educational Research,2003
COMPUTERS & EDUCATION,COMPUT EDUC,0360-1315,0.849,Not Available,Education & Educational Research,2003
JOURNAL OF TEACHER EDUCATION,J TEACH EDUC,0022-4871,0.841,Not Available,Education & Educational Research,2003
