Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
RUSSIAN EDUCATION AND SOCIETY,RUSS EDUC SOC,1060-9393,0.014,0.018,Education & Educational Research,2007
PAEDAGOGICA HISTORICA,PAEDAGOG HIST,0030-9230,0.015,0.015,Education & Educational Research,2007
CHINESE EDUCATION AND SOCIETY,CHINESE EDUC SOC,1061-1932,0.050,0.060,Education & Educational Research,2007
AUSTRALIAN EDUCATIONAL RESEARCHER,AUST EDUC RES,0311-6999,0.105,0.171,Education & Educational Research,2007
Revista Espanola de Pedagogia,REV ESP PEDAGOG,0034-9461,0.109,Not Available,Education & Educational Research,2007
ADULT EDUCATION QUARTERLY,ADULT EDUC QUART,0741-7136,0.129,0.338,Education & Educational Research,2007
INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION,INT J ART DES EDUC,1476-8062,0.136,0.115,Education & Educational Research,2007
PERSPECTIVES IN EDUCATION,PERSPECT EDUC,0258-2236,0.136,Not Available,Education & Educational Research,2007
JOURNAL OF ECONOMIC EDUCATION,J ECON EDUC,0022-0485,0.137,0.308,Education & Educational Research,2007
EDUCATIONAL LEADERSHIP,EDUC LEADERSHIP,0013-1784,0.142,0.278,Education & Educational Research,2007
JOURNAL OF PHILOSOPHY OF EDUCATION,J PHILOS EDUC,0309-8249,0.164,0.243,Education & Educational Research,2007
EDUCATION AND URBAN SOCIETY,EDUC URBAN SOC,0013-1245,0.180,0.468,Education & Educational Research,2007
INNOVATIONS IN EDUCATION AND TEACHING INTERNATIONAL,INNOV EDUC TEACH INT,1470-3297,0.180,0.399,Education & Educational Research,2007
JOURNAL OF LEGAL EDUCATION,J LEGAL EDUC,0022-2208,0.203,0.249,Education & Educational Research,2007
JOURNAL OF ADOLESCENT & ADULT LITERACY,J ADOLESC ADULT LIT,1081-3004,0.214,0.440,Education & Educational Research,2007
Zeitschrift fur Soziologie der Erziehung und Sozialisation,Z SOZIOL ERZIEH SOZI,1436-1957,0.225,Not Available,Education & Educational Research,2007
EDUCATIONAL STUDIES,EDUC STUD,0305-5698,0.246,0.404,Education & Educational Research,2007
PHI DELTA KAPPAN,PHI DELTA KAPPAN,0031-7217,0.253,0.254,Education & Educational Research,2007
TEACHING OF PSYCHOLOGY,TEACH PSYCHOL,0098-6283,0.265,0.340,Education & Educational Research,2007
ETR&D-EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT,ETR&D-EDUC TECH RES,1042-1629,0.270,0.880,Education & Educational Research,2007
ZEITSCHRIFT FUR PADAGOGIK,Z PADAGOGIK,0044-3247,0.287,0.375,Education & Educational Research,2007
MINERVA,MINERVA,0026-4695,0.298,0.789,Education & Educational Research,2007
JOURNAL OF MORAL EDUCATION,J MORAL EDUC,0305-7240,0.317,0.561,Education & Educational Research,2007
RESEARCH IN SCIENCE EDUCATION,RES SCI EDUC,0157-244X,0.317,0.444,Education & Educational Research,2007
READING TEACHER,READ TEACH,0034-0561,0.320,0.389,Education & Educational Research,2007
EDUCATIONAL GERONTOLOGY,EDUC GERONTOL,0360-1277,0.330,0.599,Education & Educational Research,2007
EDUCATIONAL ADMINISTRATION QUARTERLY,EDUC ADMIN QUART,0013-161X,0.333,0.689,Education & Educational Research,2007
APPLIED MEASUREMENT IN EDUCATION,APPL MEAS EDUC,0895-7347,0.343,0.482,Education & Educational Research,2007
JOURNAL OF LITERACY RESEARCH,J LIT RES,1086-296X,0.345,0.560,Education & Educational Research,2007
JOURNAL OF CURRICULUM STUDIES,J CURRICULUM STUD,0022-0272,0.361,0.438,Education & Educational Research,2007
URBAN EDUCATION,URBAN EDUC,0042-0859,0.362,0.612,Education & Educational Research,2007
FOREIGN LANGUAGE ANNALS,FOREIGN LANG ANN,0015-718X,0.364,0.457,Education & Educational Research,2007
SCHOOL EFFECTIVENESS AND SCHOOL IMPROVEMENT,SCH EFF SCH IMPROV,0924-3453,0.368,0.708,Education & Educational Research,2007
INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT,INT J EDUC DEV,0738-0593,0.375,0.519,Education & Educational Research,2007
COMPARATIVE EDUCATION REVIEW,COMP EDUC REV,0010-4086,0.388,0.629,Education & Educational Research,2007
THEORY INTO PRACTICE,THEOR PRACT,0040-5841,0.390,0.851,Education & Educational Research,2007
JOURNAL OF TEACHING IN PHYSICAL EDUCATION,J TEACH PHYS EDUC,0273-5024,0.395,0.810,Education & Educational Research,2007
JOURNAL OF SOCIAL WORK EDUCATION,J SOC WORK EDUC,1043-7797,0.403,0.676,Education & Educational Research,2007
INTERACTIVE LEARNING ENVIRONMENTS,INTERACT LEARN ENVIR,1049-4820,0.407,0.500,Education & Educational Research,2007
Asia Pacific Education Review,ASIA PAC EDUC REV,1598-1037,0.415,0.439,Education & Educational Research,2007
LANGUAGE LEARNING,LANG LEARN,0023-8333,0.417,1.009,Education & Educational Research,2007
COMPARATIVE EDUCATION,COMP EDUC,0305-0068,0.435,0.567,Education & Educational Research,2007
EDUCATIONAL POLICY,EDUC POLICY,0895-9048,0.439,0.610,Education & Educational Research,2007
BRITISH JOURNAL OF EDUCATIONAL STUDIES,BRIT J EDUC STUD,0007-1005,0.467,0.524,Education & Educational Research,2007
CURRICULUM INQUIRY,CURRICULUM INQ,0362-6784,0.469,0.466,Education & Educational Research,2007
EDUCATIONAL TECHNOLOGY & SOCIETY,EDUC TECHNOL SOC,1436-4522,0.475,Not Available,Education & Educational Research,2007
EDUCATIONAL RESEARCH,EDUC RES-UK,0013-1881,0.488,0.579,Education & Educational Research,2007
TEACHERS COLLEGE RECORD,TEACH COLL REC,0161-4681,0.497,0.828,Education & Educational Research,2007
OXFORD REVIEW OF EDUCATION,OXFORD REV EDUC,0305-4985,0.529,0.741,Education & Educational Research,2007
SPORT EDUCATION AND SOCIETY,SPORT EDUC SOC,1357-3322,0.538,0.965,Education & Educational Research,2007
INTERNATIONAL JOURNAL OF SCIENCE EDUCATION,INT J SCI EDUC,0950-0693,0.541,0.857,Education & Educational Research,2007
JOURNAL OF EDUCATIONAL RESEARCH,J EDUC RES,0022-0671,0.548,0.994,Education & Educational Research,2007
RESEARCH IN THE TEACHING OF ENGLISH,RES TEACH ENGL,0034-527X,0.548,0.761,Education & Educational Research,2007
TEACHING IN HIGHER EDUCATION,TEACH HIGH EDUC,1356-2517,0.548,Not Available,Education & Educational Research,2007
STUDIES IN HIGHER EDUCATION,STUD HIGH EDUC,0307-5079,0.556,1.075,Education & Educational Research,2007
ECONOMICS OF EDUCATION REVIEW,ECON EDUC REV,0272-7757,0.557,0.876,Education & Educational Research,2007
EDUCATIONAL REVIEW,EDUC REV,0013-1911,0.558,0.709,Education & Educational Research,2007
JOURNAL OF TEACHER EDUCATION,J TEACH EDUC,0022-4871,0.560,0.965,Education & Educational Research,2007
TEACHING SOCIOLOGY,TEACH SOCIOL,0092-055X,0.565,0.656,Education & Educational Research,2007
BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,BRIT J EDUC TECHNOL,0007-1013,0.574,0.774,Education & Educational Research,2007
TEACHING AND TEACHER EDUCATION,TEACH TEACH EDUC,0742-051X,0.589,0.914,Education & Educational Research,2007
REVIEW OF HIGHER EDUCATION,REV HIGH EDUC,0162-5748,0.595,0.676,Education & Educational Research,2007
REVIEW OF RESEARCH IN EDUCATION,REV RES EDUC,0091-732X,0.600,Not Available,Education & Educational Research,2007
HIGHER EDUCATION,HIGH EDUC,0018-1560,0.608,0.827,Education & Educational Research,2007
BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION,BRIT J SOCIOL EDUC,0142-5692,0.609,0.995,Education & Educational Research,2007
ANTHROPOLOGY & EDUCATION QUARTERLY,ANTHROPOL EDUC QUART,0161-7761,0.630,0.807,Education & Educational Research,2007
EARLY CHILDHOOD RESEARCH QUARTERLY,EARLY CHILD RES Q,0885-2006,0.632,0.966,Education & Educational Research,2007
SECOND LANGUAGE RESEARCH,SECOND LANG RES,0267-6583,0.656,Not Available,Education & Educational Research,2007
JOURNAL OF COLLEGE STUDENT DEVELOPMENT,J COLL STUDENT DEV,0897-5264,0.667,0.852,Education & Educational Research,2007
JOURNAL FOR RESEARCH IN MATHEMATICS EDUCATION,J RES MATH EDUC,0021-8251,0.697,0.920,Education & Educational Research,2007
RESEARCH IN HIGHER EDUCATION,RES HIGH EDUC,0361-0365,0.699,1.017,Education & Educational Research,2007
JOURNAL OF GEOGRAPHY IN HIGHER EDUCATION,J GEOGR HIGHER EDUC,0309-8265,0.741,0.752,Education & Educational Research,2007
GENDER AND EDUCATION,GENDER EDUC,0954-0253,0.743,1.048,Education & Educational Research,2007
ACADEMIC PSYCHIATRY,ACAD PSYCHIATR,1042-9670,0.754,1.040,Education & Educational Research,2007
BRITISH EDUCATIONAL RESEARCH JOURNAL,BRIT EDUC RES J,0141-1926,0.782,0.982,Education & Educational Research,2007
INSTRUCTIONAL SCIENCE,INSTR SCI,0020-4277,0.795,1.300,Education & Educational Research,2007
JOURNAL OF COMPUTER ASSISTED LEARNING,J COMPUT ASSIST LEAR,0266-4909,0.800,1.000,Education & Educational Research,2007
AMERICAN JOURNAL OF EDUCATION,AM J EDUC,0195-6744,0.837,0.817,Education & Educational Research,2007
JOURNAL OF HIGHER EDUCATION,J HIGH EDUC,0022-1546,0.867,1.150,Education & Educational Research,2007
ADVANCES IN HEALTH SCIENCES EDUCATION,ADV HEALTH SCI EDUC,1382-4996,0.885,1.748,Education & Educational Research,2007
JOURNAL OF EXPERIMENTAL EDUCATION,J EXP EDUC,0022-0973,0.931,1.256,Education & Educational Research,2007
JOURNAL OF EDUCATION POLICY,J EDUC POLICY,0268-0939,0.935,1.170,Education & Educational Research,2007
SCIENCE EDUCATION,SCI EDUC,0036-8326,0.936,1.790,Education & Educational Research,2007
JOURNAL OF SCHOOL HEALTH,J SCHOOL HEALTH,0022-4391,0.956,1.230,Education & Educational Research,2007
QUEST,QUEST,0033-6297,0.963,0.776,Education & Educational Research,2007
