Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
REVIEW OF RESEARCH IN EDUCATION,REV RES EDUC,0091-732X,3.667,Not Available,Education & Educational Research,1998
REVIEW OF EDUCATIONAL RESEARCH,REV EDUC RES,0034-6543,2.293,Not Available,Education & Educational Research,1998
AMERICAN EDUCATIONAL RESEARCH JOURNAL,AM EDUC RES J,0002-8312,2.283,Not Available,Education & Educational Research,1998
JOURNAL OF THE LEARNING SCIENCES,J LEARN SCI,1050-8406,1.826,Not Available,Education & Educational Research,1998
READING RESEARCH QUARTERLY,READ RES QUART,0034-0553,1.541,Not Available,Education & Educational Research,1998
SOCIOLOGY OF EDUCATION,SOCIOL EDUC,0038-0407,1.311,Not Available,Education & Educational Research,1998
HARVARD EDUCATIONAL REVIEW,HARVARD EDUC REV,0017-8055,1.125,Not Available,Education & Educational Research,1998
AIDS EDUCATION AND PREVENTION,AIDS EDUC PREV,0899-9546,0.990,Not Available,Education & Educational Research,1998
TESOL QUARTERLY,TESOL QUART,0039-8322,0.983,Not Available,Education & Educational Research,1998
SCHOOL EFFECTIVENESS AND SCHOOL IMPROVEMENT,SCH EFF SCH IMPROV,0924-3453,0.950,Not Available,Education & Educational Research,1998
EDUCATIONAL EVALUATION AND POLICY ANALYSIS,EDUC EVAL POLICY AN,0162-3737,0.933,Not Available,Education & Educational Research,1998
JOURNAL OF HIGHER EDUCATION,J HIGH EDUC,0022-1546,0.906,Not Available,Education & Educational Research,1998
JOURNAL OF RESEARCH IN SCIENCE TEACHING,J RES SCI TEACH,0022-4308,0.880,Not Available,Education & Educational Research,1998
AMERICAN JOURNAL OF EDUCATION,AM J EDUC,0195-6744,0.833,Not Available,Education & Educational Research,1998
JOURNAL OF LEGAL EDUCATION,J LEGAL EDUC,0022-2208,0.833,Not Available,Education & Educational Research,1998
HEALTH EDUCATION RESEARCH,HEALTH EDUC RES,0268-1153,0.821,Not Available,Education & Educational Research,1998
ELEMENTARY SCHOOL JOURNAL,ELEM SCHOOL J,0013-5984,0.786,Not Available,Education & Educational Research,1998
QUEST,QUEST,0033-6297,0.747,Not Available,Education & Educational Research,1998
JOURNAL OF GEOGRAPHY IN HIGHER EDUCATION,J GEOGR HIGHER EDUC,0309-8265,0.746,Not Available,Education & Educational Research,1998
