Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
REVIEW OF RESEARCH IN EDUCATION,REV RES EDUC,0091-732X,3.091,Not Available,Education & Educational Research,2001
READING RESEARCH QUARTERLY,READ RES QUART,0034-0553,1.872,Not Available,Education & Educational Research,2001
SOCIOLOGY OF EDUCATION,SOCIOL EDUC,0038-0407,1.815,Not Available,Education & Educational Research,2001
JOURNAL OF AMERICAN COLLEGE HEALTH,J AM COLL HEALTH,0744-8481,1.657,Not Available,Education & Educational Research,2001
REVIEW OF EDUCATIONAL RESEARCH,REV EDUC RES,0034-6543,1.429,Not Available,Education & Educational Research,2001
RESEARCH IN THE TEACHING OF ENGLISH,RES TEACH ENGL,0034-527X,1.333,Not Available,Education & Educational Research,2001
JOURNAL OF THE LEARNING SCIENCES,J LEARN SCI,1050-8406,1.269,Not Available,Education & Educational Research,2001
EDUCATIONAL EVALUATION AND POLICY ANALYSIS,EDUC EVAL POLICY AN,0162-3737,1.136,Not Available,Education & Educational Research,2001
LEARNING AND INSTRUCTION,LEARN INSTR,0959-4752,1.021,Not Available,Education & Educational Research,2001
COMPARATIVE EDUCATION,COMP EDUC,0305-0068,1.019,Not Available,Education & Educational Research,2001
HEALTH EDUCATION RESEARCH,HEALTH EDUC RES,0268-1153,0.992,Not Available,Education & Educational Research,2001
JOURNAL OF LITERACY RESEARCH,J LIT RES,1086-296X,0.975,Not Available,Education & Educational Research,2001
AMERICAN EDUCATIONAL RESEARCH JOURNAL,AM EDUC RES J,0002-8312,0.914,Not Available,Education & Educational Research,2001
JOURNAL OF GEOGRAPHY IN HIGHER EDUCATION,J GEOGR HIGHER EDUC,0309-8265,0.852,Not Available,Education & Educational Research,2001
SCIENCE EDUCATION,SCI EDUC,0036-8326,0.840,Not Available,Education & Educational Research,2001
BRITISH JOURNAL OF EDUCATIONAL STUDIES,BRIT J EDUC STUD,0007-1005,0.775,Not Available,Education & Educational Research,2001
HARVARD EDUCATIONAL REVIEW,HARVARD EDUC REV,0017-8055,0.758,Not Available,Education & Educational Research,2001
ELEMENTARY SCHOOL JOURNAL,ELEM SCHOOL J,0013-5984,0.725,Not Available,Education & Educational Research,2001
BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION,BRIT J SOCIOL EDUC,0142-5692,0.706,Not Available,Education & Educational Research,2001
AIDS EDUCATION AND PREVENTION,AIDS EDUC PREV,0899-9546,0.688,Not Available,Education & Educational Research,2001
LANGUAGE LEARNING,LANG LEARN,0023-8333,0.682,Not Available,Education & Educational Research,2001
ECONOMICS OF EDUCATION REVIEW,ECON EDUC REV,0272-7757,0.667,Not Available,Education & Educational Research,2001
JOURNAL OF RESEARCH IN SCIENCE TEACHING,J RES SCI TEACH,0022-4308,0.664,Not Available,Education & Educational Research,2001
JOURNAL OF EDUCATION POLICY,J EDUC POLICY,0268-0939,0.624,Not Available,Education & Educational Research,2001
JOURNAL OF SCHOOL HEALTH,J SCHOOL HEALTH,0022-4391,0.614,Not Available,Education & Educational Research,2001
EDUCATIONAL POLICY,EDUC POLICY,0895-9048,0.609,Not Available,Education & Educational Research,2001
COMPARATIVE EDUCATION REVIEW,COMP EDUC REV,0010-4086,0.605,Not Available,Education & Educational Research,2001
COMPUTERS & EDUCATION,COMPUT EDUC,0360-1315,0.571,Not Available,Education & Educational Research,2001
TEACHING SOCIOLOGY,TEACH SOCIOL,0092-055X,0.565,Not Available,Education & Educational Research,2001
QUEST,QUEST,0033-6297,0.554,Not Available,Education & Educational Research,2001
FOREIGN LANGUAGE ANNALS,FOREIGN LANG ANN,0015-718X,0.528,Not Available,Education & Educational Research,2001
STUDIES IN HIGHER EDUCATION,STUD HIGH EDUC,0307-5079,0.524,Not Available,Education & Educational Research,2001
JOURNAL OF EDUCATIONAL AND BEHAVIORAL STATISTICS,J EDUC BEHAV STAT,1076-9986,0.523,Not Available,Education & Educational Research,2001
JOURNAL OF COLLEGE STUDENT DEVELOPMENT,J COLL STUDENT DEV,0021-9789,0.514,Not Available,Education & Educational Research,2001
TEACHERS COLLEGE RECORD,TEACH COLL REC,0161-4681,0.508,Not Available,Education & Educational Research,2001
TESOL QUARTERLY,TESOL QUART,0039-8322,0.508,Not Available,Education & Educational Research,2001
ANTHROPOLOGY & EDUCATION QUARTERLY,ANTHROPOL EDUC QUART,0161-7761,0.500,Not Available,Education & Educational Research,2001
INTERNATIONAL JOURNAL OF SCIENCE EDUCATION,INT J SCI EDUC,0950-0693,0.476,Not Available,Education & Educational Research,2001
JOURNAL OF TEACHER EDUCATION,J TEACH EDUC,0022-4871,0.472,Not Available,Education & Educational Research,2001
TEACHING OF PSYCHOLOGY,TEACH PSYCHOL,0098-6283,0.461,Not Available,Education & Educational Research,2001
EARLY CHILDHOOD RESEARCH QUARTERLY,EARLY CHILD RES Q,0885-2006,0.440,Not Available,Education & Educational Research,2001
BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,BRIT J EDUC TECHNOL,0007-1013,0.438,Not Available,Education & Educational Research,2001
REVIEW OF HIGHER EDUCATION,REV HIGH EDUC,0162-5748,0.426,Not Available,Education & Educational Research,2001
JOURNAL OF PHILOSOPHY OF EDUCATION,J PHILOS EDUC,0309-8249,0.421,Not Available,Education & Educational Research,2001
JOURNAL OF ADOLESCENT & ADULT LITERACY,J ADOLESC ADULT LIT,1081-3004,0.419,Not Available,Education & Educational Research,2001
PHI DELTA KAPPAN,PHI DELTA KAPPAN,0031-7217,0.418,Not Available,Education & Educational Research,2001
JOURNAL OF HIGHER EDUCATION,J HIGH EDUC,0022-1546,0.409,Not Available,Education & Educational Research,2001
JOURNAL OF EDUCATIONAL RESEARCH,J EDUC RES,0022-0671,0.408,Not Available,Education & Educational Research,2001
JOURNAL OF TEACHING IN PHYSICAL EDUCATION,J TEACH PHYS EDUC,0273-5024,0.400,Not Available,Education & Educational Research,2001
TEACHING AND TEACHER EDUCATION,TEACH TEACH EDUC,0742-051X,0.400,Not Available,Education & Educational Research,2001
HIGHER EDUCATION,HIGH EDUC,0018-1560,0.384,Not Available,Education & Educational Research,2001
JOURNAL OF EXPERIMENTAL EDUCATION,J EXP EDUC,0022-0973,0.381,Not Available,Education & Educational Research,2001
EDUCATIONAL RESEARCH,EDUC RES-UK,0013-1881,0.358,Not Available,Education & Educational Research,2001
JOURNAL OF MORAL EDUCATION,J MORAL EDUC,0305-7240,0.358,Not Available,Education & Educational Research,2001
JOURNAL OF SOCIAL WORK EDUCATION,J SOC WORK EDUC,1043-7797,0.358,Not Available,Education & Educational Research,2001
INSTRUCTIONAL SCIENCE,INSTR SCI,0020-4277,0.350,Not Available,Education & Educational Research,2001
ADULT EDUCATION QUARTERLY,ADULT EDUC QUART,0741-7136,0.346,Not Available,Education & Educational Research,2001
JOURNAL FOR RESEARCH IN MATHEMATICS EDUCATION,J RES MATH EDUC,0021-8251,0.338,Not Available,Education & Educational Research,2001
AMERICAN JOURNAL OF EDUCATION,AM J EDUC,0195-6744,0.333,Not Available,Education & Educational Research,2001
INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT,INT J EDUC DEV,0738-0593,0.328,Not Available,Education & Educational Research,2001
EDUCATIONAL STUDIES,EDUC STUD,0305-5698,0.315,Not Available,Education & Educational Research,2001
READING TEACHER,READ TEACH,0034-0561,0.312,Not Available,Education & Educational Research,2001
JOURNAL OF ECONOMIC EDUCATION,J ECON EDUC,0022-0485,0.310,Not Available,Education & Educational Research,2001
OXFORD REVIEW OF EDUCATION,OXFORD REV EDUC,0305-4985,0.297,Not Available,Education & Educational Research,2001
EDUCATIONAL ADMINISTRATION QUARTERLY,EDUC ADMIN QUART,0013-161X,0.288,Not Available,Education & Educational Research,2001
CURRICULUM INQUIRY,CURRICULUM INQ,0362-6784,0.282,Not Available,Education & Educational Research,2001
