Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
REVIEW OF EDUCATIONAL RESEARCH,REV EDUC RES,0034-6543,2.000,Not Available,Education & Educational Research,2002
JOURNAL OF AMERICAN COLLEGE HEALTH,J AM COLL HEALTH,0744-8481,1.818,Not Available,Education & Educational Research,2002
AMERICAN EDUCATIONAL RESEARCH JOURNAL,AM EDUC RES J,0002-8312,1.438,Not Available,Education & Educational Research,2002
READING RESEARCH QUARTERLY,READ RES QUART,0034-0553,1.327,Not Available,Education & Educational Research,2002
AIDS EDUCATION AND PREVENTION,AIDS EDUC PREV,0899-9546,1.237,Not Available,Education & Educational Research,2002
HEALTH EDUCATION RESEARCH,HEALTH EDUC RES,0268-1153,1.177,Not Available,Education & Educational Research,2002
EDUCATIONAL EVALUATION AND POLICY ANALYSIS,EDUC EVAL POLICY AN,0162-3737,1.135,Not Available,Education & Educational Research,2002
JOURNAL OF THE LEARNING SCIENCES,J LEARN SCI,1050-8406,1.107,Not Available,Education & Educational Research,2002
STUDIES IN HIGHER EDUCATION,STUD HIGH EDUC,0307-5079,1.073,Not Available,Education & Educational Research,2002
JOURNAL OF GEOGRAPHY IN HIGHER EDUCATION,J GEOGR HIGHER EDUC,0309-8265,1.065,Not Available,Education & Educational Research,2002
JOURNAL OF RESEARCH IN SCIENCE TEACHING,J RES SCI TEACH,0022-4308,0.990,Not Available,Education & Educational Research,2002
TEACHERS COLLEGE RECORD,TEACH COLL REC,0161-4681,0.914,Not Available,Education & Educational Research,2002
SCIENCE EDUCATION,SCI EDUC,0036-8326,0.900,Not Available,Education & Educational Research,2002
RESEARCH IN THE TEACHING OF ENGLISH,RES TEACH ENGL,0034-527X,0.893,Not Available,Education & Educational Research,2002
BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION,BRIT J SOCIOL EDUC,0142-5692,0.851,Not Available,Education & Educational Research,2002
SOCIOLOGY OF EDUCATION,SOCIOL EDUC,0038-0407,0.846,Not Available,Education & Educational Research,2002
ELEMENTARY SCHOOL JOURNAL,ELEM SCHOOL J,0013-5984,0.843,Not Available,Education & Educational Research,2002
JOURNAL OF HIGHER EDUCATION,J HIGH EDUC,0022-1546,0.836,Not Available,Education & Educational Research,2002
HARVARD EDUCATIONAL REVIEW,HARVARD EDUC REV,0017-8055,0.833,Not Available,Education & Educational Research,2002
QUEST,QUEST,0033-6297,0.806,Not Available,Education & Educational Research,2002
LEARNING AND INSTRUCTION,LEARN INSTR,0959-4752,0.756,Not Available,Education & Educational Research,2002
SCHOOL EFFECTIVENESS AND SCHOOL IMPROVEMENT,SCH EFF SCH IMPROV,0924-3453,0.743,Not Available,Education & Educational Research,2002
