Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
Educacion XX1,EDUC XX1,1139-613X,0.023,0.014,Education & Educational Research,2012
RUSSIAN EDUCATION AND SOCIETY,RUSS EDUC SOC,1060-9393,0.029,0.040,Education & Educational Research,2012
Australian Journal of Adult Learning,AUST J ADULT LEARN,1443-1394,0.031,Not Available,Education & Educational Research,2012
Cadmo,CADMO,1122-5165,0.043,0.066,Education & Educational Research,2012
AUSTRALIAN EDUCATIONAL RESEARCHER,AUST EDUC RES,0311-6999,0.102,0.445,Education & Educational Research,2012
Odgojne Znanosti-Educational Sciences,ODGOJNE ZNAN,1846-1204,0.103,0.143,Education & Educational Research,2012
Curriculum Matters,CURRIC MATTERS,1177-1828,0.111,0.085,Education & Educational Research,2012
Journal of Hospitality Leisure Sport & Tourism Education,J HOSP LEIS SPORT TO,1473-8376,0.113,0.248,Education & Educational Research,2012
English in Australia,ENGL AUST,0046-208X,0.119,0.153,Education & Educational Research,2012
RIDE-The Journal of Applied Theatre and Performance,RIDE-J APPL THEATRE,1356-9783,0.120,Not Available,Education & Educational Research,2012
Croatian Journal of Education-Hrvatski Casopis za Odgoj i obrazovanje,CROAT J EDUC,1848-5189,0.125,0.125,Education & Educational Research,2012
Revista Latinoamericana de Investigacion en Matematica Educativa-RELIME,REV LAT AM INV MAT E,1665-2436,0.125,Not Available,Education & Educational Research,2012
ESE-Estudios Sobre Educacion,ESE-ESTUD SOBRE EDUC,1578-7001,0.133,0.124,Education & Educational Research,2012
English in Education,ENGL EDUC-UK,0425-0494,0.143,Not Available,Education & Educational Research,2012
Educational Assessment Evaluation and Accountability,EDUC ASSESS EVAL ACC,1874-8597,0.147,0.679,Education & Educational Research,2012
New Educational Review,NEW EDUC REV,1732-6729,0.149,0.109,Education & Educational Research,2012
INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION,INT J ART DES EDUC,1476-8062,0.156,0.196,Education & Educational Research,2012
Journal of Beliefs & Values-Studies in Religion & Education,J BELIEFS VALUES,1361-7672,0.167,Not Available,Education & Educational Research,2012
