Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
COMPARATIVE EDUCATION,COMP EDUC,0305-0068,0.286,Not Available,Education & Educational Research,2006
JOURNAL OF PHILOSOPHY OF EDUCATION,J PHILOS EDUC,0309-8249,0.282,Not Available,Education & Educational Research,2006
JOURNAL OF MORAL EDUCATION,J MORAL EDUC,0305-7240,0.274,Not Available,Education & Educational Research,2006
EDUCATIONAL GERONTOLOGY,EDUC GERONTOL,0360-1277,0.271,Not Available,Education & Educational Research,2006
EDUCATIONAL REVIEW,EDUC REV,0013-1911,0.267,Not Available,Education & Educational Research,2006
EDUCATIONAL STUDIES,EDUC STUD,0305-5698,0.267,Not Available,Education & Educational Research,2006
THEORY INTO PRACTICE,THEOR PRACT,0040-5841,0.250,Not Available,Education & Educational Research,2006
INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT,INT J EDUC DEV,0738-0593,0.242,Not Available,Education & Educational Research,2006
TEACHING IN HIGHER EDUCATION,TEACH HIGH EDUC,1356-2517,0.242,Not Available,Education & Educational Research,2006
PHI DELTA KAPPAN,PHI DELTA KAPPAN,0031-7217,0.241,Not Available,Education & Educational Research,2006
PERSPECTIVES IN EDUCATION,PERSPECT EDUC,0258-2236,0.226,Not Available,Education & Educational Research,2006
AUSTRALIAN EDUCATIONAL RESEARCHER,AUST EDUC RES,0311-6999,0.222,Not Available,Education & Educational Research,2006
ZEITSCHRIFT FUR PADAGOGIK,Z PADAGOGIK,0044-3247,0.213,Not Available,Education & Educational Research,2006
JOURNAL OF CURRICULUM STUDIES,J CURRICULUM STUD,0022-0272,0.211,Not Available,Education & Educational Research,2006
JOURNAL OF ECONOMIC EDUCATION,J ECON EDUC,0022-0485,0.211,Not Available,Education & Educational Research,2006
EDUCATIONAL LEADERSHIP,EDUC LEADERSHIP,0013-1784,0.210,Not Available,Education & Educational Research,2006
CURRICULUM INQUIRY,CURRICULUM INQ,0362-6784,0.176,Not Available,Education & Educational Research,2006
JOURNAL OF LEGAL EDUCATION,J LEGAL EDUC,0022-2208,0.175,Not Available,Education & Educational Research,2006
ADULT EDUCATION QUARTERLY,ADULT EDUC QUART,0741-7136,0.152,Not Available,Education & Educational Research,2006
RESEARCH IN SCIENCE EDUCATION,RES SCI EDUC,0157-244X,0.152,Not Available,Education & Educational Research,2006
INNOVATIONS IN EDUCATION AND TEACHING INTERNATIONAL,INNOV EDUC TEACH INT,1470-3297,0.103,Not Available,Education & Educational Research,2006
YOUNG CHILDREN,YOUNG CHILDREN,0044-0728,0.091,Not Available,Education & Educational Research,2006
CHINESE EDUCATION AND SOCIETY,CHINESE EDUC SOC,1061-1932,0.071,Not Available,Education & Educational Research,2006
INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION,INT J ART DES EDUC,1476-8062,0.070,Not Available,Education & Educational Research,2006
RUSSIAN EDUCATION AND SOCIETY,RUSS EDUC SOC,1060-9393,0.000,Not Available,Education & Educational Research,2006
