Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
COMPUTER GRAPHICS WORLD,COMPUT GRAPH WORLD,0271-4159,0.007,0.021,Software Engineering,2009
DR DOBBS JOURNAL,DR DOBBS J,1044-789X,0.077,0.060,Software Engineering,2009
PROGRAMMING AND COMPUTER SOFTWARE,PROGRAM COMPUT SOFT+,0361-7688,0.164,0.176,Software Engineering,2009
Scientific Programming,SCI PROGRAMMING-NETH,1058-9244,0.250,Not Available,Software Engineering,2009
ACM SIGPLAN NOTICES,ACM SIGPLAN NOTICES,0362-1340,0.280,0.289,Software Engineering,2009
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INT J SOFTW ENG KNOW,0218-1940,0.327,0.425,Software Engineering,2009
DESIGN AUTOMATION FOR EMBEDDED SYSTEMS,DES AUTOM EMBED SYST,0929-5585,0.333,0.346,Software Engineering,2009
ADVANCES IN COMPUTERS,ADV COMPUT,0065-2458,0.393,0.407,Software Engineering,2009
IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,IEICE T INF SYST,0916-8532,0.396,0.429,Software Engineering,2009
DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,DISCRETE MATH THEOR,1365-8050,0.414,0.677,Software Engineering,2009
SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,SIMUL-T SOC MOD SIM,0037-5497,0.448,0.885,Software Engineering,2009
COMPUTER ANIMATION AND VIRTUAL WORLDS,COMPUT ANIMAT VIRT W,1546-4261,0.455,0.822,Software Engineering,2009
JOURNAL OF RESEARCH AND PRACTICE IN INFORMATION TECHNOLOGY,J RES PRACT INF TECH,1443-458X,0.500,0.752,Software Engineering,2009
Journal of Web Engineering,J WEB ENG,1540-9589,0.531,Not Available,Software Engineering,2009
ICGA JOURNAL,ICGA J,1389-6911,0.542,0.375,Software Engineering,2009
FUNDAMENTA INFORMATICAE,FUND INFORM,0169-2968,0.615,0.747,Software Engineering,2009
COMPUTER LANGUAGES SYSTEMS & STRUCTURES,COMPUT LANG SYST STR,1477-8424,0.619,0.698,Software Engineering,2009
MULTIMEDIA TOOLS AND APPLICATIONS,MULTIMED TOOLS APPL,1380-7501,0.626,0.712,Software Engineering,2009
JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,J COMPUT SCI TECHNOL,1000-9000,0.632,0.588,Software Engineering,2009
SIGMOD RECORD,SIGMOD REC,0163-5808,0.642,2.224,Software Engineering,2009
BIT NUMERICAL MATHEMATICS,BIT,0006-3835,0.648,1.121,Software Engineering,2009
IET Software,IET SOFTW,1751-8806,0.650,0.667,Software Engineering,2009
SOFTWARE-PRACTICE & EXPERIENCE,SOFTWARE PRACT EXPER,0038-0644,0.667,1.035,Software Engineering,2009
JOURNAL OF UNIVERSAL COMPUTER SCIENCE,J UNIVERS COMPUT SCI,0948-695X,0.669,0.788,Software Engineering,2009
ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS,ACM T DES AUTOMAT EL,1084-4309,0.685,0.918,Software Engineering,2009
VISUAL COMPUTER,VISUAL COMPUT,0178-2789,0.786,1.170,Software Engineering,2009
COMPUTERS & GRAPHICS-UK,COMPUT GRAPH-UK,0097-8493,0.787,0.978,Software Engineering,2009
