Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
JOURNAL OF THE ACM,J ACM,0004-5411,2.083,Not Available,Software Engineering,2000
IEEE TRANSACTIONS ON IMAGE PROCESSING,IEEE T IMAGE PROCESS,1057-7149,2.078,Not Available,Software Engineering,2000
ACM TRANSACTIONS ON GRAPHICS,ACM T GRAPHIC,0730-0301,2.038,Not Available,Software Engineering,2000
OBJECT ORIENTED SYSTEMS,OBJECT ORIENTED SYST,0969-9767,2.000,Not Available,Software Engineering,2000
IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,IEEE T SOFTWARE ENG,0098-5589,1.746,Not Available,Software Engineering,2000
IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,IEEE T VIS COMPUT GR,1077-2626,1.735,Not Available,Software Engineering,2000
COMMUNICATIONS OF THE ACM,COMMUN ACM,0001-0782,1.624,Not Available,Software Engineering,2000
IEEE INTERNET COMPUTING,IEEE INTERNET COMPUT,1089-7801,1.351,Not Available,Software Engineering,2000
IEEE COMPUTER GRAPHICS AND APPLICATIONS,IEEE COMPUT GRAPH,0272-1716,1.333,Not Available,Software Engineering,2000
ACM TRANSACTIONS ON PROGRAMMING LANGUAGES AND SYSTEMS,ACM T PROGR LANG SYS,0164-0925,1.292,Not Available,Software Engineering,2000
MATHEMATICAL PROGRAMMING,MATH PROGRAM,0025-5610,1.268,Not Available,Software Engineering,2000
GRAPHICAL MODELS,GRAPH MODELS,1524-0703,1.143,Not Available,Software Engineering,2000
SCIENCE OF COMPUTER PROGRAMMING,SCI COMPUT PROGRAM,0167-6423,1.113,Not Available,Software Engineering,2000
PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS,PRESENCE-TELEOP VIRT,1054-7460,1.080,Not Available,Software Engineering,2000
COMPUTER,COMPUTER,0018-9162,1.043,Not Available,Software Engineering,2000
IEEE SOFTWARE,IEEE SOFTWARE,0740-7459,1.028,Not Available,Software Engineering,2000
ACM TRANSACTIONS ON DATABASE SYSTEMS,ACM T DATABASE SYST,0362-5915,1.000,Not Available,Software Engineering,2000
THEORY AND PRACTICE OF OBJECT SYSTEMS,THEOR PRACT OBJ SYST,1074-3227,1.000,Not Available,Software Engineering,2000
BIT,BIT,0006-3835,0.990,Not Available,Software Engineering,2000
COMPUTER-AIDED DESIGN,COMPUT AIDED DESIGN,0010-4485,0.982,Not Available,Software Engineering,2000
COMPUTER VISION AND IMAGE UNDERSTANDING,COMPUT VIS IMAGE UND,1077-3142,0.874,Not Available,Software Engineering,2000
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,0.846,Not Available,Software Engineering,2000
VISUAL COMPUTER,VISUAL COMPUT,0178-2789,0.838,Not Available,Software Engineering,2000
IEEE MICRO,IEEE MICRO,0272-1732,0.811,Not Available,Software Engineering,2000
ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE,ACM T MATH SOFTWARE,0098-3500,0.807,Not Available,Software Engineering,2000
JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,J VIS COMMUN IMAGE R,1047-3203,0.750,Not Available,Software Engineering,2000
OPTIMIZATION METHODS & SOFTWARE,OPTIM METHOD SOFTW,1055-6788,0.700,Not Available,Software Engineering,2000
IMAGE AND VISION COMPUTING,IMAGE VISION COMPUT,0262-8856,0.684,Not Available,Software Engineering,2000
IBM SYSTEMS JOURNAL,IBM SYST J,0018-8670,0.635,Not Available,Software Engineering,2000
RANDOM STRUCTURES & ALGORITHMS,RANDOM STRUCT ALGOR,1042-9832,0.568,Not Available,Software Engineering,2000
CONCURRENCY-PRACTICE AND EXPERIENCE,CONCURRENCY-PRACT EX,1040-3108,0.556,Not Available,Software Engineering,2000
ENVIRONMENTAL MODELLING & SOFTWARE,ENVIRON MODELL SOFTW,1364-8152,0.545,Not Available,Software Engineering,2000
JOURNAL OF VISUAL LANGUAGES AND COMPUTING,J VISUAL LANG COMPUT,1045-926X,0.536,Not Available,Software Engineering,2000
ALGORITHMICA,ALGORITHMICA,0178-4617,0.504,Not Available,Software Engineering,2000
SOFTWARE-PRACTICE & EXPERIENCE,SOFTWARE PRACT EXPER,0038-0644,0.504,Not Available,Software Engineering,2000
JOURNAL OF MATHEMATICAL IMAGING AND VISION,J MATH IMAGING VIS,0924-9907,0.492,Not Available,Software Engineering,2000
JOURNAL OF SYSTEMS AND SOFTWARE,J SYST SOFTWARE,0164-1212,0.492,Not Available,Software Engineering,2000
COMPUTER AIDED GEOMETRIC DESIGN,COMPUT AIDED GEOM D,0167-8396,0.485,Not Available,Software Engineering,2000
COMPUTERS & GRAPHICS-UK,COMPUT GRAPH-UK,0097-8493,0.483,Not Available,Software Engineering,2000
ANNALS OF SOFTWARE ENGINEERING,ANN SOFTW ENG,1022-7091,0.482,Not Available,Software Engineering,2000
DESIGN AUTOMATION FOR EMBEDDED SYSTEMS,DES AUTOM EMBED SYST,0929-5585,0.429,Not Available,Software Engineering,2000
JOURNAL OF VISUALIZATION AND COMPUTER ANIMATION,J VISUAL COMP ANIMAT,1049-8907,0.424,Not Available,Software Engineering,2000
COMPUTER JOURNAL,COMPUT J,0010-4620,0.398,Not Available,Software Engineering,2000
MATHEMATICAL AND COMPUTER MODELLING,MATH COMPUT MODEL,0895-7177,0.387,Not Available,Software Engineering,2000
ICCA JOURNAL,ICCA J,0920-234X,0.386,Not Available,Software Engineering,2000
JOURNAL OF SOFTWARE MAINTENANCE-RESEARCH AND PRACTICE,J SOFTW MAINT-RES PR,1040-550X,0.378,Not Available,Software Engineering,2000
SIMULATION,SIMULATION,0037-5497,0.374,Not Available,Software Engineering,2000
IEEE TRANSACTIONS ON RELIABILITY,IEEE T RELIAB,0018-9529,0.358,Not Available,Software Engineering,2000
COMPUTER COMMUNICATIONS,COMPUT COMMUN,0140-3664,0.341,Not Available,Software Engineering,2000
JOURNAL OF OBJECT-ORIENTED PROGRAMMING,J OBJECT-ORIENT PROG,0896-8438,0.336,Not Available,Software Engineering,2000
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INT J SOFTW ENG KNOW,0218-1940,0.317,Not Available,Software Engineering,2000
ADVANCES IN ENGINEERING SOFTWARE,ADV ENG SOFTW,0965-9978,0.306,Not Available,Software Engineering,2000
COMPUTER STANDARDS & INTERFACES,COMP STAND INTER,0920-5489,0.304,Not Available,Software Engineering,2000
REAL-TIME IMAGING,REAL-TIME IMAGING,1077-2014,0.303,Not Available,Software Engineering,2000
INFORMATION AND SOFTWARE TECHNOLOGY,INFORM SOFTWARE TECH,0950-5849,0.291,Not Available,Software Engineering,2000
