Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
COMPUTER GRAPHICS WORLD,COMPUT GRAPH WORLD,0271-4159,0.014,0.018,Software Engineering,2010
DR DOBBS JOURNAL,DR DOBBS J,1044-789X,0.115,0.069,Software Engineering,2010
PROGRAMMING AND COMPUTER SOFTWARE,PROGRAM COMPUT SOFT+,0361-7688,0.145,0.169,Software Engineering,2010
ACM SIGPLAN NOTICES,ACM SIGPLAN NOTICES,0362-1340,0.150,0.249,Software Engineering,2010
DESIGN AUTOMATION FOR EMBEDDED SYSTEMS,DES AUTOM EMBED SYST,0929-5585,0.167,0.340,Software Engineering,2010
JOURNAL OF RESEARCH AND PRACTICE IN INFORMATION TECHNOLOGY,J RES PRACT INF TECH,1443-458X,0.205,0.476,Software Engineering,2010
Advances In Computers,ADV COMPUT,0065-2458,0.222,0.379,Software Engineering,2010
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INT J SOFTW ENG KNOW,0218-1940,0.248,0.313,Software Engineering,2010
IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,IEICE T INF SYST,0916-8532,0.268,0.359,Software Engineering,2010
Journal of Web Engineering,J WEB ENG,1540-9589,0.300,Not Available,Software Engineering,2010
Computer Science and Information Systems,COMPUT SCI INF SYST,1820-0214,0.324,Not Available,Software Engineering,2010
International Journal of Web Services Research,INT J WEB SERV RES,1545-7362,0.389,Not Available,Software Engineering,2010
ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS,ACM T DES AUTOMAT EL,1084-4309,0.484,0.799,Software Engineering,2010
FUNDAMENTA INFORMATICAE,FUND INFORM,0169-2968,0.522,0.599,Software Engineering,2010
COMPUTER LANGUAGES SYSTEMS & STRUCTURES,COMPUT LANG SYST STR,1477-8424,0.541,0.567,Software Engineering,2010
SOFTWARE-PRACTICE & EXPERIENCE,SOFTWARE PRACT EXPER,0038-0644,0.573,0.786,Software Engineering,2010
JOURNAL OF UNIVERSAL COMPUTER SCIENCE,J UNIVERS COMPUT SCI,0948-695X,0.578,0.600,Software Engineering,2010
VISUAL COMPUTER,VISUAL COMPUT,0178-2789,0.583,0.928,Software Engineering,2010
Scientific Programming,SCI PROGRAMMING-NETH,1058-9244,0.600,Not Available,Software Engineering,2010
