Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
JOURNAL OF SOFTWARE MAINTENANCE AND EVOLUTION-RESEARCH AND PRACTICE,J SOFTW MAINT EVOL-R,1532-060X,0.606,0.881,Software Engineering,2010
DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,DISCRETE MATH THEOR,1365-8050,0.607,0.746,Software Engineering,2010
SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,SIMUL-T SOC MOD SIM,0037-5497,0.622,0.812,Software Engineering,2010
COMPUTER ANIMATION AND VIRTUAL WORLDS,COMPUT ANIMAT VIRT W,1546-4261,0.629,0.786,Software Engineering,2010
JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,J COMPUT SCI TECH-CH,1000-9000,0.656,0.542,Software Engineering,2010
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,J NETW COMPUT APPL,1084-8045,0.660,0.945,Software Engineering,2010
JOURNAL OF SYSTEMS ARCHITECTURE,J SYST ARCHITECT,1383-7621,0.667,0.768,Software Engineering,2010
IET Software,IET SOFTW,1751-8806,0.671,0.701,Software Engineering,2010
JOURNAL OF VISUAL LANGUAGES AND COMPUTING,J VISUAL LANG COMPUT,1045-926X,0.698,0.735,Software Engineering,2010
RANDOM STRUCTURES & ALGORITHMS,RANDOM STRUCT ALGOR,1042-9832,0.727,1.288,Software Engineering,2010
COMPUTERS & GRAPHICS-UK,COMPUT GRAPH-UK,0097-8493,0.735,0.840,Software Engineering,2010
SIMULATION MODELLING PRACTICE AND THEORY,SIMUL MODEL PRACT TH,1569-190X,0.736,0.879,Software Engineering,2010
SOFTWARE QUALITY JOURNAL,SOFTWARE QUAL J,0963-9314,0.750,0.823,Software Engineering,2010
SOFTWARE TESTING VERIFICATION & RELIABILITY,SOFTW TEST VERIF REL,0960-0833,0.762,1.620,Software Engineering,2010
IEEE SECURITY & PRIVACY,IEEE SECUR PRIV,1540-7993,0.791,1.154,Software Engineering,2010
OPTIMIZATION METHODS & SOFTWARE,OPTIM METHOD SOFTW,1055-6788,0.794,0.732,Software Engineering,2010
ACM Transactions on Applied Perception,ACM T APPL PERCEPT,1544-3558,0.796,Not Available,Software Engineering,2010
Automated Software Engineering,AUTOMAT SOFTW ENG,0928-8910,0.806,Not Available,Software Engineering,2010
MATHEMATICS AND COMPUTERS IN SIMULATION,MATH COMPUT SIMULAT,0378-4754,0.812,0.971,Software Engineering,2010
BIT NUMERICAL MATHEMATICS,BIT,0006-3835,0.821,1.018,Software Engineering,2010
GRAPHICAL MODELS,GRAPH MODELS,1524-0703,0.828,1.363,Software Engineering,2010
SIGMOD RECORD,SIGMOD REC,0163-5808,0.849,1.795,Software Engineering,2010
INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE,INT J ELECTRON COMM,1086-4415,0.850,2.165,Software Engineering,2010
COMPUTER AIDED GEOMETRIC DESIGN,COMPUT AIDED GEOM D,0167-8396,0.859,1.398,Software Engineering,2010
REQUIREMENTS ENGINEERING,REQUIR ENG,0947-3602,0.862,1.768,Software Engineering,2010
COMPUTER STANDARDS & INTERFACES,COMPUT STAND INTER,0920-5489,0.868,0.940,Software Engineering,2010
CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,CONCURR COMP-PRACT E,1532-0626,0.907,1.093,Software Engineering,2010
MULTIMEDIA TOOLS AND APPLICATIONS,MULTIMED TOOLS APPL,1380-7501,0.914,0.897,Software Engineering,2010
International Journal of Web and Grid Services,INT J WEB GRID SERV,1741-1106,0.978,Not Available,Software Engineering,2010
WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,WORLD WIDE WEB,1386-145X,1.000,1.367,Software Engineering,2010
ADVANCES IN ENGINEERING SOFTWARE,ADV ENG SOFTW,0965-9978,1.004,1.112,Software Engineering,2010
ACM Transactions on Embedded Computing Systems,ACM T EMBED COMPUT S,1539-9087,1.057,Not Available,Software Engineering,2010
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,1.066,1.656,Software Engineering,2010
MATHEMATICAL AND COMPUTER MODELLING,MATH COMPUT MODEL,0895-7177,1.066,1.166,Software Engineering,2010
International Journal of Information Security,INT J INF SECUR,1615-5262,1.094,Not Available,Software Engineering,2010
PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS,PRESENCE-TELEOP VIRT,1054-7460,1.097,1.468,Software Engineering,2010
JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,J VIS COMMUN IMAGE R,1047-3203,1.101,1.435,Software Engineering,2010
ACM Transactions on Internet Technology,ACM T INTERNET TECHN,1533-5399,1.118,Not Available,Software Engineering,2010
ACM TRANSACTIONS ON PROGRAMMING LANGUAGES AND SYSTEMS,ACM T PROGR LANG SYS,0164-0925,1.167,1.665,Software Engineering,2010
ICGA JOURNAL,ICGA J,1389-6911,1.167,0.956,Software Engineering,2010
ACM TRANSACTIONS ON DATABASE SYSTEMS,ACM T DATABASE SYST,0362-5915,1.216,2.716,Software Engineering,2010
FORMAL ASPECTS OF COMPUTING,FORM ASP COMPUT,0934-5043,1.226,1.300,Software Engineering,2010
ALGORITHMICA,ALGORITHMICA,0178-4617,1.239,1.227,Software Engineering,2010
THEORY AND PRACTICE OF LOGIC PROGRAMMING,THEOR PRACT LOG PROG,1471-0684,1.250,1.010,Software Engineering,2010
JOURNAL OF MATHEMATICAL IMAGING AND VISION,J MATH IMAGING VIS,0924-9907,1.285,1.734,Software Engineering,2010
IEEE TRANSACTIONS ON RELIABILITY,IEEE T RELIAB,0018-9529,1.288,1.698,Software Engineering,2010
JOURNAL OF SYSTEMS AND SOFTWARE,J SYST SOFTWARE,0164-1212,1.293,1.293,Software Engineering,2010
International Journal of Wavelets Multiresolution and Information Processing,INT J WAVELETS MULTI,0219-6913,1.306,0.838,Software Engineering,2010
SCIENCE OF COMPUTER PROGRAMMING,SCI COMPUT PROGRAM,0167-6423,1.306,1.341,Software Engineering,2010
Information Visualization,INFORM VISUAL,1473-8716,1.341,Not Available,Software Engineering,2010
COMPUTER JOURNAL,COMPUT J,0010-4620,1.363,1.173,Software Engineering,2010
JOURNAL OF FUNCTIONAL PROGRAMMING,J FUNCT PROGRAM,0956-7968,1.391,1.422,Software Engineering,2010
Software and Systems Modeling,SOFTW SYST MODEL,1619-1366,1.404,Not Available,Software Engineering,2010
IEEE Transactions on Dependable and Secure Computing,IEEE T DEPEND SECURE,1545-5971,1.409,2.096,Software Engineering,2010
ACM Transactions on Multimedia Computing Communications and Applications,ACM T MULTIM COMPUT,1551-6857,1.425,2.475,Software Engineering,2010
COMPUTER GRAPHICS FORUM,COMPUT GRAPH FORUM,0167-7055,1.476,1.729,Software Engineering,2010
IEEE SOFTWARE,IEEE SOFTWARE,0740-7459,1.511,1.905,Software Engineering,2010
INFORMATION AND SOFTWARE TECHNOLOGY,INFORM SOFTWARE TECH,0950-5849,1.527,1.447,Software Engineering,2010
COMPUTER-AIDED DESIGN,COMPUT AIDED DESIGN,0010-4485,1.542,2.312,Software Engineering,2010
IMAGE AND VISION COMPUTING,IMAGE VISION COMPUT,0262-8856,1.578,1.883,Software Engineering,2010
ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE,ACM T MATH SOFTWARE,0098-3500,1.658,2.804,Software Engineering,2010
ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY,ACM T SOFTW ENG METH,1049-331X,1.694,2.917,Software Engineering,2010
IEEE COMPUTER GRAPHICS AND APPLICATIONS,IEEE COMPUT GRAPH,0272-1716,1.750,2.204,Software Engineering,2010
IEEE TRANSACTIONS ON MULTIMEDIA,IEEE T MULTIMEDIA,1520-9210,1.790,2.579,Software Engineering,2010
IBM SYSTEMS JOURNAL,IBM SYST J,0018-8670,1.792,1.826,Software Engineering,2010
EMPIRICAL SOFTWARE ENGINEERING,EMPIR SOFTW ENG,1382-3256,1.796,1.804,Software Engineering,2010
COMPUTER,COMPUTER,0018-9162,1.812,2.190,Software Engineering,2010
ACM Transactions on the Web,ACM T WEB,1559-1131,1.909,2.500,Software Engineering,2010
IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,IEEE T VIS COMPUT GR,1077-2626,1.922,2.395,Software Engineering,2010
MATHEMATICAL PROGRAMMING,MATH PROGRAM,0025-5610,1.970,2.781,Software Engineering,2010
JOURNAL OF DATABASE MANAGEMENT,J DATABASE MANAGE,1063-8016,2.121,1.978,Software Engineering,2010
IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,IEEE T SOFTWARE ENG,0098-5589,2.265,3.500,Software Engineering,2010
COMMUNICATIONS OF THE ACM,COMMUN ACM,0001-0782,2.362,2.493,Software Engineering,2010
IEEE INTERNET COMPUTING,IEEE INTERNET COMPUT,1089-7801,2.514,2.467,Software Engineering,2010
IEEE MICRO,IEEE MICRO,0272-1732,2.527,3.034,Software Engineering,2010
Journal of Web Semantics,J WEB SEMANT,1570-8268,2.789,3.593,Software Engineering,2010
JOURNAL OF THE ACM,J ACM,0004-5411,3.375,4.019,Software Engineering,2010
ACM TRANSACTIONS ON GRAPHICS,ACM T GRAPHIC,0730-0301,3.632,4.665,Software Engineering,2010
SIAM Journal on Imaging Sciences,SIAM J IMAGING SCI,1936-4954,4.500,4.500,Software Engineering,2010
IBM JOURNAL OF RESEARCH AND DEVELOPMENT,IBM J RES DEV,0018-8646,5.216,3.819,Software Engineering,2010
