Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
DESIGN AUTOMATION FOR EMBEDDED SYSTEMS,DES AUTOM EMBED SYST,0929-5585,0.095,0.341,Software Engineering,2015
JOURNAL OF DATABASE MANAGEMENT,J DATABASE MANAGE,1063-8016,0.120,0.446,Software Engineering,2015
ICGA JOURNAL,ICGA J,1389-6911,0.206,0.282,Software Engineering,2015
IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,IEICE T INF SYST,1745-1361,0.226,0.212,Software Engineering,2015
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INT J SOFTW ENG KNOW,0218-1940,0.240,0.354,Software Engineering,2015
International Journal of Web Services Research,INT J WEB SERV RES,1545-7362,0.257,0.440,Software Engineering,2015
Advances in Computers,ADV COMPUT,0065-2458,0.303,0.653,Software Engineering,2015
PROGRAMMING AND COMPUTER SOFTWARE,PROGRAM COMPUT SOFT+,0361-7688,0.390,0.342,Software Engineering,2015
International Journal of Wavelets Multiresolution and Information Processing,INT J WAVELETS MULTI,0219-6913,0.392,0.495,Software Engineering,2015
Journal of Zhejiang University-SCIENCE C-Computers & Electronics,J ZHEJIANG U-SCI C,1869-1951,0.392,0.454,Software Engineering,2015
Scientific Programming,SCI PROGRAMMING-NETH,1058-9244,0.455,0.756,Software Engineering,2015
IET Software,IET SOFTW,1751-8806,0.473,0.519,Software Engineering,2015
JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,J COMPUT SCI TECH-CH,1000-9000,0.475,0.661,Software Engineering,2015
ACM SIGPLAN NOTICES,ACM SIGPLAN NOTICES,0362-1340,0.488,0.754,Software Engineering,2015
FORMAL ASPECTS OF COMPUTING,FORM ASP COMPUT,0934-5043,0.521,0.865,Software Engineering,2015
DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,DISCRETE MATH THEOR,1462-7264,0.537,0.638,Software Engineering,2015
JOURNAL OF UNIVERSAL COMPUTER SCIENCE,J UNIVERS COMPUT SCI,0948-695X,0.546,0.684,Software Engineering,2015
COMPUTER ANIMATION AND VIRTUAL WORLDS,COMPUT ANIMAT VIRT W,1546-4261,0.548,0.531,Software Engineering,2015
COMPUTER LANGUAGES SYSTEMS & STRUCTURES,COMPUT LANG SYST STR,1477-8424,0.556,0.459,Software Engineering,2015
ACM Transactions on Applied Perception,ACM T APPL PERCEPT,1544-3558,0.561,1.193,Software Engineering,2015
VIRTUAL REALITY,VIRTUAL REAL-LONDON,1359-4338,0.568,0.735,Software Engineering,2015
Journal of Web Engineering,J WEB ENG,1540-9589,0.622,0.500,Software Engineering,2015
Computer Science and Information Systems,COMPUT SCI INF SYST,1820-0214,0.623,0.640,Software Engineering,2015
International Journal of Data Warehousing and Mining,INT J DATA WAREHOUS,1548-3924,0.625,0.605,Software Engineering,2015
IBM JOURNAL OF RESEARCH AND DEVELOPMENT,IBM J RES DEV,0018-8646,0.626,0.878,Software Engineering,2015
ACM TRANSACTIONS ON DATABASE SYSTEMS,ACM T DATABASE SYST,0362-5915,0.633,1.182,Software Engineering,2015
JOURNAL OF VISUAL LANGUAGES AND COMPUTING,J VISUAL LANG COMPUT,1045-926X,0.634,0.751,Software Engineering,2015
Information Visualization,INFORM VISUAL,1473-8716,0.639,1.030,Software Engineering,2015
SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,SIMUL-T SOC MOD SIM,0037-5497,0.640,0.730,Software Engineering,2015
SOFTWARE-PRACTICE & EXPERIENCE,SOFTWARE PRACT EXPER,0038-0644,0.652,1.259,Software Engineering,2015
FUNDAMENTA INFORMATICAE,FUND INFORM,0169-2968,0.658,0.674,Software Engineering,2015
Frontiers of Computer Science,FRONT COMPUT SCI-CHI,2095-2228,0.660,0.618,Software Engineering,2015
JOURNAL OF SYSTEMS ARCHITECTURE,J SYST ARCHITECT,1383-7621,0.683,0.749,Software Engineering,2015
SIGMOD RECORD,SIGMOD REC,0163-5808,0.698,1.228,Software Engineering,2015
ACM Transactions on Internet Technology,ACM T INTERNET TECHN,1533-5399,0.705,0.902,Software Engineering,2015
ACM Transactions on Embedded Computing Systems,ACM T EMBED COMPUT S,1539-9087,0.714,0.741,Software Engineering,2015
Journal of Software-Evolution and Process,J SOFTW-EVOL PROC,2047-7473,0.729,0.741,Software Engineering,2015
SOFTWARE QUALITY JOURNAL,SOFTWARE QUAL J,0963-9314,0.787,1.017,Software Engineering,2015
PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS,PRESENCE-TELEOP VIRT,1054-7460,0.789,1.315,Software Engineering,2015
ALGORITHMICA,ALGORITHMICA,0178-4617,0.795,0.831,Software Engineering,2015
ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS,ACM T DES AUTOMAT EL,1084-4309,0.820,0.645,Software Engineering,2015
IEEE SOFTWARE,IEEE SOFTWARE,0740-7459,0.820,1.353,Software Engineering,2015
GRAPHICAL MODELS,GRAPH MODELS,1524-0703,0.821,0.953,Software Engineering,2015
SCIENCE OF COMPUTER PROGRAMMING,SCI COMPUT PROGRAM,0167-6423,0.828,0.831,Software Engineering,2015
OPTIMIZATION METHODS & SOFTWARE,OPTIM METHOD SOFTW,1055-6788,0.841,1.423,Software Engineering,2015
IEEE SECURITY & PRIVACY,IEEE SECUR PRIV,1540-7993,0.902,1.259,Software Engineering,2015
CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,CONCURR COMP-PRACT E,1532-0626,0.942,0.914,Software Engineering,2015
THEORY AND PRACTICE OF LOGIC PROGRAMMING,THEOR PRACT LOG PROG,1471-0684,0.952,1.202,Software Engineering,2015
ACM Transactions on Multimedia Computing Communications and Applications,ACM T MULTIM COMPUT,1551-6857,0.982,1.260,Software Engineering,2015
Software and Systems Modeling,SOFTW SYST MODEL,1619-1366,0.990,1.497,Software Engineering,2015
ACM Transactions on Knowledge Discovery from Data,ACM T KNOWL DISCOV D,1556-4681,1.000,1.779,Software Engineering,2015
COMPUTER JOURNAL,COMPUT J,0010-4620,1.000,1.041,Software Engineering,2015
IEEE Transactions on Computational Intelligence and AI in Games,IEEE T COMP INTEL AI,1943-068X,1.000,1.583,Software Engineering,2015
RANDOM STRUCTURES & ALGORITHMS,RANDOM STRUCT ALGOR,1042-9832,1.011,1.086,Software Engineering,2015
ACM Transactions on Storage,ACM T STORAGE,1553-3077,1.033,1.181,Software Engineering,2015
VISUAL COMPUTER,VISUAL COMPUT,0178-2789,1.060,1.052,Software Engineering,2015
ACM Transactions on the Web,ACM T WEB,1559-1131,1.061,1.990,Software Engineering,2015
TSINGHUA SCIENCE AND TECHNOLOGY,TSINGHUA SCI TECHNOL,1007-0214,1.063,Not Available,Software Engineering,2015
IT Professional,IT PROF,1520-9202,1.067,0.869,Software Engineering,2015
SOFTWARE TESTING VERIFICATION & RELIABILITY,SOFTW TEST VERIF REL,0960-0833,1.082,1.600,Software Engineering,2015
IEEE MICRO,IEEE MICRO,0272-1732,1.091,1.803,Software Engineering,2015
COMPUTER AIDED GEOMETRIC DESIGN,COMPUT AIDED GEOM D,0167-8396,1.092,1.365,Software Engineering,2015
REQUIREMENTS ENGINEERING,REQUIR ENG,0947-3602,1.105,1.554,Software Engineering,2015
COMPUTER,COMPUTER,0018-9162,1.115,1.834,Software Engineering,2015
COMPUTERS & GRAPHICS-UK,COMPUT GRAPH-UK,0097-8493,1.120,1.234,Software Engineering,2015
MATHEMATICS AND COMPUTERS IN SIMULATION,MATH COMPUT SIMULAT,0378-4754,1.124,1.225,Software Engineering,2015
ACM TRANSACTIONS ON PROGRAMMING LANGUAGES AND SYSTEMS,ACM T PROGR LANG SYS,0164-0925,1.148,1.420,Software Engineering,2015
BIT NUMERICAL MATHEMATICS,BIT,0006-3835,1.167,1.250,Software Engineering,2015
IEEE COMPUTER GRAPHICS AND APPLICATIONS,IEEE COMPUT GRAPH,0272-1716,1.203,1.303,Software Engineering,2015
International Journal of Web and Grid Services,INT J WEB GRID SERV,1741-1106,1.229,0.935,Software Engineering,2015
COMPUTER STANDARDS & INTERFACES,COMPUT STAND INTER,0920-5489,1.268,1.453,Software Engineering,2015
Journal of Web Semantics,J WEB SEMANT,1570-8268,1.277,2.086,Software Engineering,2015
International Journal of Information Security,INT J INF SECUR,1615-5262,1.279,1.312,Software Engineering,2015
Automated Software Engineering,AUTOMAT SOFTW ENG,0928-8910,1.312,1.592,Software Engineering,2015
MULTIMEDIA TOOLS AND APPLICATIONS,MULTIMED TOOLS APPL,1380-7501,1.331,1.403,Software Engineering,2015
JOURNAL OF FUNCTIONAL PROGRAMMING,J FUNCT PROGRAM,0956-7968,1.357,1.086,Software Engineering,2015
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,1.361,1.817,Software Engineering,2015
MATHEMATICAL AND COMPUTER MODELLING,MATH COMPUT MODEL,0895-7177,1.366,1.602,Software Engineering,2015
EMPIRICAL SOFTWARE ENGINEERING,EMPIR SOFTW ENG,1382-3256,1.393,2.080,Software Engineering,2015
IEEE INTERNET COMPUTING,IEEE INTERNET COMPUT,1089-7801,1.400,2.296,Software Engineering,2015
IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,IEEE T VIS COMPUT GR,1077-2626,1.400,1.858,Software Engineering,2015
JOURNAL OF SYSTEMS AND SOFTWARE,J SYST SOFTWARE,0164-1212,1.424,1.767,Software Engineering,2015
JOURNAL OF MATHEMATICAL IMAGING AND VISION,J MATH IMAGING VIS,0924-9907,1.461,2.016,Software Engineering,2015
SIMULATION MODELLING PRACTICE AND THEORY,SIMUL MODEL PRACT TH,1569-190X,1.482,1.474,Software Engineering,2015
ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY,ACM T SOFTW ENG METH,1049-331X,1.513,1.669,Software Engineering,2015
IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,IEEE T SOFTWARE ENG,0098-5589,1.516,2.640,Software Engineering,2015
JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,J VIS COMMUN IMAGE R,1047-3203,1.530,1.549,Software Engineering,2015
WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,WORLD WIDE WEB,1386-145X,1.539,1.503,Software Engineering,2015
COMPUTER GRAPHICS FORUM,COMPUT GRAPH FORUM,0167-7055,1.542,1.830,Software Engineering,2015
INFORMATION AND SOFTWARE TECHNOLOGY,INFORM SOFTWARE TECH,0950-5849,1.569,2.016,Software Engineering,2015
IEEE Transactions on Dependable and Secure Computing,IEEE T DEPEND SECURE,1545-5971,1.592,1.905,Software Engineering,2015
ADVANCES IN ENGINEERING SOFTWARE,ADV ENG SOFTW,0965-9978,1.673,1.765,Software Engineering,2015
IMAGE AND VISION COMPUTING,IMAGE VISION COMPUT,0262-8856,1.766,2.584,Software Engineering,2015
JOURNAL OF THE ACM,J ACM,0004-5411,1.803,3.318,Software Engineering,2015
INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE,INT J ELECTRON COMM,1086-4415,1.853,3.734,Software Engineering,2015
ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE,ACM T MATH SOFTWARE,0098-3500,1.879,2.957,Software Engineering,2015
MATHEMATICAL PROGRAMMING,MATH PROGRAM,0025-5610,2.062,2.471,Software Engineering,2015
COMPUTER-AIDED DESIGN,COMPUT AIDED DESIGN,0010-4485,2.149,2.304,Software Engineering,2015
IEEE TRANSACTIONS ON RELIABILITY,IEEE T RELIAB,0018-9529,2.287,2.729,Software Engineering,2015
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,J NETW COMPUT APPL,1084-8045,2.331,2.485,Software Engineering,2015
IEEE Transactions on Services Computing,IEEE T SERV COMPUT,1939-1374,2.365,3.328,Software Engineering,2015
IEEE TRANSACTIONS ON MULTIMEDIA,IEEE T MULTIMEDIA,1520-9210,2.536,2.695,Software Engineering,2015
SIAM Journal on Imaging Sciences,SIAM J IMAGING SCI,1936-4954,2.687,3.432,Software Engineering,2015
COMMUNICATIONS OF THE ACM,COMMUN ACM,0001-0782,3.301,4.425,Software Engineering,2015
ACM TRANSACTIONS ON GRAPHICS,ACM T GRAPHIC,0730-0301,4.218,4.655,Software Engineering,2015
Frontiers of Information Technology & Electronic Engineering,FRONT INFORM TECH EL,2095-9184,Not Available,Not Available,Software Engineering,2015
