Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
JOURNAL OF DATABASE MANAGEMENT,J DATABASE MANAGE,1063-8016,0.179,0.447,Software Engineering,2014
PROGRAMMING AND COMPUTER SOFTWARE,PROGRAM COMPUT SOFT+,0361-7688,0.191,0.172,Software Engineering,2014
IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,IEICE T INF SYST,1745-1361,0.213,0.220,Software Engineering,2014
DESIGN AUTOMATION FOR EMBEDDED SYSTEMS,DES AUTOM EMBED SYST,0929-5585,0.250,0.356,Software Engineering,2014
ICGA JOURNAL,ICGA J,1389-6911,0.293,0.512,Software Engineering,2014
Advances in Computers,ADV COMPUT,0065-2458,0.302,0.636,Software Engineering,2014
DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,DISCRETE MATH THEOR,1462-7264,0.324,0.622,Software Engineering,2014
Journal of Web Engineering,J WEB ENG,1540-9589,0.361,0.407,Software Engineering,2014
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INT J SOFTW ENG KNOW,0218-1940,0.362,0.355,Software Engineering,2014
Journal of Zhejiang University-SCIENCE C-Computers & Electronics,J ZHEJIANG U-SCI C,1869-1951,0.415,0.447,Software Engineering,2014
International Journal of Wavelets Multiresolution and Information Processing,INT J WAVELETS MULTI,0219-6913,0.417,0.637,Software Engineering,2014
Frontiers of Computer Science,FRONT COMPUT SCI-CHI,2095-2228,0.434,0.464,Software Engineering,2014
COMPUTER LANGUAGES SYSTEMS & STRUCTURES,COMPUT LANG SYST STR,1477-8424,0.440,0.416,Software Engineering,2014
JOURNAL OF SYSTEMS ARCHITECTURE,J SYST ARCHITECT,1383-7621,0.440,0.709,Software Engineering,2014
COMPUTER ANIMATION AND VIRTUAL WORLDS,COMPUT ANIMAT VIRT W,1546-4261,0.463,0.494,Software Engineering,2014
JOURNAL OF UNIVERSAL COMPUTER SCIENCE,J UNIVERS COMPUT SCI,0948-695X,0.466,0.566,Software Engineering,2014
ACM Transactions on Embedded Computing Systems,ACM T EMBED COMPUT S,1539-9087,0.471,0.584,Software Engineering,2014
Computer Science and Information Systems,COMPUT SCI INF SYST,1820-0214,0.477,0.547,Software Engineering,2014
JOURNAL OF FUNCTIONAL PROGRAMMING,J FUNCT PROGRAM,0956-7968,0.515,0.839,Software Engineering,2014
ACM Transactions on Storage,ACM T STORAGE,1553-3077,0.533,Not Available,Software Engineering,2014
Information Visualization,INFORM VISUAL,1473-8716,0.541,1.305,Software Engineering,2014
Scientific Programming,SCI PROGRAMMING-NETH,1058-9244,0.559,0.696,Software Engineering,2014
International Journal of Web Services Research,INT J WEB SERV RES,1545-7362,0.562,0.494,Software Engineering,2014
IET Software,IET SOFTW,1751-8806,0.595,0.703,Software Engineering,2014
Journal of Software-Evolution and Process,J SOFTW-EVOL PROC,2047-7473,0.624,0.679,Software Engineering,2014
ACM Transactions on Applied Perception,ACM T APPL PERCEPT,1544-3558,0.652,1.197,Software Engineering,2014
ACM SIGPLAN NOTICES,ACM SIGPLAN NOTICES,0362-1340,0.657,0.981,Software Engineering,2014
VIRTUAL REALITY,VIRTUAL REAL-LONDON,1359-4338,0.667,0.983,Software Engineering,2014
JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,J COMPUT SCI TECH-CH,1000-9000,0.672,0.679,Software Engineering,2014
ACM TRANSACTIONS ON DATABASE SYSTEMS,ACM T DATABASE SYST,0362-5915,0.684,1.381,Software Engineering,2014
ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS,ACM T DES AUTOMAT EL,1084-4309,0.686,0.712,Software Engineering,2014
IBM JOURNAL OF RESEARCH AND DEVELOPMENT,IBM J RES DEV,0018-8646,0.688,0.837,Software Engineering,2014
SCIENCE OF COMPUTER PROGRAMMING,SCI COMPUT PROGRAM,0167-6423,0.715,0.837,Software Engineering,2014
FUNDAMENTA INFORMATICAE,FUND INFORM,0169-2968,0.717,0.712,Software Engineering,2014
IEEE SECURITY & PRIVACY,IEEE SECUR PRIV,1540-7993,0.731,1.192,Software Engineering,2014
PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS,PRESENCE-TELEOP VIRT,1054-7460,0.731,1.046,Software Engineering,2014
International Journal of Web and Grid Services,INT J WEB GRID SERV,1741-1106,0.757,0.957,Software Engineering,2014
ACM Transactions on Internet Technology,ACM T INTERNET TECHN,1533-5399,0.769,1.167,Software Engineering,2014
COMPUTER JOURNAL,COMPUT J,0010-4620,0.787,0.962,Software Engineering,2014
ALGORITHMICA,ALGORITHMICA,0178-4617,0.791,0.805,Software Engineering,2014
FORMAL ASPECTS OF COMPUTING,FORM ASP COMPUT,0934-5043,0.806,0.886,Software Engineering,2014
SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,SIMUL-T SOC MOD SIM,0037-5497,0.818,0.813,Software Engineering,2014
IT Professional,IT PROF,1520-9202,0.819,Not Available,Software Engineering,2014
COMPUTER STANDARDS & INTERFACES,COMPUT STAND INTER,0920-5489,0.879,1.314,Software Engineering,2014
REQUIREMENTS ENGINEERING,REQUIR ENG,0947-3602,0.882,1.471,Software Engineering,2014
JOURNAL OF VISUAL LANGUAGES AND COMPUTING,J VISUAL LANG COMPUT,1045-926X,0.893,1.072,Software Engineering,2014
ACM TRANSACTIONS ON PROGRAMMING LANGUAGES AND SYSTEMS,ACM T PROGR LANG SYS,0164-0925,0.897,1.261,Software Engineering,2014
SOFTWARE-PRACTICE & EXPERIENCE,SOFTWARE PRACT EXPER,0038-0644,0.897,1.200,Software Engineering,2014
COMPUTERS & GRAPHICS-UK,COMPUT GRAPH-UK,0097-8493,0.907,1.089,Software Engineering,2014
IEEE COMPUTER GRAPHICS AND APPLICATIONS,IEEE COMPUT GRAPH,0272-1716,0.911,1.245,Software Engineering,2014
RANDOM STRUCTURES & ALGORITHMS,RANDOM STRUCT ALGOR,1042-9832,0.924,0.991,Software Engineering,2014
ACM Transactions on Knowledge Discovery from Data,ACM T KNOWL DISCOV D,1556-4681,0.930,2.583,Software Engineering,2014
MATHEMATICS AND COMPUTERS IN SIMULATION,MATH COMPUT SIMULAT,0378-4754,0.949,1.109,Software Engineering,2014
BIT NUMERICAL MATHEMATICS,BIT,0006-3835,0.957,1.143,Software Engineering,2014
VISUAL COMPUTER,VISUAL COMPUT,0178-2789,0.957,0.922,Software Engineering,2014
International Journal of Information Security,INT J INF SECUR,1615-5262,0.963,0.919,Software Engineering,2014
ACM Transactions on Multimedia Computing Communications and Applications,ACM T MULTIM COMPUT,1551-6857,0.971,1.289,Software Engineering,2014
CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,CONCURR COMP-PRACT E,1532-0626,0.997,0.958,Software Engineering,2014
INFORMATION AND SOFTWARE TECHNOLOGY,INFORM SOFTWARE TECH,0950-5849,1.046,1.612,Software Engineering,2014
GRAPHICAL MODELS,GRAPH MODELS,1524-0703,1.049,1.161,Software Engineering,2014
THEORY AND PRACTICE OF LOGIC PROGRAMMING,THEOR PRACT LOG PROG,1471-0684,1.051,0.916,Software Engineering,2014
IEEE SOFTWARE,IEEE SOFTWARE,0740-7459,1.053,1.397,Software Engineering,2014
SIGMOD RECORD,SIGMOD REC,0163-5808,1.054,1.298,Software Engineering,2014
SOFTWARE QUALITY JOURNAL,SOFTWARE QUAL J,0963-9314,1.143,1.065,Software Engineering,2014
ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY,ACM T SOFTW ENG METH,1049-331X,1.170,1.649,Software Engineering,2014
JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,J VIS COMMUN IMAGE R,1047-3203,1.218,1.420,Software Engineering,2014
International Journal of Data Warehousing and Mining,INT J DATA WAREHOUS,1548-3924,1.241,1.122,Software Engineering,2014
ACM Transactions on the Web,ACM T WEB,1559-1131,1.255,2.367,Software Engineering,2014
MULTIMEDIA TOOLS AND APPLICATIONS,MULTIMED TOOLS APPL,1380-7501,1.346,1.374,Software Engineering,2014
SOFTWARE TESTING VERIFICATION & RELIABILITY,SOFTW TEST VERIF REL,0960-0833,1.348,1.469,Software Engineering,2014
IEEE Transactions on Dependable and Secure Computing,IEEE T DEPEND SECURE,1545-5971,1.351,1.652,Software Engineering,2014
JOURNAL OF SYSTEMS AND SOFTWARE,J SYST SOFTWARE,0164-1212,1.352,1.485,Software Engineering,2014
SIMULATION MODELLING PRACTICE AND THEORY,SIMUL MODEL PRACT TH,1569-190X,1.383,1.421,Software Engineering,2014
JOURNAL OF THE ACM,J ACM,0004-5411,1.394,3.224,Software Engineering,2014
ADVANCES IN ENGINEERING SOFTWARE,ADV ENG SOFTW,0965-9978,1.402,1.584,Software Engineering,2014
Software and Systems Modeling,SOFTW SYST MODEL,1619-1366,1.408,1.596,Software Engineering,2014
MATHEMATICAL AND COMPUTER MODELLING,MATH COMPUT MODEL,0895-7177,1.412,1.588,Software Engineering,2014
COMPUTER,COMPUTER,0018-9162,1.443,2.181,Software Engineering,2014
WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,WORLD WIDE WEB,1386-145X,1.474,1.228,Software Engineering,2014
IEEE Transactions on Computational Intelligence and AI in Games,IEEE T COMP INTEL AI,1943-068X,1.481,1.637,Software Engineering,2014
IEEE MICRO,IEEE MICRO,0272-1732,1.519,1.894,Software Engineering,2014
JOURNAL OF MATHEMATICAL IMAGING AND VISION,J MATH IMAGING VIS,0924-9907,1.552,2.197,Software Engineering,2014
IMAGE AND VISION COMPUTING,IMAGE VISION COMPUT,0262-8856,1.587,2.384,Software Engineering,2014
IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,IEEE T SOFTWARE ENG,0098-5589,1.614,2.350,Software Engineering,2014
OPTIMIZATION METHODS & SOFTWARE,OPTIM METHOD SOFTW,1055-6788,1.624,1.544,Software Engineering,2014
COMPUTER AIDED GEOMETRIC DESIGN,COMPUT AIDED GEOM D,0167-8396,1.639,1.371,Software Engineering,2014
COMPUTER GRAPHICS FORUM,COMPUT GRAPH FORUM,0167-7055,1.642,1.902,Software Engineering,2014
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,1.694,1.467,Software Engineering,2014
IEEE INTERNET COMPUTING,IEEE INTERNET COMPUT,1089-7801,1.713,2.467,Software Engineering,2014
Automated Software Engineering,AUTOMAT SOFTW ENG,0928-8910,1.733,1.391,Software Engineering,2014
COMPUTER-AIDED DESIGN,COMPUT AIDED DESIGN,0010-4485,1.801,1.957,Software Engineering,2014
MATHEMATICAL PROGRAMMING,MATH PROGRAM,0025-5610,1.803,2.324,Software Engineering,2014
ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE,ACM T MATH SOFTWARE,0098-3500,1.863,3.151,Software Engineering,2014
INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE,INT J ELECTRON COMM,1086-4415,1.872,3.091,Software Engineering,2014
IEEE TRANSACTIONS ON RELIABILITY,IEEE T RELIAB,0018-9529,1.934,2.186,Software Engineering,2014
EMPIRICAL SOFTWARE ENGINEERING,EMPIR SOFTW ENG,1382-3256,2.161,2.585,Software Engineering,2014
IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,IEEE T VIS COMPUT GR,1077-2626,2.168,2.482,Software Engineering,2014
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,J NETW COMPUT APPL,1084-8045,2.229,2.223,Software Engineering,2014
SIAM Journal on Imaging Sciences,SIAM J IMAGING SCI,1936-4954,2.270,5.237,Software Engineering,2014
IEEE TRANSACTIONS ON MULTIMEDIA,IEEE T MULTIMEDIA,1520-9210,2.303,2.467,Software Engineering,2014
Journal of Web Semantics,J WEB SEMANT,1570-8268,2.550,2.464,Software Engineering,2014
IEEE Transactions on Services Computing,IEEE T SERV COMPUT,1939-1374,3.049,3.181,Software Engineering,2014
COMMUNICATIONS OF THE ACM,COMMUN ACM,0001-0782,3.621,3.609,Software Engineering,2014
ACM TRANSACTIONS ON GRAPHICS,ACM T GRAPHIC,0730-0301,4.096,4.641,Software Engineering,2014
