Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
ACM TRANSACTIONS ON GRAPHICS,ACM T GRAPHIC,0730-0301,3.652,Not Available,Software Engineering,2005
ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY,ACM T SOFTW ENG METH,1049-331X,3.000,Not Available,Software Engineering,2005
IEEE INTERNET COMPUTING,IEEE INTERNET COMPUT,1089-7801,2.304,Not Available,Software Engineering,2005
JOURNAL OF MATHEMATICAL IMAGING AND VISION,J MATH IMAGING VIS,0924-9907,2.197,Not Available,Software Engineering,2005
JOURNAL OF THE ACM,J ACM,0004-5411,2.197,Not Available,Software Engineering,2005
IEEE Transactions on Dependable and Secure Computing,IEEE T DEPEND SECURE,1545-5971,2.133,Not Available,Software Engineering,2005
IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,IEEE T SOFTWARE ENG,0098-5589,1.967,Not Available,Software Engineering,2005
ACM TRANSACTIONS ON DATABASE SYSTEMS,ACM T DATABASE SYST,0362-5915,1.833,Not Available,Software Engineering,2005
COMMUNICATIONS OF THE ACM,COMMUN ACM,0001-0782,1.797,Not Available,Software Engineering,2005
IEEE TRANSACTIONS ON MULTIMEDIA,IEEE T MULTIMEDIA,1520-9210,1.597,Not Available,Software Engineering,2005
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,1.500,Not Available,Software Engineering,2005
MATHEMATICAL PROGRAMMING,MATH PROGRAM,0025-5610,1.497,Not Available,Software Engineering,2005
ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE,ACM T MATH SOFTWARE,0098-3500,1.463,Not Available,Software Engineering,2005
IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,IEEE T VIS COMPUT GR,1077-2626,1.457,Not Available,Software Engineering,2005
ACM TRANSACTIONS ON PROGRAMMING LANGUAGES AND SYSTEMS,ACM T PROGR LANG SYS,0164-0925,1.404,Not Available,Software Engineering,2005
JOURNAL OF FUNCTIONAL PROGRAMMING,J FUNCT PROGRAM,0956-7968,1.400,Not Available,Software Engineering,2005
IMAGE AND VISION COMPUTING,IMAGE VISION COMPUT,0262-8856,1.383,Not Available,Software Engineering,2005
THEORY AND PRACTICE OF LOGIC PROGRAMMING,THEOR PRACT LOG PROG,1471-0684,1.372,Not Available,Software Engineering,2005
IEEE SOFTWARE,IEEE SOFTWARE,0740-7459,1.333,Not Available,Software Engineering,2005
COMPUTER,COMPUTER,0018-9162,1.282,Not Available,Software Engineering,2005
IBM SYSTEMS JOURNAL,IBM SYST J,0018-8670,1.255,Not Available,Software Engineering,2005
IEEE MICRO,IEEE MICRO,0272-1732,1.238,Not Available,Software Engineering,2005
COMPUTER-AIDED DESIGN,COMPUT AIDED DESIGN,0010-4485,1.173,Not Available,Software Engineering,2005
SIGMOD RECORD,SIGMOD REC,0163-5808,1.155,Not Available,Software Engineering,2005
IEEE COMPUTER GRAPHICS AND APPLICATIONS,IEEE COMPUT GRAPH,0272-1716,1.152,Not Available,Software Engineering,2005
